event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_Economy_7,energy_Economy_7,cost_Economy_10,energy_Economy_10,cost_Standard,energy_Standard
Fridge-Freezer_2013-10-10_02,Fridge-Freezer,Appliance1,Base,2013-10-10 19:07:00,2013-10-11 17:17:00,1330.0,60759.09,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2626,1.0127,0.2388,1.0127,0.3038,1.0127
Fridge-Freezer_2013-10-11_01,Fridge-Freezer,Appliance1,Base,2013-10-11 17:18:00,2013-10-11 17:40:00,22.0,7896.03,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0395,0.1316,0.0395,0.1316,0.0395,0.1316
Fridge-Freezer_2013-10-11_02,Fridge-Freezer,Appliance1,Base,2013-10-11 17:43:00,2013-10-12 09:12:00,929.0,49805.98,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2053,0.8301,0.2034,0.8301,0.249,0.8301
Fridge-Freezer_2013-10-12_01,Fridge-Freezer,Appliance1,Base,2013-10-12 09:13:00,2013-10-12 09:35:00,22.0,7699.15,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0385,0.1283,0.0385,0.1283,0.0385,0.1283
Fridge-Freezer_2013-10-12_02,Fridge-Freezer,Appliance1,Base,2013-10-12 09:38:00,2013-10-12 14:20:00,282.0,26050.56,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1303,0.4342,0.1186,0.4342,0.1303,0.4342
Fridge-Freezer_2013-10-12_03,Fridge-Freezer,Appliance1,Base,2013-10-12 14:21:00,2013-10-12 14:43:00,22.0,7843.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0392,0.1307,0.0196,0.1307,0.0392,0.1307
Fridge-Freezer_2013-10-12_04,Fridge-Freezer,Appliance1,Base,2013-10-12 14:46:00,2013-10-13 10:06:00,1160.0,70838.57,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.3064,1.1806,0.2869,1.1806,0.3542,1.1806
Fridge-Freezer_2013-10-13_01,Fridge-Freezer,Appliance1,Base,2013-10-13 10:10:00,2013-10-14 06:40:00,1230.0,63579.73,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2768,1.0597,0.2514,1.0597,0.3179,1.0597
Fridge-Freezer_2013-10-14_01,Fridge-Freezer,Appliance1,Base,2013-10-14 06:41:00,2013-10-14 07:03:00,22.0,7927.99,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0198,0.1321,0.0396,0.1321,0.0396,0.1321
Fridge-Freezer_2013-10-14_02,Fridge-Freezer,Appliance1,Base,2013-10-14 07:06:00,2013-10-15 05:15:00,1329.0,70405.05,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.298,1.1734,0.2756,1.1734,0.352,1.1734
Fridge-Freezer_2013-10-15_01,Fridge-Freezer,Appliance1,Base,2013-10-15 05:18:00,2013-10-15 15:15:00,597.0,30883.86,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1271,0.5147,0.1286,0.5147,0.1544,0.5147
Fridge-Freezer_2013-10-15_02,Fridge-Freezer,Appliance1,Base,2013-10-15 15:17:00,2013-10-15 18:50:00,213.0,15834.07,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0792,0.2639,0.0718,0.2639,0.0792,0.2639
Fridge-Freezer_2013-10-15_03,Fridge-Freezer,Appliance1,Base,2013-10-15 18:51:00,2013-10-15 19:13:00,22.0,8060.77,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0403,0.1343,0.0403,0.1343,0.0403,0.1343
Fridge-Freezer_2013-10-15_04,Fridge-Freezer,Appliance1,Base,2013-10-15 19:17:00,2013-10-16 18:07:00,1370.0,72775.32,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.3208,1.2129,0.2876,1.2129,0.3639,1.2129
Fridge-Freezer_2013-10-16_01,Fridge-Freezer,Appliance1,Base,2013-10-16 18:10:00,2013-10-17 17:46:00,1416.0,76110.12,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.3317,1.2685,0.3164,1.2685,0.3806,1.2685
Fridge-Freezer_2013-10-17_01,Fridge-Freezer,Appliance1,Base,2013-10-17 17:49:00,2013-10-18 08:34:00,885.0,49502.72,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1954,0.825,0.2008,0.825,0.2475,0.825
Fridge-Freezer_2013-10-18_01,Fridge-Freezer,Appliance1,Base,2013-10-18 08:35:00,2013-10-18 08:57:00,22.0,7968.56,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0398,0.1328,0.0398,0.1328,0.0398,0.1328
Fridge-Freezer_2013-10-18_02,Fridge-Freezer,Appliance1,Base,2013-10-18 09:00:00,2013-10-19 06:16:00,1276.0,65857.17,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2924,1.0976,0.261,1.0976,0.3293,1.0976
Fridge-Freezer_2013-10-19_01,Fridge-Freezer,Appliance1,Base,2013-10-19 06:17:00,2013-10-19 06:37:00,20.0,7521.85,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0188,0.1254,0.0376,0.1254,0.0376,0.1254
Fridge-Freezer_2013-10-19_02,Fridge-Freezer,Appliance1,Base,2013-10-19 06:40:00,2013-10-19 11:28:00,288.0,27523.39,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1236,0.4587,0.1376,0.4587,0.1376,0.4587
Fridge-Freezer_2013-10-19_03,Fridge-Freezer,Appliance1,Base,2013-10-19 11:29:00,2013-10-19 11:51:00,22.0,7638.38,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0382,0.1273,0.0382,0.1273,0.0382,0.1273
Fridge-Freezer_2013-10-19_04,Fridge-Freezer,Appliance1,Base,2013-10-19 11:54:00,2013-10-20 04:44:00,1010.0,58531.0,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2648,0.9755,0.2233,0.9755,0.2927,0.9755
Fridge-Freezer_2013-10-20_01,Fridge-Freezer,Appliance1,Base,2013-10-20 04:45:00,2013-10-20 05:07:00,22.0,8074.25,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0202,0.1346,0.0202,0.1346,0.0404,0.1346
Fridge-Freezer_2013-10-20_02,Fridge-Freezer,Appliance1,Base,2013-10-20 05:10:00,2013-10-20 16:03:00,653.0,50334.68,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2224,0.8389,0.1991,0.8389,0.2517,0.8389
Fridge-Freezer_2013-10-20_03,Fridge-Freezer,Appliance1,Base,2013-10-20 16:06:00,2013-10-21 10:01:00,1075.0,54495.39,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2297,0.9083,0.2286,0.9083,0.2725,0.9083
Fridge-Freezer_2013-10-21_01,Fridge-Freezer,Appliance1,Base,2013-10-21 10:03:00,2013-10-21 10:24:00,21.0,7375.65,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0369,0.1229,0.0369,0.1229,0.0369,0.1229
Fridge-Freezer_2013-10-21_02,Fridge-Freezer,Appliance1,Base,2013-10-21 10:27:00,2013-10-22 03:14:00,1007.0,57777.12,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2698,0.963,0.2338,0.963,0.2889,0.963
Fridge-Freezer_2013-10-22_01,Fridge-Freezer,Appliance1,Base,2013-10-22 03:15:00,2013-10-22 03:39:00,24.0,3557.75,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0089,0.0593,0.0089,0.0593,0.0178,0.0593
Fridge-Freezer_2013-10-22_02,Fridge-Freezer,Appliance1,Base,2013-10-22 03:40:00,2013-10-22 22:57:00,1157.0,63505.86,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2764,1.0584,0.2528,1.0584,0.3175,1.0584
Fridge-Freezer_2013-10-22_03,Fridge-Freezer,Appliance1,Base,2013-10-22 22:58:00,2013-10-22 23:20:00,22.0,7819.62,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0391,0.1303,0.0391,0.1303,0.0391,0.1303
Fridge-Freezer_2013-10-22_04,Fridge-Freezer,Appliance1,Base,2013-10-22 23:23:00,2013-10-23 19:18:00,1195.0,63030.94,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2629,1.0505,0.2613,1.0505,0.3152,1.0505
Fridge-Freezer_2013-10-23_01,Fridge-Freezer,Appliance1,Base,2013-10-23 19:20:00,2013-10-23 19:41:00,21.0,7615.52,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0381,0.1269,0.0381,0.1269,0.0381,0.1269
Fridge-Freezer_2013-10-23_02,Fridge-Freezer,Appliance1,Base,2013-10-23 19:44:00,2013-10-24 14:57:00,1153.0,59613.59,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2513,0.9936,0.2265,0.9936,0.2981,0.9936
Fridge-Freezer_2013-10-24_01,Fridge-Freezer,Appliance1,Base,2013-10-24 14:58:00,2013-10-24 15:18:00,20.0,7167.46,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0358,0.1195,0.0179,0.1195,0.0358,0.1195
Fridge-Freezer_2013-10-24_02,Fridge-Freezer,Appliance1,Base,2013-10-24 15:21:00,2013-10-25 06:01:00,880.0,37362.45,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.151,0.6227,0.1297,0.6227,0.1868,0.6227
Fridge-Freezer_2013-10-25_01,Fridge-Freezer,Appliance1,Base,2013-10-25 06:03:00,2013-10-25 06:24:00,21.0,7718.84,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0193,0.1286,0.0386,0.1286,0.0386,0.1286
Fridge-Freezer_2013-10-25_02,Fridge-Freezer,Appliance1,Base,2013-10-25 06:27:00,2013-10-25 21:45:00,918.0,60367.03,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2845,1.0061,0.2556,1.0061,0.3018,1.0061
Fridge-Freezer_2013-10-25_03,Fridge-Freezer,Appliance1,Base,2013-10-25 21:48:00,2013-10-26 11:18:00,810.0,53346.69,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2184,0.8891,0.2289,0.8891,0.2667,0.8891
Fridge-Freezer_2013-10-26_01,Fridge-Freezer,Appliance1,Base,2013-10-26 11:19:00,2013-10-26 11:41:00,22.0,7830.99,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0392,0.1305,0.0392,0.1305,0.0392,0.1305
Fridge-Freezer_2013-10-26_02,Fridge-Freezer,Appliance1,Base,2013-10-26 11:43:00,2013-10-26 19:24:00,461.0,45539.08,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2277,0.759,0.1846,0.759,0.2277,0.759
Fridge-Freezer_2013-10-26_03,Fridge-Freezer,Appliance1,Base,2013-10-26 19:27:00,2013-10-27 10:17:00,890.0,49591.32,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1969,0.8265,0.1913,0.8265,0.248,0.8265
Fridge-Freezer_2013-10-27_01,Fridge-Freezer,Appliance1,Base,2013-10-27 10:21:00,2013-10-27 10:40:00,19.0,6987.79,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0349,0.1165,0.0349,0.1165,0.0349,0.1165
Fridge-Freezer_2013-10-27_02,Fridge-Freezer,Appliance1,Base,2013-10-27 10:43:00,2013-10-28 07:13:00,1230.0,64548.79,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2765,1.0758,0.2526,1.0758,0.3227,1.0758
Fridge-Freezer_2013-10-28_01,Fridge-Freezer,Appliance1,Base,2013-10-28 07:14:00,2013-10-28 07:35:00,21.0,8010.81,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0247,0.1335,0.0401,0.1335,0.0401,0.1335
Fridge-Freezer_2013-10-28_02,Fridge-Freezer,Appliance1,Base,2013-10-28 07:38:00,2013-10-28 18:50:00,672.0,43989.78,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2199,0.7332,0.202,0.7332,0.2199,0.7332
Fridge-Freezer_2013-10-28_03,Fridge-Freezer,Appliance1,Base,2013-10-28 18:52:00,2013-10-28 19:14:00,22.0,8073.49,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0404,0.1346,0.0404,0.1346,0.0404,0.1346
Fridge-Freezer_2013-10-28_04,Fridge-Freezer,Appliance1,Base,2013-10-28 19:17:00,2013-10-29 16:19:00,1262.0,59362.35,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2473,0.9894,0.228,0.9894,0.2968,0.9894
Fridge-Freezer_2013-10-29_01,Fridge-Freezer,Appliance1,Base,2013-10-29 16:20:00,2013-10-29 16:41:00,21.0,7591.88,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.038,0.1265,0.038,0.1265,0.038,0.1265
Fridge-Freezer_2013-10-29_02,Fridge-Freezer,Appliance1,Base,2013-10-29 16:44:00,2013-10-30 07:34:00,890.0,47801.66,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1933,0.7967,0.194,0.7967,0.239,0.7967
Fridge-Freezer_2013-10-30_01,Fridge-Freezer,Appliance1,Base,2013-10-30 07:36:00,2013-10-30 07:57:00,21.0,7648.06,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0382,0.1275,0.0382,0.1275,0.0382,0.1275
Fridge-Freezer_2013-10-30_02,Fridge-Freezer,Appliance1,Base,2013-10-30 08:00:00,2013-10-30 20:55:00,775.0,43920.48,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2196,0.732,0.1925,0.732,0.2196,0.732
Fridge-Freezer_2013-10-30_03,Fridge-Freezer,Appliance1,Base,2013-10-30 20:57:00,2013-10-30 21:19:00,22.0,7937.97,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0397,0.1323,0.0198,0.1323,0.0397,0.1323
Fridge-Freezer_2013-10-30_04,Fridge-Freezer,Appliance1,Base,2013-10-30 21:22:00,2013-10-31 17:19:00,1197.0,64493.6,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2784,1.0749,0.2636,1.0749,0.3225,1.0749
Fridge-Freezer_2013-10-31_01,Fridge-Freezer,Appliance1,Base,2013-10-31 17:23:00,2013-10-31 22:16:00,293.0,29647.03,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.1482,0.4941,0.1213,0.4941,0.1482,0.4941
Fridge-Freezer_2013-10-31_02,Fridge-Freezer,Appliance1,Base,2013-10-31 22:18:00,2013-10-31 22:38:00,20.0,7559.0,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.0378,0.126,0.0378,0.126,0.0378,0.126
Fridge-Freezer_2013-10-31_03,Fridge-Freezer,Appliance1,Base,2013-10-31 22:41:00,2013-11-01 21:50:00,1389.0,65495.4,False,Appliance1,Appliance1 (Fridge-Freezer),2013-10,0.2814,1.0916,0.263,1.0916,0.3275,1.0916
Fridge-Freezer_2013-11-01_01,Fridge-Freezer,Appliance1,Base,2013-11-01 21:52:00,2013-11-01 22:13:00,21.0,7708.3,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0385,0.1285,0.031,0.1285,0.0385,0.1285
Fridge-Freezer_2013-11-01_02,Fridge-Freezer,Appliance1,Base,2013-11-01 22:16:00,2013-11-02 15:19:00,1023.0,52399.95,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.218,0.8733,0.2119,0.8733,0.262,0.8733
Fridge-Freezer_2013-11-02_01,Fridge-Freezer,Appliance1,Base,2013-11-02 15:20:00,2013-11-02 15:43:00,23.0,8149.0,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0407,0.1358,0.0204,0.1358,0.0407,0.1358
Fridge-Freezer_2013-11-02_02,Fridge-Freezer,Appliance1,Base,2013-11-02 15:46:00,2013-11-03 09:53:00,1087.0,55546.36,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.2383,0.9258,0.2293,0.9258,0.2777,0.9258
Fridge-Freezer_2013-11-03_01,Fridge-Freezer,Appliance1,Base,2013-11-03 09:54:00,2013-11-03 10:16:00,22.0,8043.38,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0402,0.1341,0.0402,0.1341,0.0402,0.1341
Fridge-Freezer_2013-11-03_02,Fridge-Freezer,Appliance1,Base,2013-11-03 10:17:00,2013-11-03 16:03:00,346.0,28236.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.1412,0.4706,0.101,0.4706,0.1412,0.4706
Fridge-Freezer_2013-11-03_03,Fridge-Freezer,Appliance1,Base,2013-11-03 16:04:00,2013-11-03 16:25:00,21.0,7652.55,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0383,0.1275,0.0383,0.1275,0.0383,0.1275
Fridge-Freezer_2013-11-03_04,Fridge-Freezer,Appliance1,Base,2013-11-03 16:28:00,2013-11-04 13:12:00,1244.0,58008.17,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.2519,0.9668,0.2445,0.9668,0.29,0.9668
Fridge-Freezer_2013-11-04_01,Fridge-Freezer,Appliance1,Base,2013-11-04 13:13:00,2013-11-04 13:35:00,22.0,7864.59,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0393,0.1311,0.0197,0.1311,0.0393,0.1311
Fridge-Freezer_2013-11-04_02,Fridge-Freezer,Appliance1,Base,2013-11-04 13:38:00,2013-11-05 10:22:00,1244.0,56901.98,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.2416,0.9484,0.218,0.9484,0.2845,0.9484
Fridge-Freezer_2013-11-05_01,Fridge-Freezer,Appliance1,Base,2013-11-05 10:23:00,2013-11-05 10:45:00,22.0,7892.21,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.0395,0.1315,0.0395,0.1315,0.0395,0.1315
Fridge-Freezer_2013-11-05_02,Fridge-Freezer,Appliance1,Base,2013-11-05 10:48:00,2013-11-06 08:21:00,1293.0,63355.59,False,Appliance1,Appliance1 (Fridge-Freezer),2013-11,0.2775,1.0559,0.2576,1.0559,0.3168,1.0559
