appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance4,Microwave,2014-04,0.4355,0.4613,1.3563,1.3563
Appliance4,Microwave,2014-05,0.4905,0.526,1.5461,1.5461
Appliance4,Microwave,2014-06,0.2597,0.2846,0.8366,0.8366
Appliance4,Microwave,2014-07,0.2833,0.3007,0.8842,0.8842
Appliance4,Microwave,2014-08,0.2007,0.2152,0.6325999999999999,0.6325999999999999
Appliance4,Microwave,2014-09,0.2867,0.30569999999999997,0.8978,0.8978
Appliance4,Microwave,2014-10,0.766,0.8177,2.4046,2.4046
Appliance4,Microwave,2014-11,1.0541,1.1573,3.4043,3.4043
Appliance4,Microwave,2014-12,0.9704,1.0275,3.0212,3.0212
Appliance4,Microwave,2015-01,1.0378,1.0842,3.1883,3.1883
Appliance4,Microwave,2015-02,0.8238,0.8659,2.547,2.547
Appliance4,Microwave,2015-03,0.5872,0.6174,1.8154,1.8154
Appliance4,Microwave,2015-04,0.3657,0.38939999999999997,1.1449,1.1449
Appliance4,Microwave,2015-05,0.3161,0.3412,1.0039,1.0039
Appliance4,Microwave,2015-06,0.096,0.1049,0.3086,0.3086
Appliance5,Kettle,2014-03,0.8732,0.9718,2.8586,2.8586
Appliance5,Kettle,2014-04,0.6808,0.7497,2.2056,2.2056
Appliance5,Kettle,2014-05,0.2225,0.2419,0.7107,0.7107
Appliance5,Kettle,2014-06,0.7846,0.8757,2.5762,2.5762
Appliance5,Kettle,2014-07,0.364,0.3941,1.1591,1.1591
Appliance5,Kettle,2014-08,0.3582,0.389,1.1442999999999999,1.1442999999999999
Appliance5,Kettle,2014-09,0.6485,0.7108,2.0902,2.0902
Appliance5,Kettle,2014-10,1.6456,1.8412,5.4154,5.4154
Appliance5,Kettle,2014-11,2.7296,3.0176,8.8763,8.8763
Appliance5,Kettle,2014-12,1.6507,1.8385,5.4078,5.4078
Appliance5,Kettle,2015-01,2.3124,2.527,7.433,7.433
Appliance5,Kettle,2015-02,1.5238,1.6906,4.9719,4.9719
Appliance5,Kettle,2015-03,1.1265,1.2273,3.6104,3.6104
Appliance5,Kettle,2015-04,0.46349999999999997,0.5145,1.5127,1.5127
Appliance5,Kettle,2015-05,0.3749,0.4088,1.2028,1.2028
Appliance5,Kettle,2015-06,0.0775,0.0863,0.2535,0.2535
Appliance6,Toaster,2014-03,0.1804,0.2144,0.6295,0.6295
Appliance6,Toaster,2014-04,0.1462,0.1776,0.5227,0.5227
Appliance6,Toaster,2014-05,0.176,0.2114,0.6214999999999999,0.6214999999999999
Appliance6,Toaster,2014-06,0.1524,0.1839,0.5407,0.5407
Appliance6,Toaster,2014-07,0.0657,0.083,0.24409999999999998,0.24409999999999998
Appliance6,Toaster,2014-08,0.12279999999999999,0.1457,0.4281,0.4281
Appliance6,Toaster,2014-09,0.1639,0.1938,0.5692,0.5692
Appliance6,Toaster,2014-10,0.42010000000000003,0.4764,1.4013,1.4013
Appliance6,Toaster,2014-11,0.5649,0.6413,1.8865,1.8865
Appliance6,Toaster,2014-12,0.4473,0.5002,1.4715,1.4715
Appliance6,Toaster,2015-01,0.5824,0.6444,1.8947,1.8947
Appliance6,Toaster,2015-02,0.3229,0.3615,1.0637,1.0637
Appliance6,Toaster,2015-03,0.3345,0.3867,1.1373,1.1373
Appliance6,Toaster,2015-04,0.2314,0.2743,0.8063,0.8063
Appliance6,Toaster,2015-05,0.2323,0.2567,0.7544,0.7544
Appliance6,Toaster,2015-06,0.0739,0.0865,0.25470000000000004,0.25470000000000004
Appliance7,Bread-maker,2014-03,0.7128,0.858,2.5239,2.5239
Appliance7,Bread-maker,2014-04,0.5382,0.6900999999999999,2.0294,2.0294
Appliance7,Bread-maker,2014-05,0.5452,0.6864,2.0203,2.0203
Appliance7,Bread-maker,2014-06,0.5827,0.729,2.1441,2.1441
Appliance7,Bread-maker,2014-07,0.49520000000000003,0.6212,1.8262,1.8262
Appliance7,Bread-maker,2014-08,0.3674,0.43679999999999997,1.2843,1.2843
Appliance7,Bread-maker,2014-09,0.7362,0.9288,2.73,2.73
Appliance7,Bread-maker,2014-10,1.1116,1.366,4.0185,4.0185
Appliance7,Bread-maker,2014-11,1.0694000000000001,1.3605,4.0016,4.0016
Appliance7,Bread-maker,2014-12,0.9362,1.1509,3.3855,3.3855
Appliance7,Bread-maker,2015-01,1.324,1.7061,5.0157,5.0157
Appliance7,Bread-maker,2015-02,1.0981,1.3807,4.0602,4.0602
Appliance7,Bread-maker,2015-03,1.1432,1.438,4.2289,4.2289
Appliance7,Bread-maker,2015-04,0.8259,1.0252999999999999,3.0155,3.0155
Appliance7,Bread-maker,2015-05,0.6291,0.8318,2.4472,2.4472
Appliance7,Bread-maker,2015-06,0.3347,0.4425,1.3029,1.3029
Appliance8,Lamp,2014-03,1.0266,1.1192,3.2903,3.2903
Appliance8,Lamp,2014-04,0.9298,1.0117,2.9756,2.9756
Appliance8,Lamp,2014-05,1.0388,1.127,3.315,3.315
Appliance8,Lamp,2014-06,0.3126,0.3386,0.9955,0.9955
Appliance8,Lamp,2014-07,0.6961,0.7535000000000001,2.2169,2.2169
Appliance8,Lamp,2014-08,0.4828,0.5174,1.5216,1.5216
Appliance8,Lamp,2014-09,0.3648,0.3896,1.1459000000000001,1.1459000000000001
Appliance8,Lamp,2014-10,1.0459,1.1393,3.3501,3.3501
Appliance8,Lamp,2014-11,0.6789000000000001,0.7464999999999999,2.1967,2.1967
Appliance8,Lamp,2014-12,0.5756,0.6267,1.843,1.843
Appliance8,Lamp,2015-01,0.5203,0.5567,1.6375,1.6375
Appliance8,Lamp,2015-02,0.3941,0.42369999999999997,1.2458,1.2458
Appliance8,Lamp,2015-03,0.3941,0.4349,1.2786,1.2786
Appliance8,Lamp,2015-04,0.5143,0.5478,1.6109,1.6109
Appliance8,Lamp,2015-05,0.3132,0.3412,1.0035,1.0035
Appliance8,Lamp,2015-06,0.0524,0.0571,0.16770000000000002,0.16770000000000002
Appliance9,Hi-Fi,2014-03,0.0119,0.0137,0.0405,0.0405
Appliance9,Hi-Fi,2014-04,0.0338,0.0345,0.1016,0.1016
Appliance9,Hi-Fi,2014-05,0.0411,0.043199999999999995,0.1272,0.1272
Appliance9,Hi-Fi,2014-06,0.0651,0.06849999999999999,0.2016,0.2016
Appliance9,Hi-Fi,2014-07,0.019399999999999997,0.0219,0.0645,0.0645
Appliance9,Hi-Fi,2014-08,0.0012000000000000001,0.0018,0.0056,0.0056
Appliance9,Hi-Fi,2014-09,0.0008,0.0008,0.0024000000000000002,0.0024000000000000002
Appliance9,Hi-Fi,2014-10,0.2019,0.2227,0.655,0.655
Appliance9,Hi-Fi,2014-11,0.0547,0.0625,0.18389999999999998,0.18389999999999998
Appliance9,Hi-Fi,2014-12,0.1821,0.2074,0.6104,0.6104
Appliance9,Hi-Fi,2015-01,0.0361,0.0395,0.11610000000000001,0.11610000000000001
Appliance9,Hi-Fi,2015-02,0.050800000000000005,0.0536,0.15789999999999998,0.15789999999999998
Appliance9,Hi-Fi,2015-03,0.0117,0.0123,0.035899999999999994,0.035899999999999994
Appliance9,Hi-Fi,2015-04,0.0002,0.00030000000000000003,0.0008,0.0008
Appliance9,Hi-Fi,2015-05,0.00039999999999999996,0.0006000000000000001,0.0016,0.0016
Appliance9,Hi-Fi,2015-06,0.0,0.0,0.0001,0.0001
