event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_Economy_7,energy_Economy_7,cost_Economy_10,energy_Economy_10,cost_Standard,energy_Standard
Fridge_2014-10-08_10,Fridge,Appliance1,Base,2014-10-08 11:03:00,2014-10-08 11:23:00,20.0,775.75,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0129,0.0039,0.0129,0.0039,0.0129
Fridge_2014-10-08_11,Fridge,Appliance1,Base,2014-10-08 12:12:00,2014-10-08 12:32:00,20.0,731.34,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0122,0.0037,0.0122,0.0037,0.0122
Fridge_2014-10-08_12,Fridge,Appliance1,Base,2014-10-08 13:21:00,2014-10-08 13:42:00,21.0,730.98,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0122,0.0018,0.0122,0.0037,0.0122
Fridge_2014-10-08_13,Fridge,Appliance1,Base,2014-10-08 14:31:00,2014-10-08 14:51:00,20.0,720.98,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.012,0.0018,0.012,0.0036,0.012
Fridge_2014-10-08_14,Fridge,Appliance1,Base,2014-10-08 15:40:00,2014-10-08 16:00:00,20.0,693.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0035,0.0116,0.0017,0.0116,0.0035,0.0116
Fridge_2014-10-08_15,Fridge,Appliance1,Base,2014-10-08 16:48:00,2014-10-08 17:13:00,25.0,886.46,False,Appliance1,Appliance1 (Fridge),2014-10,0.0044,0.0148,0.0044,0.0148,0.0044,0.0148
Fridge_2014-10-08_16,Fridge,Appliance1,Base,2014-10-08 18:00:00,2014-10-08 18:21:00,21.0,727.29,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.0121,0.0036,0.0121,0.0036,0.0121
Fridge_2014-10-08_17,Fridge,Appliance1,Base,2014-10-08 19:11:00,2014-10-08 19:32:00,21.0,741.41,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0124,0.0037,0.0124,0.0037,0.0124
Fridge_2014-10-08_18,Fridge,Appliance1,Base,2014-10-08 20:22:00,2014-10-08 20:42:00,20.0,719.71,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.012,0.0018,0.012,0.0036,0.012
Fridge_2014-10-08_19,Fridge,Appliance1,Base,2014-10-08 21:32:00,2014-10-08 21:54:00,22.0,758.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0126,0.0019,0.0126,0.0038,0.0126
Fridge_2014-10-08_20,Fridge,Appliance1,Base,2014-10-08 22:45:00,2014-10-08 23:07:00,22.0,754.46,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0126,0.0038,0.0126,0.0038,0.0126
Fridge_2014-10-08_21,Fridge,Appliance1,Base,2014-10-08 23:59:00,2014-10-09 00:20:00,21.0,765.43,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0128,0.0038,0.0128,0.0038,0.0128
Fridge_2014-10-09_01,Fridge,Appliance1,Base,2014-10-09 01:13:00,2014-10-09 01:34:00,21.0,779.27,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.013,0.0019,0.013,0.0039,0.013
Fridge_2014-10-09_02,Fridge,Appliance1,Base,2014-10-09 02:27:00,2014-10-09 02:49:00,22.0,772.46,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0129,0.0019,0.0129,0.0039,0.0129
Fridge_2014-10-09_03,Fridge,Appliance1,Base,2014-10-09 03:42:00,2014-10-09 04:03:00,21.0,744.21,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0124,0.0019,0.0124,0.0037,0.0124
Fridge_2014-10-09_04,Fridge,Appliance1,Base,2014-10-09 04:56:00,2014-10-09 05:18:00,22.0,777.66,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.013,0.0019,0.013,0.0039,0.013
Fridge_2014-10-09_05,Fridge,Appliance1,Base,2014-10-09 06:12:00,2014-10-09 06:34:00,22.0,771.39,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0129,0.0039,0.0129,0.0039,0.0129
Fridge_2014-10-09_06,Fridge,Appliance1,Base,2014-10-09 07:29:00,2014-10-09 07:51:00,22.0,777.95,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.013,0.0039,0.013,0.0039,0.013
Fridge_2014-10-09_07,Fridge,Appliance1,Base,2014-10-09 08:46:00,2014-10-09 09:07:00,21.0,743.21,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0124,0.0037,0.0124,0.0037,0.0124
Fridge_2014-10-09_08,Fridge,Appliance1,Base,2014-10-09 10:00:00,2014-10-09 10:21:00,21.0,726.46,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.0121,0.0036,0.0121,0.0036,0.0121
Fridge_2014-10-09_09,Fridge,Appliance1,Base,2014-10-09 11:13:00,2014-10-09 11:34:00,21.0,729.09,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.0122,0.0036,0.0122,0.0036,0.0122
Fridge_2014-10-09_10,Fridge,Appliance1,Base,2014-10-09 12:25:00,2014-10-09 12:47:00,22.0,762.09,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0038,0.0127,0.0038,0.0127
Fridge_2014-10-09_11,Fridge,Appliance1,Base,2014-10-09 13:39:00,2014-10-09 14:00:00,21.0,809.77,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0135,0.002,0.0135,0.004,0.0135
Fridge_2014-10-09_12,Fridge,Appliance1,Base,2014-10-09 14:52:00,2014-10-09 15:14:00,22.0,759.2,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0019,0.0127,0.0038,0.0127
Fridge_2014-10-09_13,Fridge,Appliance1,Base,2014-10-09 16:06:00,2014-10-09 16:28:00,22.0,761.41,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0038,0.0127,0.0038,0.0127
Fridge_2014-10-09_14,Fridge,Appliance1,Base,2014-10-09 17:20:00,2014-10-09 17:42:00,22.0,850.3,False,Appliance1,Appliance1 (Fridge),2014-10,0.0043,0.0142,0.0043,0.0142,0.0043,0.0142
Fridge_2014-10-09_15,Fridge,Appliance1,Base,2014-10-09 18:35:00,2014-10-09 18:57:00,22.0,767.11,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0128,0.0038,0.0128,0.0038,0.0128
Fridge_2014-10-09_16,Fridge,Appliance1,Base,2014-10-09 19:50:00,2014-10-09 20:10:00,20.0,725.4,False,Appliance1,Appliance1 (Fridge),2014-10,0.0036,0.0121,0.0027,0.0121,0.0036,0.0121
Fridge_2014-10-09_17,Fridge,Appliance1,Base,2014-10-09 21:02:00,2014-10-09 21:25:00,23.0,916.62,False,Appliance1,Appliance1 (Fridge),2014-10,0.0046,0.0153,0.0023,0.0153,0.0046,0.0153
Fridge_2014-10-09_18,Fridge,Appliance1,Base,2014-10-09 22:16:00,2014-10-09 22:38:00,22.0,765.68,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0128,0.0038,0.0128,0.0038,0.0128
Fridge_2014-10-09_19,Fridge,Appliance1,Base,2014-10-09 23:30:00,2014-10-09 23:52:00,22.0,778.52,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.013,0.0039,0.013,0.0039,0.013
Fridge_2014-10-10_01,Fridge,Appliance1,Base,2014-10-10 00:44:00,2014-10-10 01:06:00,22.0,784.88,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0131,0.0034,0.0131,0.0039,0.0131
Fridge_2014-10-10_02,Fridge,Appliance1,Base,2014-10-10 01:58:00,2014-10-10 02:20:00,22.0,782.26,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.013,0.002,0.013,0.0039,0.013
Fridge_2014-10-10_03,Fridge,Appliance1,Base,2014-10-10 03:13:00,2014-10-10 03:34:00,21.0,756.77,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0126,0.0019,0.0126,0.0038,0.0126
Fridge_2014-10-10_04,Fridge,Appliance1,Base,2014-10-10 04:26:00,2014-10-10 04:49:00,23.0,798.3,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0133,0.002,0.0133,0.004,0.0133
Fridge_2014-10-10_05,Fridge,Appliance1,Base,2014-10-10 05:43:00,2014-10-10 06:05:00,22.0,785.45,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0131,0.0024,0.0131,0.0039,0.0131
Fridge_2014-10-10_06,Fridge,Appliance1,Base,2014-10-10 07:00:00,2014-10-10 07:21:00,21.0,769.2,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0128,0.0038,0.0128,0.0038,0.0128
Fridge_2014-10-10_07,Fridge,Appliance1,Base,2014-10-10 08:16:00,2014-10-10 08:38:00,22.0,830.96,False,Appliance1,Appliance1 (Fridge),2014-10,0.0042,0.0138,0.0042,0.0138,0.0042,0.0138
Fridge_2014-10-10_08,Fridge,Appliance1,Base,2014-10-10 09:33:00,2014-10-10 09:55:00,22.0,860.84,False,Appliance1,Appliance1 (Fridge),2014-10,0.0043,0.0143,0.0043,0.0143,0.0043,0.0143
Fridge_2014-10-10_09,Fridge,Appliance1,Base,2014-10-10 10:59:00,2014-10-10 11:12:00,13.0,410.55,False,Appliance1,Appliance1 (Fridge),2014-10,0.0021,0.0068,0.0021,0.0068,0.0021,0.0068
Fridge_2014-10-10_10,Fridge,Appliance1,Base,2014-10-10 12:05:00,2014-10-10 12:27:00,22.0,783.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-10_11,Fridge,Appliance1,Base,2014-10-10 13:21:00,2014-10-10 13:43:00,22.0,857.59,False,Appliance1,Appliance1 (Fridge),2014-10,0.0043,0.0143,0.0021,0.0143,0.0043,0.0143
Fridge_2014-10-10_12,Fridge,Appliance1,Base,2014-10-10 14:36:00,2014-10-10 14:57:00,21.0,769.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0128,0.0019,0.0128,0.0038,0.0128
Fridge_2014-10-10_13,Fridge,Appliance1,Base,2014-10-10 15:50:00,2014-10-10 16:10:00,20.0,733.0,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0122,0.0028,0.0122,0.0037,0.0122
Fridge_2014-10-10_14,Fridge,Appliance1,Base,2014-10-10 17:01:00,2014-10-10 17:23:00,22.0,844.48,False,Appliance1,Appliance1 (Fridge),2014-10,0.0042,0.0141,0.0042,0.0141,0.0042,0.0141
Fridge_2014-10-10_15,Fridge,Appliance1,Base,2014-10-10 18:14:00,2014-10-10 18:36:00,22.0,768.36,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0128,0.0038,0.0128,0.0038,0.0128
Fridge_2014-10-10_16,Fridge,Appliance1,Base,2014-10-10 19:28:00,2014-10-10 19:49:00,21.0,741.78,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0124,0.0037,0.0124,0.0037,0.0124
Fridge_2014-10-10_17,Fridge,Appliance1,Base,2014-10-10 20:40:00,2014-10-10 21:02:00,22.0,777.72,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.013,0.0019,0.013,0.0039,0.013
Fridge_2014-10-10_18,Fridge,Appliance1,Base,2014-10-10 21:54:00,2014-10-10 22:15:00,21.0,748.4,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0125,0.0032,0.0125,0.0037,0.0125
Fridge_2014-10-10_19,Fridge,Appliance1,Base,2014-10-10 23:07:00,2014-10-10 23:29:00,22.0,784.57,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-11_01,Fridge,Appliance1,Base,2014-10-11 00:22:00,2014-10-11 00:44:00,22.0,778.7,False,Appliance1,Appliance1 (Fridge),2014-10,0.0027,0.013,0.0039,0.013,0.0039,0.013
Fridge_2014-10-11_02,Fridge,Appliance1,Base,2014-10-11 01:37:00,2014-10-11 01:59:00,22.0,785.62,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0131,0.002,0.0131,0.0039,0.0131
Fridge_2014-10-11_03,Fridge,Appliance1,Base,2014-10-11 02:53:00,2014-10-11 03:15:00,22.0,767.71,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0128,0.0019,0.0128,0.0038,0.0128
Fridge_2014-10-11_04,Fridge,Appliance1,Base,2014-10-11 04:07:00,2014-10-11 04:30:00,23.0,876.99,False,Appliance1,Appliance1 (Fridge),2014-10,0.0022,0.0146,0.0022,0.0146,0.0044,0.0146
Fridge_2014-10-11_05,Fridge,Appliance1,Base,2014-10-11 05:24:00,2014-10-11 05:46:00,22.0,798.09,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0133,0.002,0.0133,0.004,0.0133
Fridge_2014-10-11_06,Fridge,Appliance1,Base,2014-10-11 06:41:00,2014-10-11 07:03:00,22.0,759.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0019,0.0127,0.0038,0.0127,0.0038,0.0127
Fridge_2014-10-11_07,Fridge,Appliance1,Base,2014-10-11 07:58:00,2014-10-11 08:20:00,22.0,785.07,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-11_08,Fridge,Appliance1,Base,2014-10-11 09:15:00,2014-10-11 09:38:00,23.0,869.68,False,Appliance1,Appliance1 (Fridge),2014-10,0.0043,0.0145,0.0043,0.0145,0.0043,0.0145
Fridge_2014-10-11_09,Fridge,Appliance1,Base,2014-10-11 10:32:00,2014-10-11 10:55:00,23.0,814.45,False,Appliance1,Appliance1 (Fridge),2014-10,0.0041,0.0136,0.0041,0.0136,0.0041,0.0136
Fridge_2014-10-11_10,Fridge,Appliance1,Base,2014-10-11 11:52:00,2014-10-11 12:14:00,22.0,785.14,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-11_11,Fridge,Appliance1,Base,2014-10-11 13:09:00,2014-10-11 13:32:00,23.0,797.12,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0133,0.002,0.0133,0.004,0.0133
Fridge_2014-10-11_12,Fridge,Appliance1,Base,2014-10-11 14:26:00,2014-10-11 14:49:00,23.0,788.95,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.002,0.0131,0.0039,0.0131
Fridge_2014-10-11_13,Fridge,Appliance1,Base,2014-10-11 15:43:00,2014-10-11 16:04:00,21.0,756.92,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0126,0.0022,0.0126,0.0038,0.0126
Fridge_2014-10-11_14,Fridge,Appliance1,Base,2014-10-11 16:58:00,2014-10-11 17:20:00,22.0,774.45,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0129,0.0039,0.0129,0.0039,0.0129
Fridge_2014-10-11_15,Fridge,Appliance1,Base,2014-10-11 18:14:00,2014-10-11 18:35:00,21.0,762.61,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0038,0.0127,0.0038,0.0127
Fridge_2014-10-11_16,Fridge,Appliance1,Base,2014-10-11 19:29:00,2014-10-11 19:51:00,22.0,757.86,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0126,0.0038,0.0126,0.0038,0.0126
Fridge_2014-10-11_17,Fridge,Appliance1,Base,2014-10-11 20:44:00,2014-10-11 21:05:00,21.0,741.88,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0124,0.0019,0.0124,0.0037,0.0124
Fridge_2014-10-11_18,Fridge,Appliance1,Base,2014-10-11 21:58:00,2014-10-11 22:21:00,23.0,783.7,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0038,0.0131,0.0039,0.0131
Fridge_2014-10-11_19,Fridge,Appliance1,Base,2014-10-11 23:14:00,2014-10-11 23:36:00,22.0,786.59,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-12_01,Fridge,Appliance1,Base,2014-10-12 00:30:00,2014-10-12 00:52:00,22.0,794.43,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0132,0.004,0.0132,0.004,0.0132
Fridge_2014-10-12_02,Fridge,Appliance1,Base,2014-10-12 01:47:00,2014-10-12 02:09:00,22.0,800.05,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0133,0.002,0.0133,0.004,0.0133
Fridge_2014-10-12_03,Fridge,Appliance1,Base,2014-10-12 03:05:00,2014-10-12 03:28:00,23.0,813.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0136,0.002,0.0136,0.0041,0.0136
Fridge_2014-10-12_04,Fridge,Appliance1,Base,2014-10-12 04:24:00,2014-10-12 04:47:00,23.0,817.3,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0136,0.002,0.0136,0.0041,0.0136
Fridge_2014-10-12_05,Fridge,Appliance1,Base,2014-10-12 05:43:00,2014-10-12 06:06:00,23.0,823.21,False,Appliance1,Appliance1 (Fridge),2014-10,0.0021,0.0137,0.0026,0.0137,0.0041,0.0137
Fridge_2014-10-12_06,Fridge,Appliance1,Base,2014-10-12 07:04:00,2014-10-12 07:27:00,23.0,803.9,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0134,0.004,0.0134,0.004,0.0134
Fridge_2014-10-12_07,Fridge,Appliance1,Base,2014-10-12 08:25:00,2014-10-12 08:48:00,23.0,784.75,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-12_08,Fridge,Appliance1,Base,2014-10-12 09:45:00,2014-10-12 10:08:00,23.0,739.47,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0123,0.0037,0.0123,0.0037,0.0123
Fridge_2014-10-12_09,Fridge,Appliance1,Base,2014-10-12 10:55:00,2014-10-12 11:20:00,25.0,925.61,False,Appliance1,Appliance1 (Fridge),2014-10,0.0046,0.0154,0.0046,0.0154,0.0046,0.0154
Fridge_2014-10-12_10,Fridge,Appliance1,Base,2014-10-12 12:07:00,2014-10-12 12:31:00,24.0,835.49,False,Appliance1,Appliance1 (Fridge),2014-10,0.0042,0.0139,0.0042,0.0139,0.0042,0.0139
Fridge_2014-10-12_11,Fridge,Appliance1,Base,2014-10-12 13:21:00,2014-10-12 13:44:00,23.0,891.75,False,Appliance1,Appliance1 (Fridge),2014-10,0.0045,0.0149,0.0022,0.0149,0.0045,0.0149
Fridge_2014-10-12_12,Fridge,Appliance1,Base,2014-10-12 14:35:00,2014-10-12 14:58:00,23.0,803.52,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0134,0.002,0.0134,0.004,0.0134
Fridge_2014-10-12_13,Fridge,Appliance1,Base,2014-10-12 15:51:00,2014-10-12 16:13:00,22.0,755.45,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0126,0.003,0.0126,0.0038,0.0126
Fridge_2014-10-12_14,Fridge,Appliance1,Base,2014-10-12 17:06:00,2014-10-12 17:29:00,23.0,795.66,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0133,0.004,0.0133,0.004,0.0133
Fridge_2014-10-12_15,Fridge,Appliance1,Base,2014-10-12 18:24:00,2014-10-12 18:47:00,23.0,789.97,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0132,0.0039,0.0132,0.0039,0.0132
Fridge_2014-10-12_16,Fridge,Appliance1,Base,2014-10-12 19:42:00,2014-10-12 20:03:00,21.0,762.67,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0036,0.0127,0.0038,0.0127
Fridge_2014-10-12_17,Fridge,Appliance1,Base,2014-10-12 20:57:00,2014-10-12 21:20:00,23.0,803.78,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0134,0.002,0.0134,0.004,0.0134
Fridge_2014-10-12_18,Fridge,Appliance1,Base,2014-10-12 22:15:00,2014-10-12 22:38:00,23.0,802.49,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0134,0.004,0.0134,0.004,0.0134
Fridge_2014-10-12_19,Fridge,Appliance1,Base,2014-10-12 23:33:00,2014-10-12 23:55:00,22.0,781.52,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.013,0.0039,0.013,0.0039,0.013
Fridge_2014-10-13_01,Fridge,Appliance1,Base,2014-10-13 00:50:00,2014-10-13 01:13:00,23.0,814.07,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0136,0.0029,0.0136,0.0041,0.0136
Fridge_2014-10-13_02,Fridge,Appliance1,Base,2014-10-13 02:06:00,2014-10-13 02:29:00,23.0,811.32,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0135,0.002,0.0135,0.0041,0.0135
Fridge_2014-10-13_03,Fridge,Appliance1,Base,2014-10-13 03:26:00,2014-10-13 03:49:00,23.0,809.12,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0135,0.002,0.0135,0.004,0.0135
Fridge_2014-10-13_04,Fridge,Appliance1,Base,2014-10-13 04:46:00,2014-10-13 05:09:00,23.0,793.66,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0132,0.002,0.0132,0.004,0.0132
Fridge_2014-10-13_05,Fridge,Appliance1,Base,2014-10-13 06:06:00,2014-10-13 06:29:00,23.0,799.19,False,Appliance1,Appliance1 (Fridge),2014-10,0.002,0.0133,0.004,0.0133,0.004,0.0133
Fridge_2014-10-13_06,Fridge,Appliance1,Base,2014-10-13 07:26:00,2014-10-13 07:49:00,23.0,803.93,False,Appliance1,Appliance1 (Fridge),2014-10,0.0037,0.0134,0.004,0.0134,0.004,0.0134
Fridge_2014-10-13_07,Fridge,Appliance1,Base,2014-10-13 08:48:00,2014-10-13 09:10:00,22.0,798.27,False,Appliance1,Appliance1 (Fridge),2014-10,0.004,0.0133,0.004,0.0133,0.004,0.0133
Fridge_2014-10-13_08,Fridge,Appliance1,Base,2014-10-13 11:26:00,2014-10-13 11:48:00,22.0,788.28,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.0039,0.0131,0.0039,0.0131
Fridge_2014-10-13_09,Fridge,Appliance1,Base,2014-10-13 12:45:00,2014-10-13 13:07:00,22.0,772.4,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0129,0.0033,0.0129,0.0039,0.0129
Fridge_2014-10-13_10,Fridge,Appliance1,Base,2014-10-13 14:03:00,2014-10-13 14:25:00,22.0,783.92,False,Appliance1,Appliance1 (Fridge),2014-10,0.0039,0.0131,0.002,0.0131,0.0039,0.0131
Fridge_2014-10-13_11,Fridge,Appliance1,Base,2014-10-13 15:21:00,2014-10-13 15:42:00,21.0,759.12,False,Appliance1,Appliance1 (Fridge),2014-10,0.0038,0.0127,0.0019,0.0127,0.0038,0.0127
