event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_Economy_7,energy_Economy_7,cost_Economy_10,energy_Economy_10,cost_Standard,energy_Standard
Fridge-Freezer_2013-12-20_04,Fridge-Freezer,Appliance1,Base,2013-12-20 10:00:00,2013-12-20 10:47:00,47.0,3451.9,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0173,0.0575,0.0173,0.0575,0.0173,0.0575
Fridge-Freezer_2013-12-20_05,Fridge-Freezer,Appliance1,Base,2013-12-20 12:53:00,2013-12-20 13:30:00,37.0,2807.23,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.014,0.0468,0.0085,0.0468,0.014,0.0468
Fridge-Freezer_2013-12-20_06,Fridge-Freezer,Appliance1,Base,2013-12-20 15:18:00,2013-12-20 16:03:00,45.0,3340.49,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0167,0.0557,0.0089,0.0557,0.0167,0.0557
Fridge-Freezer_2013-12-20_07,Fridge-Freezer,Appliance1,Base,2013-12-20 17:38:00,2013-12-20 18:09:00,31.0,2316.34,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0116,0.0386,0.0116,0.0386,0.0116,0.0386
Fridge-Freezer_2013-12-20_08,Fridge-Freezer,Appliance1,Base,2013-12-20 19:34:00,2013-12-20 20:12:00,38.0,2848.32,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0142,0.0475,0.0122,0.0475,0.0142,0.0475
Fridge-Freezer_2013-12-20_09,Fridge-Freezer,Appliance1,Base,2013-12-20 21:26:00,2013-12-20 22:08:00,42.0,2845.91,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0142,0.0474,0.0084,0.0474,0.0142,0.0474
Fridge-Freezer_2013-12-20_10,Fridge-Freezer,Appliance1,Base,2013-12-20 23:51:00,2013-12-21 00:24:00,33.0,2430.32,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0122,0.0405,0.0122,0.0405,0.0122,0.0405
Fridge-Freezer_2013-12-21_01,Fridge-Freezer,Appliance1,Base,2013-12-21 02:04:00,2013-12-21 02:31:00,27.0,2107.38,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0053,0.0351,0.0053,0.0351,0.0105,0.0351
Fridge-Freezer_2013-12-21_02,Fridge-Freezer,Appliance1,Base,2013-12-21 04:07:00,2013-12-21 04:34:00,27.0,2102.07,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0053,0.035,0.0053,0.035,0.0105,0.035
Fridge-Freezer_2013-12-21_03,Fridge-Freezer,Appliance1,Base,2013-12-21 06:11:00,2013-12-21 06:39:00,28.0,2141.14,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0054,0.0357,0.0107,0.0357,0.0107,0.0357
Fridge-Freezer_2013-12-21_04,Fridge-Freezer,Appliance1,Base,2013-12-21 08:17:00,2013-12-21 08:44:00,27.0,2058.6,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0103,0.0343,0.0103,0.0343,0.0103,0.0343
Fridge-Freezer_2013-12-21_05,Fridge-Freezer,Appliance1,Base,2013-12-21 10:18:00,2013-12-21 10:47:00,29.0,2212.47,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0111,0.0369,0.0111,0.0369,0.0111,0.0369
Fridge-Freezer_2013-12-21_06,Fridge-Freezer,Appliance1,Base,2013-12-21 12:19:00,2013-12-21 12:42:00,23.0,3195.66,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.016,0.0533,0.016,0.0533,0.016,0.0533
Fridge-Freezer_2013-12-21_07,Fridge-Freezer,Appliance1,Base,2013-12-21 12:46:00,2013-12-21 13:17:00,31.0,2476.26,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0124,0.0413,0.0092,0.0413,0.0124,0.0413
Fridge-Freezer_2013-12-21_08,Fridge-Freezer,Appliance1,Base,2013-12-21 14:31:00,2013-12-21 14:53:00,22.0,1737.51,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0087,0.029,0.0043,0.029,0.0087,0.029
Fridge-Freezer_2013-12-21_09,Fridge-Freezer,Appliance1,Base,2013-12-21 16:11:00,2013-12-21 16:36:00,25.0,1877.0,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0094,0.0313,0.0094,0.0313,0.0094,0.0313
Fridge-Freezer_2013-12-21_10,Fridge-Freezer,Appliance1,Base,2013-12-21 17:22:00,2013-12-21 17:52:00,30.0,2316.56,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0116,0.0386,0.0116,0.0386,0.0116,0.0386
Fridge-Freezer_2013-12-21_11,Fridge-Freezer,Appliance1,Base,2013-12-21 18:53:00,2013-12-21 20:00:00,67.0,4949.15,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0247,0.0825,0.0247,0.0825,0.0247,0.0825
Fridge-Freezer_2013-12-21_12,Fridge-Freezer,Appliance1,Base,2013-12-21 21:01:00,2013-12-21 21:27:00,26.0,1967.56,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0098,0.0328,0.0049,0.0328,0.0098,0.0328
Fridge-Freezer_2013-12-21_13,Fridge-Freezer,Appliance1,Base,2013-12-21 22:33:00,2013-12-21 23:31:00,58.0,4148.85,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0207,0.0691,0.0207,0.0691,0.0207,0.0691
Fridge-Freezer_2013-12-22_01,Fridge-Freezer,Appliance1,Base,2013-12-22 01:21:00,2013-12-22 01:59:00,38.0,2831.81,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0071,0.0472,0.0071,0.0472,0.0142,0.0472
Fridge-Freezer_2013-12-22_02,Fridge-Freezer,Appliance1,Base,2013-12-22 03:53:00,2013-12-22 04:30:00,37.0,2753.86,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0069,0.0459,0.0069,0.0459,0.0138,0.0459
Fridge-Freezer_2013-12-22_03,Fridge-Freezer,Appliance1,Base,2013-12-22 06:34:00,2013-12-22 07:18:00,44.0,3274.98,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0082,0.0546,0.0164,0.0546,0.0164,0.0546
Fridge-Freezer_2013-12-22_04,Fridge-Freezer,Appliance1,Base,2013-12-22 09:50:00,2013-12-22 10:17:00,27.0,2088.9,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0104,0.0348,0.0104,0.0348,0.0104,0.0348
Fridge-Freezer_2013-12-22_05,Fridge-Freezer,Appliance1,Base,2013-12-22 12:08:00,2013-12-22 12:46:00,38.0,2913.56,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0146,0.0486,0.0146,0.0486,0.0146,0.0486
Fridge-Freezer_2013-12-22_06,Fridge-Freezer,Appliance1,Base,2013-12-22 15:01:00,2013-12-22 15:47:00,46.0,3401.02,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.017,0.0567,0.0085,0.0567,0.017,0.0567
Fridge-Freezer_2013-12-22_07,Fridge-Freezer,Appliance1,Base,2013-12-22 18:18:00,2013-12-22 18:45:00,27.0,2051.28,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0103,0.0342,0.0103,0.0342,0.0103,0.0342
Fridge-Freezer_2013-12-22_08,Fridge-Freezer,Appliance1,Base,2013-12-22 21:17:00,2013-12-22 21:44:00,27.0,2053.83,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0103,0.0342,0.0051,0.0342,0.0103,0.0342
Fridge-Freezer_2013-12-22_09,Fridge-Freezer,Appliance1,Base,2013-12-22 23:47:00,2013-12-23 00:44:00,57.0,4275.35,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0189,0.0713,0.0214,0.0713,0.0214,0.0713
Fridge-Freezer_2013-12-23_01,Fridge-Freezer,Appliance1,Base,2013-12-23 03:15:00,2013-12-23 03:42:00,27.0,2070.99,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0052,0.0345,0.0052,0.0345,0.0104,0.0345
Fridge-Freezer_2013-12-23_02,Fridge-Freezer,Appliance1,Base,2013-12-23 06:14:00,2013-12-23 06:41:00,27.0,2106.66,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0053,0.0351,0.0105,0.0351,0.0105,0.0351
Fridge-Freezer_2013-12-23_03,Fridge-Freezer,Appliance1,Base,2013-12-23 09:08:00,2013-12-23 09:50:00,42.0,3137.61,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0157,0.0523,0.0157,0.0523,0.0157,0.0523
Fridge-Freezer_2013-12-23_04,Fridge-Freezer,Appliance1,Base,2013-12-23 12:21:00,2013-12-23 12:48:00,27.0,2086.52,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0104,0.0348,0.0104,0.0348,0.0104,0.0348
Fridge-Freezer_2013-12-23_05,Fridge-Freezer,Appliance1,Base,2013-12-23 14:43:00,2013-12-23 15:20:00,37.0,2827.68,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0141,0.0471,0.0071,0.0471,0.0141,0.0471
Fridge-Freezer_2013-12-23_06,Fridge-Freezer,Appliance1,Base,2013-12-23 16:39:00,2013-12-23 17:27:00,48.0,3481.97,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0174,0.058,0.0174,0.058,0.0174,0.058
Fridge-Freezer_2013-12-23_07,Fridge-Freezer,Appliance1,Base,2013-12-23 18:27:00,2013-12-23 18:57:00,30.0,2226.88,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0111,0.0371,0.0111,0.0371,0.0111,0.0371
Fridge-Freezer_2013-12-23_08,Fridge-Freezer,Appliance1,Base,2013-12-23 20:16:00,2013-12-23 20:42:00,26.0,2008.26,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.01,0.0335,0.005,0.0335,0.01,0.0335
Fridge-Freezer_2013-12-23_09,Fridge-Freezer,Appliance1,Base,2013-12-23 21:53:00,2013-12-23 22:20:00,27.0,1999.02,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.01,0.0333,0.0086,0.0333,0.01,0.0333
Fridge-Freezer_2013-12-23_10,Fridge-Freezer,Appliance1,Base,2013-12-23 23:34:00,2013-12-24 00:04:00,30.0,2236.01,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0112,0.0373,0.0112,0.0373,0.0112,0.0373
Fridge-Freezer_2013-12-24_01,Fridge-Freezer,Appliance1,Base,2013-12-24 01:31:00,2013-12-24 01:59:00,28.0,2123.35,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0053,0.0354,0.0053,0.0354,0.0106,0.0354
Fridge-Freezer_2013-12-24_02,Fridge-Freezer,Appliance1,Base,2013-12-24 03:32:00,2013-12-24 04:09:00,37.0,2721.64,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0068,0.0454,0.0068,0.0454,0.0136,0.0454
Fridge-Freezer_2013-12-24_03,Fridge-Freezer,Appliance1,Base,2013-12-24 06:07:00,2013-12-24 06:42:00,35.0,2621.3,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0066,0.0437,0.0131,0.0437,0.0131,0.0437
Fridge-Freezer_2013-12-24_04,Fridge-Freezer,Appliance1,Base,2013-12-24 08:53:00,2013-12-24 09:35:00,42.0,3152.44,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0158,0.0525,0.0158,0.0525,0.0158,0.0525
Fridge-Freezer_2013-12-24_05,Fridge-Freezer,Appliance1,Base,2013-12-24 11:34:00,2013-12-24 12:32:00,58.0,4250.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0213,0.0708,0.0213,0.0708,0.0213,0.0708
Fridge-Freezer_2013-12-24_06,Fridge-Freezer,Appliance1,Base,2013-12-24 13:27:00,2013-12-24 17:33:00,246.0,16341.91,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0817,0.2724,0.0558,0.2724,0.0817,0.2724
Fridge-Freezer_2013-12-24_07,Fridge-Freezer,Appliance1,Base,2013-12-24 18:03:00,2013-12-24 22:08:00,245.0,16365.43,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0818,0.2728,0.062,0.2728,0.0818,0.2728
Fridge-Freezer_2013-12-24_08,Fridge-Freezer,Appliance1,Base,2013-12-24 23:02:00,2013-12-25 03:06:00,244.0,15866.0,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0546,0.2644,0.0595,0.2644,0.0793,0.2644
Fridge-Freezer_2013-12-25_01,Fridge-Freezer,Appliance1,Base,2013-12-25 05:38:00,2013-12-25 06:05:00,27.0,1937.28,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0048,0.0323,0.0056,0.0323,0.0097,0.0323
Fridge-Freezer_2013-12-25_02,Fridge-Freezer,Appliance1,Base,2013-12-25 08:18:00,2013-12-25 09:14:00,56.0,6068.5,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0303,0.1011,0.0303,0.1011,0.0303,0.1011
Fridge-Freezer_2013-12-25_03,Fridge-Freezer,Appliance1,Base,2013-12-25 10:19:00,2013-12-25 12:12:00,113.0,8074.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0404,0.1346,0.0404,0.1346,0.0404,0.1346
Fridge-Freezer_2013-12-25_04,Fridge-Freezer,Appliance1,Base,2013-12-25 12:54:00,2013-12-25 16:58:00,244.0,16178.54,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0809,0.2696,0.0508,0.2696,0.0809,0.2696
Fridge-Freezer_2013-12-25_05,Fridge-Freezer,Appliance1,Base,2013-12-25 17:38:00,2013-12-25 21:42:00,244.0,15394.82,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.077,0.2566,0.0614,0.2566,0.077,0.2566
Fridge-Freezer_2013-12-25_06,Fridge-Freezer,Appliance1,Base,2013-12-25 22:21:00,2013-12-26 02:26:00,245.0,15021.15,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0576,0.2504,0.0622,0.2504,0.0751,0.2504
Fridge-Freezer_2013-12-26_01,Fridge-Freezer,Appliance1,Base,2013-12-26 03:32:00,2013-12-26 07:35:00,243.0,15051.5,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0384,0.2509,0.0519,0.2509,0.0753,0.2509
Fridge-Freezer_2013-12-26_02,Fridge-Freezer,Appliance1,Base,2013-12-26 10:07:00,2013-12-26 10:34:00,27.0,1887.15,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0094,0.0315,0.0094,0.0315,0.0094,0.0315
Fridge-Freezer_2013-12-26_03,Fridge-Freezer,Appliance1,Base,2013-12-26 12:18:00,2013-12-26 16:22:00,244.0,15899.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0795,0.265,0.0505,0.265,0.0795,0.265
Fridge-Freezer_2013-12-26_04,Fridge-Freezer,Appliance1,Base,2013-12-26 18:30:00,2013-12-26 22:34:00,244.0,15574.39,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0779,0.2596,0.0592,0.2596,0.0779,0.2596
Fridge-Freezer_2013-12-27_01,Fridge-Freezer,Appliance1,Base,2013-12-27 01:06:00,2013-12-27 01:34:00,28.0,1916.97,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0048,0.0319,0.0048,0.0319,0.0096,0.0319
Fridge-Freezer_2013-12-27_02,Fridge-Freezer,Appliance1,Base,2013-12-27 03:35:00,2013-12-27 04:51:00,76.0,5339.74,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0133,0.089,0.0133,0.089,0.0267,0.089
Fridge-Freezer_2013-12-27_03,Fridge-Freezer,Appliance1,Base,2013-12-27 07:22:00,2013-12-27 07:49:00,27.0,1993.31,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0083,0.0332,0.01,0.0332,0.01,0.0332
Fridge-Freezer_2013-12-27_04,Fridge-Freezer,Appliance1,Base,2013-12-27 10:11:00,2013-12-27 11:27:00,76.0,5463.33,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0273,0.0911,0.0273,0.0911,0.0273,0.0911
Fridge-Freezer_2013-12-27_05,Fridge-Freezer,Appliance1,Base,2013-12-27 13:09:00,2013-12-27 14:55:00,106.0,9584.53,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0479,0.1597,0.024,0.1597,0.0479,0.1597
Fridge-Freezer_2013-12-27_06,Fridge-Freezer,Appliance1,Base,2013-12-27 16:19:00,2013-12-27 17:22:00,63.0,4511.22,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0226,0.0752,0.0226,0.0752,0.0226,0.0752
Fridge-Freezer_2013-12-27_07,Fridge-Freezer,Appliance1,Base,2013-12-27 19:11:00,2013-12-27 20:45:00,94.0,6601.72,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.033,0.11,0.0254,0.11,0.033,0.11
Fridge-Freezer_2013-12-27_08,Fridge-Freezer,Appliance1,Base,2013-12-27 22:37:00,2013-12-28 00:08:00,91.0,6354.09,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0318,0.1059,0.0318,0.1059,0.0318,0.1059
Fridge-Freezer_2013-12-28_01,Fridge-Freezer,Appliance1,Base,2013-12-28 02:39:00,2013-12-28 03:06:00,27.0,2024.61,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0051,0.0337,0.0051,0.0337,0.0101,0.0337
Fridge-Freezer_2013-12-28_02,Fridge-Freezer,Appliance1,Base,2013-12-28 05:37:00,2013-12-28 06:40:00,63.0,4578.87,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0114,0.0763,0.0184,0.0763,0.0229,0.0763
Fridge-Freezer_2013-12-28_03,Fridge-Freezer,Appliance1,Base,2013-12-28 09:11:00,2013-12-28 09:38:00,27.0,2006.21,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.01,0.0334,0.01,0.0334,0.01,0.0334
Fridge-Freezer_2013-12-28_04,Fridge-Freezer,Appliance1,Base,2013-12-28 11:58:00,2013-12-28 13:01:00,63.0,4661.42,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0233,0.0777,0.0232,0.0777,0.0233,0.0777
Fridge-Freezer_2013-12-28_05,Fridge-Freezer,Appliance1,Base,2013-12-28 15:24:00,2013-12-28 16:22:00,58.0,4211.34,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0211,0.0702,0.0144,0.0702,0.0211,0.0702
Fridge-Freezer_2013-12-28_06,Fridge-Freezer,Appliance1,Base,2013-12-28 18:06:00,2013-12-28 19:26:00,80.0,5670.28,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0284,0.0945,0.0284,0.0945,0.0284,0.0945
Fridge-Freezer_2013-12-28_07,Fridge-Freezer,Appliance1,Base,2013-12-28 20:55:00,2013-12-29 01:07:00,252.0,16078.15,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0758,0.268,0.069,0.268,0.0804,0.268
Fridge-Freezer_2013-12-29_01,Fridge-Freezer,Appliance1,Base,2013-12-29 03:31:00,2013-12-29 03:58:00,27.0,1946.78,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0049,0.0324,0.0049,0.0324,0.0097,0.0324
Fridge-Freezer_2013-12-29_02,Fridge-Freezer,Appliance1,Base,2013-12-29 06:30:00,2013-12-29 06:57:00,27.0,1973.4,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0049,0.0329,0.0099,0.0329,0.0099,0.0329
Fridge-Freezer_2013-12-29_03,Fridge-Freezer,Appliance1,Base,2013-12-29 09:29:00,2013-12-29 09:56:00,27.0,1233.61,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0062,0.0206,0.0062,0.0206,0.0062,0.0206
Fridge-Freezer_2013-12-29_04,Fridge-Freezer,Appliance1,Base,2013-12-29 12:07:00,2013-12-29 12:54:00,47.0,3514.36,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0176,0.0586,0.0176,0.0586,0.0176,0.0586
Fridge-Freezer_2013-12-29_05,Fridge-Freezer,Appliance1,Base,2013-12-29 14:19:00,2013-12-29 15:01:00,42.0,3144.34,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0157,0.0524,0.0079,0.0524,0.0157,0.0524
Fridge-Freezer_2013-12-29_06,Fridge-Freezer,Appliance1,Base,2013-12-29 16:43:00,2013-12-29 17:51:00,68.0,4821.68,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0241,0.0804,0.0241,0.0804,0.0241,0.0804
Fridge-Freezer_2013-12-29_07,Fridge-Freezer,Appliance1,Base,2013-12-29 18:58:00,2013-12-29 22:06:00,188.0,12477.6,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0624,0.208,0.0429,0.208,0.0624,0.208
Fridge-Freezer_2013-12-30_01,Fridge-Freezer,Appliance1,Base,2013-12-30 00:38:00,2013-12-30 01:05:00,27.0,2006.47,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.005,0.0334,0.0092,0.0334,0.01,0.0334
Fridge-Freezer_2013-12-30_02,Fridge-Freezer,Appliance1,Base,2013-12-30 03:27:00,2013-12-30 04:07:00,40.0,2924.96,False,Appliance1,Appliance1 (Fridge-Freezer),2013-12,0.0073,0.0487,0.0073,0.0487,0.0146,0.0487
