appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2013-09-24 17:58:00,2013-09-24 18:31:00,33.0,2808.51,house2_event_124,False
Appliance1,Aggregate,Base,2013-09-24 19:10:00,2013-09-24 19:37:00,27.0,2239.95,house2_event_125,False
Appliance1,Aggregate,Base,2013-09-24 20:29:00,2013-09-24 21:12:00,43.0,3685.67,house2_event_126,False
Appliance1,Aggregate,Base,2013-09-24 22:10:00,2013-09-24 22:38:00,28.0,2368.88,house2_event_127,False
Appliance1,Aggregate,Base,2013-09-24 23:37:00,2013-09-25 00:07:00,30.0,2433.8,house2_event_128,False
Appliance1,Aggregate,Base,2013-09-25 01:08:00,2013-09-25 01:37:00,29.0,2468.96,house2_event_129,False
Appliance1,Aggregate,Base,2013-09-25 02:41:00,2013-09-25 03:11:00,30.0,2467.7,house2_event_130,False
Appliance1,Aggregate,Base,2013-09-25 04:15:00,2013-09-25 04:46:00,31.0,2529.6,house2_event_131,False
Appliance1,Aggregate,Base,2013-09-25 05:51:00,2013-09-25 06:22:00,31.0,2508.14,house2_event_132,False
Appliance1,Aggregate,Base,2013-09-25 06:54:00,2013-09-25 07:23:00,29.0,2397.76,house2_event_133,False
Appliance1,Aggregate,Base,2013-09-25 08:00:00,2013-09-25 08:26:00,26.0,1893.84,house2_event_134,False
Appliance1,Aggregate,Base,2013-09-25 09:46:00,2013-09-25 10:07:00,21.0,2943.89,house2_event_135,False
Appliance1,Aggregate,Base,2013-09-25 10:18:00,2013-09-25 11:06:00,48.0,4261.92,house2_event_136,False
Appliance1,Aggregate,Base,2013-09-25 12:34:00,2013-09-25 12:51:00,17.0,1409.75,house2_event_137,False
Appliance1,Aggregate,Base,2013-09-25 13:45:00,2013-09-25 14:26:00,41.0,3512.64,house2_event_138,False
Appliance1,Aggregate,Base,2013-09-25 15:15:00,2013-09-25 16:42:00,87.0,7548.76,house2_event_139,False
Appliance1,Aggregate,Base,2013-09-25 17:36:00,2013-09-25 18:23:00,47.0,3983.47,house2_event_140,False
Appliance1,Aggregate,Base,2013-09-25 19:01:00,2013-09-25 19:50:00,49.0,3203.63,house2_event_141,False
Appliance1,Aggregate,Base,2013-09-25 20:20:00,2013-09-25 20:57:00,37.0,3119.46,house2_event_142,False
Appliance1,Aggregate,Base,2013-09-25 21:40:00,2013-09-25 22:11:00,31.0,2617.65,house2_event_143,False
Appliance1,Aggregate,Base,2013-09-25 22:56:00,2013-09-25 23:26:00,30.0,2478.12,house2_event_144,False
Appliance1,Aggregate,Base,2013-09-26 00:22:00,2013-09-26 00:42:00,20.0,1668.49,house2_event_145,False
Appliance1,Aggregate,Base,2013-09-26 01:32:00,2013-09-26 02:00:00,28.0,2315.97,house2_event_146,False
Appliance1,Aggregate,Base,2013-09-26 02:55:00,2013-09-26 03:23:00,28.0,2439.54,house2_event_147,False
Appliance1,Aggregate,Base,2013-09-26 04:19:00,2013-09-26 04:47:00,28.0,2268.08,house2_event_148,False
Appliance1,Aggregate,Base,2013-09-26 05:46:00,2013-09-26 06:21:00,35.0,1726.51,house2_event_149,False
Appliance1,Aggregate,Base,2013-09-26 06:57:00,2013-09-26 07:29:00,32.0,2763.34,house2_event_150,False
Appliance1,Aggregate,Base,2013-09-26 08:10:00,2013-09-26 08:38:00,28.0,2276.36,house2_event_151,False
Appliance1,Aggregate,Base,2013-09-26 09:28:00,2013-09-26 09:55:00,27.0,2154.83,house2_event_152,False
Appliance1,Aggregate,Base,2013-09-26 10:49:00,2013-09-26 11:18:00,29.0,2397.99,house2_event_153,False
Appliance1,Aggregate,Base,2013-09-26 11:19:00,2013-09-26 11:40:00,21.0,2912.41,house2_event_154,False
Appliance1,Aggregate,Base,2013-09-26 11:59:00,2013-09-26 12:50:00,51.0,4421.48,house2_event_155,False
Appliance1,Aggregate,Base,2013-09-26 13:38:00,2013-09-26 14:11:00,33.0,2739.15,house2_event_156,False
Appliance1,Aggregate,Base,2013-09-26 15:01:00,2013-09-26 15:33:00,32.0,2725.4,house2_event_157,False
Appliance1,Aggregate,Base,2013-09-26 16:36:00,2013-09-26 17:17:00,41.0,3411.85,house2_event_158,False
Appliance1,Aggregate,Base,2013-09-26 17:57:00,2013-09-26 18:28:00,31.0,2494.28,house2_event_159,False
Appliance1,Aggregate,Base,2013-09-26 19:07:00,2013-09-26 19:38:00,31.0,1001.35,house2_event_160,False
Appliance1,Aggregate,Base,2013-09-26 20:24:00,2013-09-26 20:58:00,34.0,2815.83,house2_event_161,False
Appliance1,Aggregate,Base,2013-09-26 21:54:00,2013-09-26 22:26:00,32.0,2646.82,house2_event_162,False
Appliance1,Aggregate,Base,2013-09-26 23:28:00,2013-09-27 00:00:00,32.0,2675.35,house2_event_163,False
Appliance1,Aggregate,Base,2013-09-27 01:05:00,2013-09-27 01:37:00,32.0,2630.93,house2_event_164,False
Appliance1,Aggregate,Base,2013-09-27 02:44:00,2013-09-27 03:17:00,33.0,2762.16,house2_event_165,False
Appliance1,Aggregate,Base,2013-09-27 04:38:00,2013-09-27 05:02:00,24.0,1966.86,house2_event_166,False
Appliance1,Aggregate,Base,2013-09-27 06:31:00,2013-09-27 06:53:00,22.0,1770.51,house2_event_167,False
Appliance1,Aggregate,Base,2013-09-27 07:33:00,2013-09-27 08:00:00,27.0,2258.86,house2_event_168,False
Appliance1,Aggregate,Base,2013-09-27 08:57:00,2013-09-27 09:29:00,32.0,2699.62,house2_event_169,False
Appliance1,Aggregate,Base,2013-09-27 10:35:00,2013-09-27 11:07:00,32.0,2652.87,house2_event_170,False
Appliance1,Aggregate,Base,2013-09-27 12:15:00,2013-09-27 12:49:00,34.0,2783.97,house2_event_171,False
Appliance1,Aggregate,Base,2013-09-27 13:58:00,2013-09-27 14:32:00,34.0,2821.48,house2_event_172,False
Appliance1,Aggregate,Base,2013-09-27 15:35:00,2013-09-27 16:40:00,65.0,6502.89,house2_event_173,False
Appliance1,Aggregate,Base,2013-09-27 16:48:00,2013-09-27 17:54:00,66.0,4647.6,house2_event_174,False
Appliance1,Aggregate,Base,2013-09-27 18:39:00,2013-09-27 19:19:00,40.0,3289.28,house2_event_175,False
Appliance1,Aggregate,Base,2013-09-27 20:15:00,2013-09-27 21:32:00,77.0,1593.14,house2_event_176,False
Appliance1,Aggregate,Base,2013-09-27 22:10:00,2013-09-27 22:42:00,32.0,2654.71,house2_event_177,False
Appliance1,Aggregate,Base,2013-09-27 23:39:00,2013-09-28 00:19:00,40.0,2162.07,house2_event_178,False
Appliance1,Aggregate,Base,2013-09-28 01:18:00,2013-09-28 01:49:00,31.0,2645.81,house2_event_179,False
Appliance1,Aggregate,Base,2013-09-28 02:59:00,2013-09-28 03:30:00,31.0,1154.0,house2_event_180,False
Appliance1,Aggregate,Base,2013-09-28 04:42:00,2013-09-28 05:14:00,32.0,2568.48,house2_event_181,False
Appliance1,Aggregate,Base,2013-09-28 06:21:00,2013-09-28 06:52:00,31.0,2582.14,house2_event_182,False
Appliance1,Aggregate,Base,2013-09-28 07:55:00,2013-09-28 08:21:00,26.0,2125.01,house2_event_183,False
Appliance1,Aggregate,Base,2013-09-28 09:15:00,2013-09-28 09:48:00,33.0,2722.17,house2_event_184,False
Appliance1,Aggregate,Base,2013-09-28 10:48:00,2013-09-28 11:37:00,49.0,4146.76,house2_event_185,False
Appliance1,Aggregate,Base,2013-09-28 12:15:00,2013-09-28 12:41:00,26.0,2019.38,house2_event_186,False
Appliance1,Aggregate,Base,2013-09-28 13:21:00,2013-09-28 13:52:00,31.0,2484.73,house2_event_187,False
Appliance1,Aggregate,Base,2013-09-28 14:22:00,2013-09-28 14:49:00,27.0,2271.06,house2_event_188,False
Appliance1,Aggregate,Base,2013-09-28 15:21:00,2013-09-28 15:46:00,25.0,2097.1,house2_event_189,False
Appliance1,Aggregate,Base,2013-09-28 16:15:00,2013-09-28 16:50:00,35.0,2839.38,house2_event_190,False
Appliance1,Aggregate,Base,2013-09-28 17:22:00,2013-09-28 17:46:00,24.0,1999.56,house2_event_191,False
Appliance1,Aggregate,Base,2013-09-28 18:20:00,2013-09-28 18:45:00,25.0,1975.72,house2_event_192,False
Appliance1,Aggregate,Base,2013-09-28 19:23:00,2013-09-28 20:18:00,55.0,5666.73,house2_event_193,False
Appliance1,Aggregate,Base,2013-09-28 20:27:00,2013-09-28 21:15:00,48.0,4303.9,house2_event_194,False
Appliance1,Aggregate,Base,2013-09-28 21:54:00,2013-09-28 22:21:00,27.0,2146.4,house2_event_195,False
Appliance1,Aggregate,Base,2013-09-28 23:03:00,2013-09-28 23:28:00,25.0,2009.61,house2_event_196,False
Appliance1,Aggregate,Base,2013-09-29 00:14:00,2013-09-29 00:39:00,25.0,2016.21,house2_event_197,False
Appliance1,Aggregate,Base,2013-09-29 01:29:00,2013-09-29 01:55:00,26.0,2112.4,house2_event_198,False
Appliance1,Aggregate,Base,2013-09-29 02:50:00,2013-09-29 03:16:00,26.0,2190.93,house2_event_199,False
Appliance1,Aggregate,Base,2013-09-29 04:15:00,2013-09-29 04:40:00,25.0,2117.48,house2_event_200,False
Appliance1,Aggregate,Base,2013-09-29 05:42:00,2013-09-29 06:07:00,25.0,2135.51,house2_event_201,False
Appliance1,Aggregate,Base,2013-09-29 07:01:00,2013-09-29 07:29:00,28.0,2340.22,house2_event_202,False
Appliance1,Aggregate,Base,2013-09-29 08:21:00,2013-09-29 08:47:00,26.0,2101.79,house2_event_203,False
Appliance1,Aggregate,Base,2013-09-29 09:33:00,2013-09-29 10:13:00,40.0,3396.51,house2_event_204,False
Appliance1,Aggregate,Base,2013-09-29 11:09:00,2013-09-29 11:37:00,28.0,1164.34,house2_event_205,False
Appliance1,Aggregate,Base,2013-09-29 14:07:00,2013-09-29 14:32:00,25.0,1586.58,house2_event_206,False
Appliance1,Aggregate,Base,2013-09-29 15:27:00,2013-09-29 15:56:00,29.0,2350.42,house2_event_207,False
Appliance1,Aggregate,Base,2013-09-29 16:46:00,2013-09-29 17:44:00,58.0,4971.16,house2_event_208,False
Appliance1,Aggregate,Base,2013-09-29 18:16:00,2013-09-29 18:45:00,29.0,2430.16,house2_event_209,False
Appliance1,Aggregate,Base,2013-09-29 19:15:00,2013-09-29 20:45:00,90.0,8978.47,house2_event_210,False
Appliance1,Aggregate,Base,2013-09-29 20:53:00,2013-09-29 21:55:00,62.0,5471.34,house2_event_211,False
Appliance1,Aggregate,Base,2013-09-29 22:41:00,2013-09-29 23:15:00,34.0,2805.1,house2_event_212,False
Appliance1,Aggregate,Base,2013-09-30 00:06:00,2013-09-30 00:36:00,30.0,2464.18,house2_event_213,False
Appliance1,Aggregate,Base,2013-09-30 01:31:00,2013-09-30 02:01:00,30.0,2479.45,house2_event_214,False
Appliance1,Aggregate,Base,2013-09-30 03:00:00,2013-09-30 03:30:00,30.0,2461.05,house2_event_215,False
Appliance1,Aggregate,Base,2013-09-30 04:31:00,2013-09-30 05:00:00,29.0,2403.58,house2_event_216,False
Appliance1,Aggregate,Base,2013-09-30 06:03:00,2013-09-30 06:33:00,30.0,2477.32,house2_event_217,False
Appliance1,Aggregate,Base,2013-09-30 07:18:00,2013-09-30 07:49:00,31.0,2624.5,house2_event_218,False
Appliance1,Aggregate,Base,2013-09-30 08:55:00,2013-09-30 10:58:00,123.0,10457.69,house2_event_219,False
Appliance1,Aggregate,Base,2013-09-30 11:39:00,2013-09-30 12:30:00,51.0,4170.62,house2_event_220,False
Appliance1,Aggregate,Base,2013-09-30 13:18:00,2013-09-30 14:07:00,49.0,4097.12,house2_event_221,False
Appliance1,Aggregate,Base,2013-09-30 15:00:00,2013-09-30 15:58:00,58.0,4830.31,house2_event_222,False
Appliance1,Aggregate,Base,2013-09-30 16:40:00,2013-09-30 17:40:00,60.0,5002.81,house2_event_223,False
Appliance1,Aggregate,Base,2013-09-30 17:42:00,2013-09-30 18:02:00,20.0,2934.02,house2_event_224,False
Appliance1,Aggregate,Base,2013-09-30 18:11:00,2013-09-30 19:29:00,78.0,6888.28,house2_event_225,False
Appliance1,Aggregate,Base,2013-09-30 20:16:00,2013-09-30 21:04:00,48.0,2664.86,house2_event_226,False
Appliance1,Aggregate,Base,2013-09-30 21:52:00,2013-09-30 22:35:00,43.0,3502.28,house2_event_227,False
Appliance1,Aggregate,Base,2013-09-30 23:28:00,2013-10-01 00:07:00,39.0,3240.36,house2_event_228,False
Appliance1,Aggregate,Base,2013-10-01 01:05:00,2013-10-01 01:43:00,38.0,3173.59,house2_event_229,False
Appliance1,Aggregate,Base,2013-10-01 02:45:00,2013-10-01 03:22:00,37.0,3133.34,house2_event_230,False
Appliance1,Aggregate,Base,2013-10-01 04:29:00,2013-10-01 05:04:00,35.0,2934.85,house2_event_231,False
Appliance1,Aggregate,Base,2013-10-01 06:12:00,2013-10-01 06:47:00,35.0,2883.76,house2_event_232,False
Appliance1,Aggregate,Base,2013-10-01 07:42:00,2013-10-01 08:15:00,33.0,2763.3,house2_event_233,False
Appliance1,Aggregate,Base,2013-10-01 08:48:00,2013-10-01 09:16:00,28.0,2238.27,house2_event_234,False
Appliance1,Aggregate,Base,2013-10-01 10:18:00,2013-10-01 10:48:00,30.0,2501.09,house2_event_235,False
