appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance4,Washing Machine,2014-12,5.4881,7.7772,22.8747,22.8747
Appliance4,Washing Machine,2015-01,5.0994,7.1213999999999995,20.9461,20.9461
Appliance4,Washing Machine,2015-02,5.6309000000000005,7.9255,23.3102,23.3102
Appliance4,Washing Machine,2015-03,5.8104,8.4625,24.8896,24.8896
Appliance4,Washing Machine,2015-04,4.4985,6.2745,18.4548,18.4548
Appliance4,Washing Machine,2015-05,1.5284,2.0853,6.1332,6.1332
Appliance5,Toaster,2013-11,0.4314,0.4997,1.4697,1.4697
Appliance5,Toaster,2013-12,0.4385,0.5101,1.4996,1.4996
Appliance5,Toaster,2014-01,0.1989,0.2363,0.695,0.695
Appliance5,Toaster,2014-03,0.42819999999999997,0.4837,1.4221,1.4221
Appliance5,Toaster,2014-04,0.3233,0.4053,1.1928,1.1928
Appliance5,Toaster,2014-05,0.355,0.4243,1.248,1.248
Appliance5,Toaster,2014-06,0.2878,0.3658,1.0757,1.0757
Appliance5,Toaster,2014-07,0.28150000000000003,0.3412,1.0035,1.0035
Appliance5,Toaster,2014-08,0.4124,0.4969,1.4614,1.4614
Appliance5,Toaster,2014-09,0.3466,0.42210000000000003,1.2418,1.2418
Appliance5,Toaster,2014-10,0.3177,0.3638,1.0705,1.0705
Appliance5,Toaster,2014-11,0.4951,0.5577,1.6403,1.6403
Appliance5,Toaster,2014-12,0.5303,0.5922,1.7418,1.7418
Appliance5,Toaster,2015-01,0.5085,0.5661,1.6654,1.6654
Appliance5,Toaster,2015-02,0.4622,0.5228,1.5378,1.5378
Appliance5,Toaster,2015-03,0.3478,0.40650000000000003,1.1954,1.1954
Appliance5,Toaster,2015-04,0.1929,0.2396,0.7054,0.7054
Appliance5,Toaster,2015-05,0.1176,0.14200000000000002,0.4178,0.4178
Appliance6,Computer,2013-11,67.3409,79.0111,232.3856,232.3856
Appliance7,Television Site,2013-11,19.9788,22.9484,67.4953,67.4953
Appliance7,Television Site,2014-04,24.9587,27.9436,82.1871,82.1871
Appliance7,Television Site,2014-08,27.215400000000002,31.0762,91.4005,91.4005
Appliance7,Television Site,2015-01,1.7986,2.0593,6.0566,6.0566
Appliance7,Television Site,2015-02,16.2102,18.7272,55.08,55.08
Appliance8,Microwave,2013-11,1.893,2.1179,6.228,6.228
Appliance8,Microwave,2013-12,2.364,2.6007000000000002,7.6508,7.6508
Appliance8,Microwave,2014-01,1.2584,1.4064,4.1362,4.1362
Appliance8,Microwave,2014-03,1.813,2.0111,5.9145,5.9145
Appliance8,Microwave,2014-04,2.1641,2.454,7.2185,7.2185
Appliance8,Microwave,2014-05,1.0392,1.19,3.4994,3.4994
Appliance8,Microwave,2014-06,1.0124,1.1985,3.5246,3.5246
Appliance8,Microwave,2014-07,1.1157,1.2824,3.7716000000000003,3.7716000000000003
Appliance8,Microwave,2014-08,1.0197,1.1965,3.5182,3.5182
Appliance8,Microwave,2014-09,1.4659,1.6691,4.9093,4.9093
Appliance8,Microwave,2014-10,1.643,1.8152,5.339,5.339
Appliance8,Microwave,2014-11,1.8405,2.0517,6.0343,6.0343
Appliance8,Microwave,2014-12,1.6598,1.8397999999999999,5.4087,5.4087
Appliance8,Microwave,2015-01,2.0002,2.172,6.3881,6.3881
Appliance8,Microwave,2015-02,1.531,1.7039,5.0118,5.0118
Appliance8,Microwave,2015-03,1.6376,1.8322,5.3888,5.3888
Appliance8,Microwave,2015-04,1.1592,1.3333,3.9215,3.9215
Appliance8,Microwave,2015-05,0.6094,0.6658999999999999,1.9586000000000001,1.9586000000000001
Appliance9,Kettle,2013-11,4.3223,4.8066,14.1372,14.1372
Appliance9,Kettle,2013-12,4.4595,4.9559,14.574,14.574
Appliance9,Kettle,2014-01,2.549,2.8118,8.2713,8.2713
Appliance9,Kettle,2014-03,3.4134,3.8143,11.2195,11.2195
Appliance9,Kettle,2014-04,4.0906,4.6506,13.6781,13.6781
Appliance9,Kettle,2014-05,3.191,3.5921,10.5652,10.5652
Appliance9,Kettle,2014-06,3.7876,4.3154,12.6918,12.6918
Appliance9,Kettle,2014-07,2.9248,3.3481,9.847,9.847
Appliance9,Kettle,2014-08,3.8509,4.3782,12.8766,12.8766
Appliance9,Kettle,2014-09,3.9937,4.5224,13.3034,13.3034
Appliance9,Kettle,2014-10,3.6043,3.9643,11.6587,11.6587
Appliance9,Kettle,2014-11,4.831,5.3254,15.6623,15.6623
Appliance9,Kettle,2014-12,4.8304,5.3482,15.728,15.728
Appliance9,Kettle,2015-01,4.7195,5.203,15.3016,15.3016
Appliance9,Kettle,2015-02,4.2316,4.685,13.7794,13.7794
Appliance9,Kettle,2015-03,4.049,4.4887,13.2024,13.2024
Appliance9,Kettle,2015-04,3.4307,3.8487,11.3191,11.3191
Appliance9,Kettle,2015-05,1.69,1.8623,5.4773,5.4773
