appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance6,Dishwasher,2015-04,4.823,6.3941,18.8067,18.8067
Appliance6,Dishwasher,2015-05,3.4823,4.5239,13.307400000000001,13.307400000000001
Appliance6,Dishwasher,2015-06,0.897,0.9903,2.9132,2.9132
Appliance7,Television Site,2013-11,54.6075,63.7894,187.6158,187.6158
Appliance7,Television Site,2014-05,61.2583,71.3955,209.9866,209.9866
Appliance7,Television Site,2014-10,11.4832,13.463,39.5985,39.5985
Appliance7,Television Site,2014-11,34.69,40.528800000000004,119.2022,119.2022
Appliance7,Television Site,2015-02,40.791199999999996,47.7601,140.4708,140.4708
Appliance8,Microwave,2013-11,0.4412,0.4835,1.4217,1.4217
Appliance8,Microwave,2013-12,1.0702,1.156,3.3998,3.3998
Appliance8,Microwave,2014-01,1.238,1.3029,3.8326000000000002,3.8326000000000002
Appliance8,Microwave,2014-02,0.1936,0.2083,0.6125,0.6125
Appliance8,Microwave,2014-04,0.9752,1.082,3.1824,3.1824
Appliance8,Microwave,2014-05,0.7783,0.8701,2.5599,2.5599
Appliance8,Microwave,2014-06,0.2821,0.3292,0.9686,0.9686
Appliance8,Microwave,2014-07,0.36970000000000003,0.40700000000000003,1.1972,1.1972
Appliance8,Microwave,2014-08,0.2976,0.3477,1.023,1.023
Appliance8,Microwave,2014-09,0.6306,0.7132,2.0973,2.0973
Appliance8,Microwave,2014-10,0.7058,0.7761,2.2821,2.2821
Appliance8,Microwave,2014-11,0.6385,0.711,2.0903,2.0903
Appliance8,Microwave,2014-12,0.8756,0.9508,2.7977,2.7977
Appliance8,Microwave,2015-01,1.0039,1.0919,3.211,3.211
Appliance8,Microwave,2015-02,0.2529,0.2889,0.85,0.85
Appliance8,Microwave,2015-03,0.4971,0.5444,1.601,1.601
Appliance8,Microwave,2015-04,0.4917,0.5446,1.6018000000000001,1.6018000000000001
Appliance8,Microwave,2015-05,0.2745,0.2938,0.8644,0.8644
Appliance8,Microwave,2015-06,0.0849,0.0849,0.2498,0.2498
Appliance9,Kenwood KMix,2014-06,0.0271,0.029599999999999998,0.0867,0.0867
Appliance9,Kenwood KMix,2014-07,0.0466,0.051000000000000004,0.1497,0.1497
Appliance9,Kenwood KMix,2014-08,0.1597,0.1883,0.5538,0.5538
Appliance9,Kenwood KMix,2014-09,10.275500000000001,11.0137,32.393,32.393
Appliance9,Kenwood KMix,2014-10,0.4464,0.5181,1.5239,1.5239
Appliance9,Kenwood KMix,2014-11,0.0512,0.0554,0.1633,0.1633
Appliance9,Kenwood KMix,2014-12,0.054900000000000004,0.0588,0.1731,0.1731
Appliance9,Kenwood KMix,2015-01,0.028999999999999998,0.0316,0.0928,0.0928
Appliance9,Kenwood KMix,2015-02,0.0578,0.0624,0.18330000000000002,0.18330000000000002
Appliance9,Kenwood KMix,2015-03,0.0092,0.010100000000000001,0.029799999999999997,0.029799999999999997
Appliance9,Kenwood KMix,2015-04,0.0172,0.0189,0.0558,0.0558
Appliance9,Kenwood KMix,2015-05,0.0075,0.0084,0.0245,0.0245
Appliance9,Kenwood KMix,2015-06,0.002,0.0023,0.0068000000000000005,0.0068000000000000005
