event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable
Fridge_2013-11-04_14,Fridge,Appliance1,Base,2013-11-04 11:26:00,2013-11-04 11:49:00,23.0,2559.13,False
Fridge_2013-11-04_15,Fridge,Appliance1,Base,2013-11-04 12:15:00,2013-11-04 12:38:00,23.0,2490.7,False
Fridge_2013-11-04_16,Fridge,Appliance1,Base,2013-11-04 13:06:00,2013-11-04 13:26:00,20.0,2262.7,False
Fridge_2013-11-04_17,Fridge,Appliance1,Base,2013-11-04 13:54:00,2013-11-04 14:13:00,19.0,1940.29,False
Fridge_2013-11-04_18,Fridge,Appliance1,Base,2013-11-04 14:57:00,2013-11-04 15:16:00,19.0,2136.43,False
Fridge_2013-11-04_19,Fridge,Appliance1,Base,2013-11-04 15:57:00,2013-11-04 16:20:00,23.0,2545.55,False
Fridge_2013-11-04_20,Fridge,Appliance1,Base,2013-11-04 16:50:00,2013-11-04 17:09:00,19.0,2023.3,False
Fridge_2013-11-04_21,Fridge,Appliance1,Base,2013-11-04 17:44:00,2013-11-04 18:03:00,19.0,2177.41,False
Fridge_2013-11-04_22,Fridge,Appliance1,Base,2013-11-04 18:45:00,2013-11-04 19:03:00,18.0,2011.8,False
Fridge_2013-11-04_23,Fridge,Appliance1,Base,2013-11-04 19:47:00,2013-11-04 20:07:00,20.0,2123.5,False
Fridge_2013-11-04_24,Fridge,Appliance1,Base,2013-11-04 20:54:00,2013-11-04 21:14:00,20.0,2277.09,False
Fridge_2013-11-04_25,Fridge,Appliance1,Base,2013-11-04 22:03:00,2013-11-04 22:20:00,17.0,1875.2,False
Fridge_2013-11-04_26,Fridge,Appliance1,Base,2013-11-04 23:12:00,2013-11-04 23:30:00,18.0,1973.8,False
Fridge_2013-11-05_01,Fridge,Appliance1,Base,2013-11-05 00:26:00,2013-11-05 00:44:00,18.0,2040.63,False
Fridge_2013-11-05_02,Fridge,Appliance1,Base,2013-11-05 01:44:00,2013-11-05 02:06:00,22.0,2520.0,False
Fridge_2013-11-05_03,Fridge,Appliance1,Base,2013-11-05 03:16:00,2013-11-05 03:37:00,21.0,2421.8,False
Fridge_2013-11-05_04,Fridge,Appliance1,Base,2013-11-05 04:51:00,2013-11-05 05:12:00,21.0,2444.7,False
Fridge_2013-11-05_05,Fridge,Appliance1,Base,2013-11-05 06:32:00,2013-11-05 06:53:00,21.0,2428.02,False
Fridge_2013-11-05_06,Fridge,Appliance1,Base,2013-11-05 07:53:00,2013-11-05 08:15:00,22.0,2476.7,False
Fridge_2013-11-05_07,Fridge,Appliance1,Base,2013-11-05 09:27:00,2013-11-05 09:46:00,19.0,2157.21,False
Fridge_2013-11-05_08,Fridge,Appliance1,Base,2013-11-05 10:47:00,2013-11-05 11:05:00,18.0,2010.3,False
Fridge_2013-11-05_09,Fridge,Appliance1,Base,2013-11-05 12:09:00,2013-11-05 12:33:00,24.0,2752.75,False
Fridge_2013-11-05_10,Fridge,Appliance1,Base,2013-11-05 14:57:00,2013-11-05 15:18:00,21.0,2315.84,False
Fridge_2013-11-05_11,Fridge,Appliance1,Base,2013-11-05 16:13:00,2013-11-05 16:35:00,22.0,2476.03,False
Fridge_2013-11-05_12,Fridge,Appliance1,Base,2013-11-05 17:35:00,2013-11-05 17:58:00,23.0,2665.79,False
Fridge_2013-11-05_13,Fridge,Appliance1,Base,2013-11-05 18:59:00,2013-11-05 19:20:00,21.0,2334.9,False
Fridge_2013-11-05_14,Fridge,Appliance1,Base,2013-11-05 20:27:00,2013-11-05 20:48:00,21.0,2411.6,False
Fridge_2013-11-05_15,Fridge,Appliance1,Base,2013-11-05 21:58:00,2013-11-05 22:20:00,22.0,2514.2,False
Fridge_2013-11-05_16,Fridge,Appliance1,Base,2013-11-05 23:33:00,2013-11-05 23:54:00,21.0,2437.7,False
Fridge_2013-11-06_01,Fridge,Appliance1,Base,2013-11-06 01:12:00,2013-11-06 01:33:00,21.0,2462.56,False
Fridge_2013-11-06_02,Fridge,Appliance1,Base,2013-11-06 02:55:00,2013-11-06 03:16:00,21.0,2513.7,False
Fridge_2013-11-06_03,Fridge,Appliance1,Base,2013-11-06 04:41:00,2013-11-06 05:02:00,21.0,2491.72,False
Fridge_2013-11-06_04,Fridge,Appliance1,Base,2013-11-06 06:30:00,2013-11-06 06:51:00,21.0,2478.32,False
Fridge_2013-11-06_05,Fridge,Appliance1,Base,2013-11-06 08:07:00,2013-11-06 09:01:00,54.0,6680.2,False
Fridge_2013-11-06_06,Fridge,Appliance1,Base,2013-11-06 19:00:00,2013-11-06 19:59:00,59.0,2332.43,False
Fridge_2013-11-06_07,Fridge,Appliance1,Base,2013-11-06 20:30:00,2013-11-06 20:47:00,17.0,751.53,False
Fridge_2013-11-06_08,Fridge,Appliance1,Base,2013-11-06 21:24:00,2013-11-06 21:40:00,16.0,701.86,False
Fridge_2013-11-06_09,Fridge,Appliance1,Base,2013-11-06 22:24:00,2013-11-06 22:39:00,15.0,652.24,False
Fridge_2013-11-06_10,Fridge,Appliance1,Base,2013-11-06 23:28:00,2013-11-06 23:41:00,13.0,583.15,False
Fridge_2013-11-07_01,Fridge,Appliance1,Base,2013-11-07 00:37:00,2013-11-07 00:50:00,13.0,577.84,False
Fridge_2013-11-07_02,Fridge,Appliance1,Base,2013-11-07 01:50:00,2013-11-07 02:03:00,13.0,567.01,False
Fridge_2013-11-07_03,Fridge,Appliance1,Base,2013-11-07 03:05:00,2013-11-07 03:18:00,13.0,570.45,False
Fridge_2013-11-07_04,Fridge,Appliance1,Base,2013-11-07 04:22:00,2013-11-07 04:35:00,13.0,551.14,False
Fridge_2013-11-07_05,Fridge,Appliance1,Base,2013-11-07 05:42:00,2013-11-07 05:55:00,13.0,558.14,False
Fridge_2013-11-07_06,Fridge,Appliance1,Base,2013-11-07 06:59:00,2013-11-07 07:21:00,22.0,1200.8,False
Fridge_2013-11-07_07,Fridge,Appliance1,Base,2013-11-07 07:58:00,2013-11-07 08:30:00,32.0,1439.18,False
Fridge_2013-11-07_08,Fridge,Appliance1,Base,2013-11-07 09:14:00,2013-11-07 09:29:00,15.0,662.57,False
Fridge_2013-11-08_01,Fridge,Appliance1,Base,2013-11-08 12:18:00,2013-11-08 12:31:00,13.0,579.77,False
Fridge_2013-11-08_02,Fridge,Appliance1,Base,2013-11-08 13:33:00,2013-11-08 13:45:00,12.0,503.71,False
Fridge_2013-11-08_03,Fridge,Appliance1,Base,2013-11-08 14:45:00,2013-11-08 14:58:00,13.0,524.26,False
Fridge_2013-11-08_04,Fridge,Appliance1,Base,2013-11-08 16:04:00,2013-11-08 16:16:00,12.0,509.93,False
Fridge_2013-11-08_05,Fridge,Appliance1,Base,2013-11-08 17:16:00,2013-11-08 17:28:00,12.0,837.8,False
Fridge_2013-11-08_06,Fridge,Appliance1,Base,2013-11-08 18:33:00,2013-11-08 18:46:00,13.0,509.99,False
Fridge_2013-11-08_07,Fridge,Appliance1,Base,2013-11-08 19:36:00,2013-11-08 19:49:00,13.0,563.92,False
Fridge_2013-11-08_08,Fridge,Appliance1,Base,2013-11-08 20:48:00,2013-11-08 21:01:00,13.0,540.59,False
Fridge_2013-11-08_09,Fridge,Appliance1,Base,2013-11-08 22:02:00,2013-11-08 22:15:00,13.0,507.39,False
Fridge_2013-11-08_10,Fridge,Appliance1,Base,2013-11-08 23:18:00,2013-11-08 23:30:00,12.0,507.48,False
Fridge_2013-11-09_01,Fridge,Appliance1,Base,2013-11-09 00:35:00,2013-11-09 00:47:00,12.0,495.3,False
Fridge_2013-11-09_02,Fridge,Appliance1,Base,2013-11-09 01:54:00,2013-11-09 02:07:00,13.0,493.69,False
Fridge_2013-11-09_03,Fridge,Appliance1,Base,2013-11-09 03:15:00,2013-11-09 03:28:00,13.0,511.11,False
Fridge_2013-11-09_04,Fridge,Appliance1,Base,2013-11-09 04:38:00,2013-11-09 04:50:00,12.0,500.33,False
Fridge_2013-11-09_05,Fridge,Appliance1,Base,2013-11-09 06:02:00,2013-11-09 06:14:00,12.0,482.2,False
Fridge_2013-11-09_06,Fridge,Appliance1,Base,2013-11-09 07:15:00,2013-11-09 07:29:00,14.0,543.11,False
Fridge_2013-11-09_07,Fridge,Appliance1,Base,2013-11-09 08:35:00,2013-11-09 08:48:00,13.0,495.63,False
Fridge_2013-11-09_08,Fridge,Appliance1,Base,2013-11-09 09:58:00,2013-11-09 10:10:00,12.0,497.94,False
Fridge_2013-11-09_09,Fridge,Appliance1,Base,2013-11-09 11:10:00,2013-11-09 11:34:00,24.0,1037.1,False
Fridge_2013-11-09_10,Fridge,Appliance1,Base,2013-11-09 12:32:00,2013-11-09 12:46:00,14.0,582.94,False
Fridge_2013-11-09_11,Fridge,Appliance1,Base,2013-11-09 15:19:00,2013-11-09 15:29:00,10.0,363.94,False
Fridge_2013-11-09_12,Fridge,Appliance1,Base,2013-11-09 16:59:00,2013-11-09 17:09:00,10.0,393.44,False
Fridge_2013-11-09_13,Fridge,Appliance1,Base,2013-11-09 17:45:00,2013-11-09 18:00:00,15.0,576.39,False
Fridge_2013-11-09_14,Fridge,Appliance1,Base,2013-11-09 19:50:00,2013-11-09 20:00:00,10.0,434.0,False
Fridge_2013-11-09_15,Fridge,Appliance1,Base,2013-11-09 21:03:00,2013-11-09 21:15:00,12.0,438.95,False
Fridge_2013-11-09_16,Fridge,Appliance1,Base,2013-11-09 22:19:00,2013-11-09 22:30:00,11.0,457.75,False
Fridge_2013-11-09_17,Fridge,Appliance1,Base,2013-11-09 23:36:00,2013-11-09 23:47:00,11.0,431.5,False
Fridge_2013-11-10_01,Fridge,Appliance1,Base,2013-11-10 00:57:00,2013-11-10 01:08:00,11.0,428.83,False
Fridge_2013-11-10_02,Fridge,Appliance1,Base,2013-11-10 02:20:00,2013-11-10 02:31:00,11.0,425.72,False
Fridge_2013-11-10_03,Fridge,Appliance1,Base,2013-11-10 03:45:00,2013-11-10 03:55:00,10.0,399.1,False
Fridge_2013-11-10_04,Fridge,Appliance1,Base,2013-11-10 05:12:00,2013-11-10 05:23:00,11.0,422.02,False
Fridge_2013-11-10_05,Fridge,Appliance1,Base,2013-11-10 06:43:00,2013-11-10 06:54:00,11.0,415.11,False
Fridge_2013-11-10_06,Fridge,Appliance1,Base,2013-11-10 08:00:00,2013-11-10 08:11:00,11.0,523.7,False
Fridge_2013-11-10_07,Fridge,Appliance1,Base,2013-11-10 09:02:00,2013-11-10 09:13:00,11.0,453.32,False
Fridge_2013-11-10_08,Fridge,Appliance1,Base,2013-11-10 10:19:00,2013-11-10 10:30:00,11.0,440.77,False
Fridge_2013-11-10_09,Fridge,Appliance1,Base,2013-11-10 11:32:00,2013-11-10 11:43:00,11.0,442.86,False
Fridge_2013-11-10_10,Fridge,Appliance1,Base,2013-11-10 12:35:00,2013-11-10 12:46:00,11.0,447.36,False
Fridge_2013-11-10_11,Fridge,Appliance1,Base,2013-11-10 13:43:00,2013-11-10 13:54:00,11.0,446.01,False
Fridge_2013-11-10_12,Fridge,Appliance1,Base,2013-11-10 14:57:00,2013-11-10 15:08:00,11.0,447.03,False
Fridge_2013-11-10_13,Fridge,Appliance1,Base,2013-11-10 15:53:00,2013-11-10 16:11:00,18.0,756.04,False
Fridge_2013-11-10_14,Fridge,Appliance1,Base,2013-11-10 16:57:00,2013-11-10 17:09:00,12.0,493.65,False
Fridge_2013-11-10_15,Fridge,Appliance1,Base,2013-11-10 17:47:00,2013-11-10 18:06:00,19.0,818.82,False
Fridge_2013-11-10_16,Fridge,Appliance1,Base,2013-11-10 18:49:00,2013-11-10 19:11:00,22.0,920.33,False
Fridge_2013-11-10_17,Fridge,Appliance1,Base,2013-11-10 19:50:00,2013-11-10 20:09:00,19.0,800.24,False
Fridge_2013-11-10_18,Fridge,Appliance1,Base,2013-11-10 20:51:00,2013-11-10 21:06:00,15.0,644.66,False
Fridge_2013-11-10_19,Fridge,Appliance1,Base,2013-11-10 21:50:00,2013-11-10 22:04:00,14.0,584.98,False
Fridge_2013-11-10_20,Fridge,Appliance1,Base,2013-11-10 22:50:00,2013-11-10 23:02:00,12.0,518.88,False
Fridge_2013-11-10_21,Fridge,Appliance1,Base,2013-11-10 23:50:00,2013-11-11 00:01:00,11.0,488.87,False
Fridge_2013-11-11_01,Fridge,Appliance1,Base,2013-11-11 00:52:00,2013-11-11 01:03:00,11.0,486.15,False
Fridge_2013-11-11_02,Fridge,Appliance1,Base,2013-11-11 01:56:00,2013-11-11 02:08:00,12.0,474.16,False
Fridge_2013-11-11_03,Fridge,Appliance1,Base,2013-11-11 03:04:00,2013-11-11 03:16:00,12.0,670.8,False
Fridge_2013-11-11_04,Fridge,Appliance1,Base,2013-11-11 04:15:00,2013-11-11 04:27:00,12.0,484.68,False
Fridge_2013-11-11_05,Fridge,Appliance1,Base,2013-11-11 05:28:00,2013-11-11 05:40:00,12.0,474.37,False
Fridge_2013-11-11_06,Fridge,Appliance1,Base,2013-11-11 06:43:00,2013-11-11 06:55:00,12.0,466.68,False
Fridge_2013-11-11_07,Fridge,Appliance1,Base,2013-11-11 07:47:00,2013-11-11 08:01:00,14.0,549.54,False
Fridge_2013-11-11_08,Fridge,Appliance1,Base,2013-11-11 08:58:00,2013-11-11 09:11:00,13.0,491.14,False
Fridge_2013-11-11_09,Fridge,Appliance1,Base,2013-11-11 09:58:00,2013-11-11 10:09:00,11.0,448.2,False
Fridge_2013-11-11_10,Fridge,Appliance1,Base,2013-11-11 12:09:00,2013-11-11 12:21:00,12.0,453.99,False
Fridge_2013-11-11_11,Fridge,Appliance1,Base,2013-11-11 13:10:00,2013-11-11 13:22:00,12.0,463.64,False
Fridge_2013-11-11_12,Fridge,Appliance1,Base,2013-11-11 14:21:00,2013-11-11 14:33:00,12.0,465.55,False
Fridge_2013-11-11_13,Fridge,Appliance1,Base,2013-11-11 15:30:00,2013-11-11 15:41:00,11.0,473.74,False
Fridge_2013-11-11_14,Fridge,Appliance1,Base,2013-11-11 16:14:00,2013-11-11 16:29:00,15.0,610.12,False
Fridge_2013-11-11_15,Fridge,Appliance1,Base,2013-11-11 17:20:00,2013-11-11 17:31:00,11.0,471.1,False
Fridge_2013-11-11_16,Fridge,Appliance1,Base,2013-11-11 18:09:00,2013-11-11 18:21:00,12.0,506.21,False
Fridge_2013-11-11_17,Fridge,Appliance1,Base,2013-11-11 19:12:00,2013-11-11 19:24:00,12.0,495.84,False
Fridge_2013-11-11_18,Fridge,Appliance1,Base,2013-11-11 20:14:00,2013-11-11 20:26:00,12.0,505.35,False
Fridge_2013-11-11_19,Fridge,Appliance1,Base,2013-11-11 21:21:00,2013-11-11 21:33:00,12.0,485.14,False
Fridge_2013-11-11_20,Fridge,Appliance1,Base,2013-11-11 22:29:00,2013-11-11 22:41:00,12.0,503.11,False
Fridge_2013-11-11_21,Fridge,Appliance1,Base,2013-11-11 23:40:00,2013-11-11 23:52:00,12.0,495.67,False
Fridge_2013-11-12_01,Fridge,Appliance1,Base,2013-11-12 00:52:00,2013-11-12 01:03:00,11.0,479.65,False
Fridge_2013-11-12_02,Fridge,Appliance1,Base,2013-11-12 02:05:00,2013-11-12 02:17:00,12.0,487.55,False
Fridge_2013-11-12_03,Fridge,Appliance1,Base,2013-11-12 03:20:00,2013-11-12 03:32:00,12.0,471.91,False
Fridge_2013-11-12_04,Fridge,Appliance1,Base,2013-11-12 04:36:00,2013-11-12 04:48:00,12.0,483.23,False
Fridge_2013-11-12_05,Fridge,Appliance1,Base,2013-11-12 05:51:00,2013-11-12 06:03:00,12.0,701.12,False
Fridge_2013-11-12_06,Fridge,Appliance1,Base,2013-11-12 07:06:00,2013-11-12 07:18:00,12.0,471.14,False
Fridge_2013-11-12_07,Fridge,Appliance1,Base,2013-11-12 08:06:00,2013-11-12 08:19:00,13.0,532.48,False
Fridge_2013-11-12_08,Fridge,Appliance1,Base,2013-11-12 09:13:00,2013-11-12 09:26:00,13.0,519.68,False
Fridge_2013-11-12_09,Fridge,Appliance1,Base,2013-11-12 10:26:00,2013-11-12 10:38:00,12.0,507.71,False
Fridge_2013-11-12_10,Fridge,Appliance1,Base,2013-11-12 11:35:00,2013-11-12 11:47:00,12.0,494.46,False
Fridge_2013-11-12_11,Fridge,Appliance1,Base,2013-11-12 12:34:00,2013-11-12 12:46:00,12.0,498.05,False
Fridge_2013-11-12_12,Fridge,Appliance1,Base,2013-11-12 13:22:00,2013-11-12 13:41:00,19.0,795.53,False
Fridge_2013-11-12_13,Fridge,Appliance1,Base,2013-11-12 14:36:00,2013-11-12 14:50:00,14.0,597.78,False
Fridge_2013-11-12_14,Fridge,Appliance1,Base,2013-11-12 15:44:00,2013-11-12 15:57:00,13.0,545.37,False
Fridge_2013-11-12_15,Fridge,Appliance1,Base,2013-11-12 16:47:00,2013-11-12 17:01:00,14.0,593.93,False
Fridge_2013-11-12_16,Fridge,Appliance1,Base,2013-11-12 17:49:00,2013-11-12 18:04:00,15.0,649.88,False
Fridge_2013-11-12_17,Fridge,Appliance1,Base,2013-11-12 19:01:00,2013-11-12 19:14:00,13.0,524.73,False
Fridge_2013-11-12_18,Fridge,Appliance1,Base,2013-11-12 20:13:00,2013-11-12 20:25:00,12.0,519.66,False
Fridge_2013-11-12_19,Fridge,Appliance1,Base,2013-11-12 21:27:00,2013-11-12 21:39:00,12.0,499.7,False
Fridge_2013-11-12_20,Fridge,Appliance1,Base,2013-11-12 22:43:00,2013-11-12 22:55:00,12.0,497.62,False
Fridge_2013-11-13_01,Fridge,Appliance1,Base,2013-11-13 00:00:00,2013-11-13 00:12:00,12.0,483.95,False
Fridge_2013-11-13_02,Fridge,Appliance1,Base,2013-11-13 01:20:00,2013-11-13 01:32:00,12.0,512.68,False
Fridge_2013-11-13_03,Fridge,Appliance1,Base,2013-11-13 02:43:00,2013-11-13 02:55:00,12.0,483.3,False
Fridge_2013-11-13_04,Fridge,Appliance1,Base,2013-11-13 04:06:00,2013-11-13 04:19:00,13.0,488.52,False
Fridge_2013-11-13_05,Fridge,Appliance1,Base,2013-11-13 05:32:00,2013-11-13 05:44:00,12.0,458.37,False
Fridge_2013-11-13_06,Fridge,Appliance1,Base,2013-11-13 06:58:00,2013-11-13 07:11:00,13.0,488.62,False
Fridge_2013-11-13_07,Fridge,Appliance1,Base,2013-11-13 08:02:00,2013-11-13 08:17:00,15.0,603.96,False
Fridge_2013-11-13_08,Fridge,Appliance1,Base,2013-11-13 09:09:00,2013-11-13 09:24:00,15.0,605.31,False
Fridge_2013-11-13_09,Fridge,Appliance1,Base,2013-11-13 10:24:00,2013-11-13 10:36:00,12.0,504.58,False
Fridge_2013-11-13_10,Fridge,Appliance1,Base,2013-11-13 11:36:00,2013-11-13 11:48:00,12.0,506.96,False
Fridge_2013-11-13_11,Fridge,Appliance1,Base,2013-11-13 12:50:00,2013-11-13 13:06:00,16.0,647.0,False
Fridge_2013-11-13_12,Fridge,Appliance1,Base,2013-11-13 13:48:00,2013-11-13 14:00:00,12.0,491.98,False
Fridge_2013-11-13_13,Fridge,Appliance1,Base,2013-11-13 14:56:00,2013-11-13 15:09:00,13.0,522.81,False
Fridge_2013-11-13_14,Fridge,Appliance1,Base,2013-11-13 15:51:00,2013-11-13 16:05:00,14.0,541.66,False
Fridge_2013-11-13_15,Fridge,Appliance1,Base,2013-11-13 17:00:00,2013-11-13 17:13:00,13.0,524.31,False
Fridge_2013-11-13_16,Fridge,Appliance1,Base,2013-11-13 18:00:00,2013-11-13 18:14:00,14.0,575.24,False
Fridge_2013-11-13_17,Fridge,Appliance1,Base,2013-11-13 18:55:00,2013-11-13 19:11:00,16.0,658.86,False
Fridge_2013-11-13_18,Fridge,Appliance1,Base,2013-11-13 20:00:00,2013-11-13 20:12:00,12.0,510.6,False
Fridge_2013-11-13_19,Fridge,Appliance1,Base,2013-11-13 21:03:00,2013-11-13 21:15:00,12.0,503.6,False
Fridge_2013-11-13_20,Fridge,Appliance1,Base,2013-11-13 22:09:00,2013-11-13 22:21:00,12.0,516.57,False
Fridge_2013-11-13_21,Fridge,Appliance1,Base,2013-11-13 23:16:00,2013-11-13 23:28:00,12.0,490.73,False
Fridge_2013-11-14_01,Fridge,Appliance1,Base,2013-11-14 00:26:00,2013-11-14 00:38:00,12.0,485.86,False
Fridge_2013-11-14_02,Fridge,Appliance1,Base,2013-11-14 01:37:00,2013-11-14 01:50:00,13.0,491.2,False
Fridge_2013-11-14_03,Fridge,Appliance1,Base,2013-11-14 02:51:00,2013-11-14 03:03:00,12.0,687.64,False
Fridge_2013-11-14_04,Fridge,Appliance1,Base,2013-11-14 04:05:00,2013-11-14 04:17:00,12.0,476.13,False
Fridge_2013-11-14_05,Fridge,Appliance1,Base,2013-11-14 05:21:00,2013-11-14 05:33:00,12.0,622.48,False
Fridge_2013-11-14_06,Fridge,Appliance1,Base,2013-11-14 06:39:00,2013-11-14 06:51:00,12.0,495.16,False
Fridge_2013-11-14_07,Fridge,Appliance1,Base,2013-11-14 07:42:00,2013-11-14 07:55:00,13.0,532.21,False
Fridge_2013-11-14_08,Fridge,Appliance1,Base,2013-11-14 08:47:00,2013-11-14 09:00:00,13.0,516.49,False
Fridge_2013-11-14_09,Fridge,Appliance1,Base,2013-11-14 09:57:00,2013-11-14 10:08:00,11.0,477.81,False
