event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_TOU_D,energy_TOU_D,cost_TOU_D_Base,energy_TOU_D_Base
Fridge-Freezer_(1)_2014-01-25_01,Fridge-Freezer (1),Appliance1,Base,2014-01-25 23:40:00,2014-01-26 02:42:00,182.0,9083.54,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-01,0.0651,0.1514,0.0908,0.1514
Fridge-Freezer_(1)_2014-01-26_01,Fridge-Freezer (1),Appliance1,Base,2014-01-26 14:00:00,2014-01-26 21:06:00,426.0,2695.77,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-01,0.0227,0.0449,0.027,0.0449
Fridge-Freezer_(1)_2014-01-27_01,Fridge-Freezer (1),Appliance1,Base,2014-01-27 00:42:00,2014-02-01 22:08:00,8486.0,36173.67,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-01,0.2696,0.6029,0.3617,0.6029
Fridge-Freezer_(1)_2014-02-01_01,Fridge-Freezer (1),Appliance1,Base,2014-02-01 22:34:00,2014-02-01 22:43:00,9.0,4.67,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0,0.0001,0.0,0.0001
Fridge-Freezer_(1)_2014-02-02_01,Fridge-Freezer (1),Appliance1,Base,2014-02-02 01:46:00,2014-02-06 23:30:00,7064.0,33323.92,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.2484,0.5554,0.3332,0.5554
Fridge-Freezer_(1)_2014-02-07_01,Fridge-Freezer (1),Appliance1,Base,2014-02-07 02:07:00,2014-02-07 21:30:00,1163.0,3869.5,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0282,0.0645,0.0387,0.0645
Fridge-Freezer_(1)_2014-02-07_02,Fridge-Freezer (1),Appliance1,Base,2014-02-07 21:47:00,2014-02-08 22:17:00,1470.0,8755.68,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0635,0.1459,0.0876,0.1459
Fridge-Freezer_(1)_2014-02-09_01,Fridge-Freezer (1),Appliance1,Base,2014-02-09 00:17:00,2014-02-09 22:11:00,1314.0,4109.2,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0307,0.0685,0.0411,0.0685
Fridge-Freezer_(1)_2014-02-10_01,Fridge-Freezer (1),Appliance1,Base,2014-02-10 00:39:00,2014-02-11 20:27:00,2628.0,5557.97,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0406,0.0926,0.0556,0.0926
Fridge-Freezer_(1)_2014-02-11_01,Fridge-Freezer (1),Appliance1,Base,2014-02-11 22:06:00,2014-02-13 20:36:00,2790.0,11115.15,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0828,0.1853,0.1112,0.1853
Fridge-Freezer_(1)_2014-02-13_01,Fridge-Freezer (1),Appliance1,Base,2014-02-13 23:36:00,2014-02-18 21:42:00,7086.0,28494.79,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.2095,0.4749,0.2849,0.4749
Fridge-Freezer_(1)_2014-02-18_01,Fridge-Freezer (1),Appliance1,Base,2014-02-18 22:00:00,2014-02-19 01:42:00,222.0,2041.0,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0146,0.034,0.0204,0.034
Fridge-Freezer_(1)_2014-02-19_01,Fridge-Freezer (1),Appliance1,Base,2014-02-19 04:48:00,2014-02-22 21:25:00,5317.0,69409.31,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.519,1.1568,0.6941,1.1568
Fridge-Freezer_(1)_2014-02-22_01,Fridge-Freezer (1),Appliance1,Base,2014-02-22 21:32:00,2014-02-22 21:38:00,6.0,58.98,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0005,0.001,0.0006,0.001
Fridge-Freezer_(1)_2014-02-22_02,Fridge-Freezer (1),Appliance1,Base,2014-02-22 22:23:00,2014-02-26 21:41:00,5718.0,35563.04,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.2603,0.5927,0.3556,0.5927
Fridge-Freezer_(1)_2014-02-26_01,Fridge-Freezer (1),Appliance1,Base,2014-02-26 23:19:00,2014-02-26 23:52:00,33.0,2812.13,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.0202,0.0469,0.0281,0.0469
Fridge-Freezer_(1)_2014-02-27_01,Fridge-Freezer (1),Appliance1,Base,2014-02-27 01:25:00,2014-02-27 14:12:00,767.0,20368.41,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.146,0.3395,0.2037,0.3395
Fridge-Freezer_(1)_2014-02-27_02,Fridge-Freezer (1),Appliance1,Base,2014-02-27 15:35:00,2014-02-27 23:20:00,465.0,27305.32,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.2102,0.4551,0.2731,0.4551
Fridge-Freezer_(1)_2014-02-28_01,Fridge-Freezer (1),Appliance1,Base,2014-02-28 00:43:00,2014-02-28 22:29:00,1306.0,60170.06,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.4464,1.0028,0.6017,1.0028
Fridge-Freezer_(1)_2014-02-28_02,Fridge-Freezer (1),Appliance1,Base,2014-02-28 23:56:00,2014-03-01 23:15:00,1399.0,64198.55,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-02,0.4711,1.07,0.642,1.07
Fridge-Freezer_(1)_2014-03-02_01,Fridge-Freezer (1),Appliance1,Base,2014-03-02 00:36:00,2014-03-03 12:11:00,2135.0,110741.74,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.8133,1.8457,1.1074,1.8457
Fridge-Freezer_(1)_2014-03-03_01,Fridge-Freezer (1),Appliance1,Base,2014-03-03 13:37:00,2014-03-04 19:48:00,1811.0,82525.3,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.6178,1.3754,0.8253,1.3754
Fridge-Freezer_(1)_2014-03-04_01,Fridge-Freezer (1),Appliance1,Base,2014-03-04 20:50:00,2014-03-04 21:45:00,55.0,5476.81,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.042,0.0913,0.0548,0.0913
Fridge-Freezer_(1)_2014-03-04_02,Fridge-Freezer (1),Appliance1,Base,2014-03-04 23:13:00,2014-03-05 21:52:00,1359.0,62002.49,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4618,1.0334,0.62,1.0334
Fridge-Freezer_(1)_2014-03-05_01,Fridge-Freezer (1),Appliance1,Base,2014-03-05 23:15:00,2014-03-06 21:31:00,1336.0,63562.88,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4703,1.0594,0.6356,1.0594
Fridge-Freezer_(1)_2014-03-06_01,Fridge-Freezer (1),Appliance1,Base,2014-03-06 22:44:00,2014-03-07 21:49:00,1385.0,69622.18,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.5156,1.1604,0.6962,1.1604
Fridge-Freezer_(1)_2014-03-07_01,Fridge-Freezer (1),Appliance1,Base,2014-03-07 23:13:00,2014-03-08 02:37:00,204.0,12137.0,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.087,0.2023,0.1214,0.2023
Fridge-Freezer_(1)_2014-03-08_01,Fridge-Freezer (1),Appliance1,Base,2014-03-08 04:28:00,2014-03-08 19:24:00,896.0,44205.28,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.3284,0.7368,0.4421,0.7368
Fridge-Freezer_(1)_2014-03-08_02,Fridge-Freezer (1),Appliance1,Base,2014-03-08 20:50:00,2014-03-09 18:15:00,1285.0,78592.49,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.5747,1.3099,0.7859,1.3099
Fridge-Freezer_(1)_2014-03-09_01,Fridge-Freezer (1),Appliance1,Base,2014-03-09 19:37:00,2014-03-09 21:32:00,115.0,10707.8,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0838,0.1785,0.1071,0.1785
Fridge-Freezer_(1)_2014-03-09_02,Fridge-Freezer (1),Appliance1,Base,2014-03-09 22:51:00,2014-03-09 23:48:00,57.0,5570.93,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0399,0.0928,0.0557,0.0928
Fridge-Freezer_(1)_2014-03-10_01,Fridge-Freezer (1),Appliance1,Base,2014-03-10 01:18:00,2014-03-10 02:11:00,53.0,5308.38,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.038,0.0885,0.0531,0.0885
Fridge-Freezer_(1)_2014-03-10_02,Fridge-Freezer (1),Appliance1,Base,2014-03-10 03:44:00,2014-03-10 11:15:00,451.0,23992.43,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.1719,0.3999,0.2399,0.3999
Fridge-Freezer_(1)_2014-03-10_03,Fridge-Freezer (1),Appliance1,Base,2014-03-10 12:39:00,2014-03-10 13:34:00,55.0,5480.59,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0393,0.0913,0.0548,0.0913
Fridge-Freezer_(1)_2014-03-10_04,Fridge-Freezer (1),Appliance1,Base,2014-03-10 15:00:00,2014-03-10 15:52:00,52.0,5290.29,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0379,0.0882,0.0529,0.0882
Fridge-Freezer_(1)_2014-03-10_05,Fridge-Freezer (1),Appliance1,Base,2014-03-10 17:24:00,2014-03-10 20:43:00,199.0,14051.31,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.116,0.2342,0.1405,0.2342
Fridge-Freezer_(1)_2014-03-10_06,Fridge-Freezer (1),Appliance1,Base,2014-03-10 21:55:00,2014-03-10 22:52:00,57.0,5743.28,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0414,0.0957,0.0574,0.0957
Fridge-Freezer_(1)_2014-03-11_01,Fridge-Freezer (1),Appliance1,Base,2014-03-11 00:24:00,2014-03-11 22:59:00,1355.0,59203.88,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4425,0.9867,0.592,0.9867
Fridge-Freezer_(1)_2014-03-12_01,Fridge-Freezer (1),Appliance1,Base,2014-03-12 00:22:00,2014-03-13 23:42:00,2840.0,128531.64,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.9523,2.1422,1.2853,2.1422
Fridge-Freezer_(1)_2014-03-14_01,Fridge-Freezer (1),Appliance1,Base,2014-03-14 01:11:00,2014-03-14 18:46:00,1055.0,49966.68,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.366,0.8328,0.4997,0.8328
Fridge-Freezer_(1)_2014-03-14_02,Fridge-Freezer (1),Appliance1,Base,2014-03-14 19:59:00,2014-03-14 23:06:00,187.0,12574.6,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0931,0.2096,0.1257,0.2096
Fridge-Freezer_(1)_2014-03-15_01,Fridge-Freezer (1),Appliance1,Base,2014-03-15 00:30:00,2014-03-15 01:34:00,64.0,6369.6,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0456,0.1062,0.0637,0.1062
Fridge-Freezer_(1)_2014-03-15_02,Fridge-Freezer (1),Appliance1,Base,2014-03-15 03:09:00,2014-03-15 15:11:00,722.0,27072.61,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.194,0.4512,0.2707,0.4512
Fridge-Freezer_(1)_2014-03-15_03,Fridge-Freezer (1),Appliance1,Base,2014-03-15 17:53:00,2014-03-15 22:06:00,253.0,13671.64,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.1106,0.2279,0.1367,0.2279
Fridge-Freezer_(1)_2014-03-16_01,Fridge-Freezer (1),Appliance1,Base,2014-03-16 00:33:00,2014-03-16 11:36:00,663.0,31445.41,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.2254,0.5241,0.3145,0.5241
Fridge-Freezer_(1)_2014-03-16_02,Fridge-Freezer (1),Appliance1,Base,2014-03-16 12:44:00,2014-03-16 14:03:00,79.0,7867.05,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0564,0.1311,0.0787,0.1311
Fridge-Freezer_(1)_2014-03-16_03,Fridge-Freezer (1),Appliance1,Base,2014-03-16 15:18:00,2014-03-16 16:22:00,64.0,6518.81,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0467,0.1086,0.0652,0.1086
Fridge-Freezer_(1)_2014-03-16_04,Fridge-Freezer (1),Appliance1,Base,2014-03-16 17:46:00,2014-03-16 19:00:00,74.0,7433.63,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0632,0.1239,0.0743,0.1239
Fridge-Freezer_(1)_2014-03-16_05,Fridge-Freezer (1),Appliance1,Base,2014-03-16 20:11:00,2014-03-16 21:21:00,70.0,6762.5,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0518,0.1127,0.0676,0.1127
Fridge-Freezer_(1)_2014-03-16_06,Fridge-Freezer (1),Appliance1,Base,2014-03-16 22:19:00,2014-03-16 23:35:00,76.0,7458.62,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0535,0.1243,0.0746,0.1243
Fridge-Freezer_(1)_2014-03-17_01,Fridge-Freezer (1),Appliance1,Base,2014-03-17 00:29:00,2014-03-17 01:30:00,61.0,5966.48,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0428,0.0994,0.0597,0.0994
Fridge-Freezer_(1)_2014-03-17_02,Fridge-Freezer (1),Appliance1,Base,2014-03-17 02:32:00,2014-03-17 03:27:00,55.0,5454.77,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0391,0.0909,0.0545,0.0909
Fridge-Freezer_(1)_2014-03-17_03,Fridge-Freezer (1),Appliance1,Base,2014-03-17 04:37:00,2014-03-17 07:27:00,170.0,10842.79,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0777,0.1807,0.1084,0.1807
Fridge-Freezer_(1)_2014-03-17_04,Fridge-Freezer (1),Appliance1,Base,2014-03-17 08:27:00,2014-03-17 11:23:00,176.0,10562.74,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0757,0.176,0.1056,0.176
Fridge-Freezer_(1)_2014-03-17_05,Fridge-Freezer (1),Appliance1,Base,2014-03-17 12:46:00,2014-03-17 13:39:00,53.0,5245.03,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0376,0.0874,0.0525,0.0874
Fridge-Freezer_(1)_2014-03-17_06,Fridge-Freezer (1),Appliance1,Base,2014-03-17 15:09:00,2014-03-17 18:14:00,185.0,10894.89,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0852,0.1816,0.1089,0.1816
Fridge-Freezer_(1)_2014-03-17_07,Fridge-Freezer (1),Appliance1,Base,2014-03-17 18:48:00,2014-03-17 23:28:00,280.0,22081.38,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.172,0.368,0.2208,0.368
Fridge-Freezer_(1)_2014-03-18_01,Fridge-Freezer (1),Appliance1,Base,2014-03-18 00:47:00,2014-03-18 01:44:00,57.0,5621.34,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0403,0.0937,0.0562,0.0937
Fridge-Freezer_(1)_2014-03-18_02,Fridge-Freezer (1),Appliance1,Base,2014-03-18 03:10:00,2014-03-18 19:34:00,984.0,46266.1,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.3449,0.7711,0.4627,0.7711
Fridge-Freezer_(1)_2014-03-18_03,Fridge-Freezer (1),Appliance1,Base,2014-03-18 20:44:00,2014-03-18 23:33:00,169.0,10885.11,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0807,0.1814,0.1089,0.1814
Fridge-Freezer_(1)_2014-03-19_01,Fridge-Freezer (1),Appliance1,Base,2014-03-19 00:53:00,2014-03-19 22:56:00,1323.0,62194.44,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4597,1.0366,0.6219,1.0366
Fridge-Freezer_(1)_2014-03-20_01,Fridge-Freezer (1),Appliance1,Base,2014-03-20 00:21:00,2014-03-23 16:45:00,5304.0,165997.63,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,1.2172,2.7666,1.66,2.7666
Fridge-Freezer_(1)_2014-03-23_01,Fridge-Freezer (1),Appliance1,Base,2014-03-23 17:47:00,2014-03-23 19:11:00,84.0,8626.09,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0733,0.1438,0.0863,0.1438
Fridge-Freezer_(1)_2014-03-23_02,Fridge-Freezer (1),Appliance1,Base,2014-03-23 20:25:00,2014-03-24 21:53:00,1528.0,72864.14,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.5421,1.2144,0.7286,1.2144
Fridge-Freezer_(1)_2014-03-24_01,Fridge-Freezer (1),Appliance1,Base,2014-03-24 23:20:00,2014-03-27 21:44:00,4224.0,178070.19,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,1.3125,2.9678,1.7807,2.9678
Fridge-Freezer_(1)_2014-03-27_01,Fridge-Freezer (1),Appliance1,Base,2014-03-27 23:07:00,2014-03-29 00:20:00,1513.0,67698.8,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4978,1.1283,0.677,1.1283
Fridge-Freezer_(1)_2014-03-29_01,Fridge-Freezer (1),Appliance1,Base,2014-03-29 01:52:00,2014-03-29 13:13:00,681.0,32011.41,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.2294,0.5335,0.3201,0.5335
Fridge-Freezer_(1)_2014-03-29_02,Fridge-Freezer (1),Appliance1,Base,2014-03-29 14:22:00,2014-03-29 20:02:00,340.0,23849.96,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.1877,0.3975,0.2385,0.3975
Fridge-Freezer_(1)_2014-03-29_03,Fridge-Freezer (1),Appliance1,Base,2014-03-29 21:20:00,2014-03-29 22:20:00,60.0,5927.34,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0445,0.0988,0.0593,0.0988
Fridge-Freezer_(1)_2014-03-29_04,Fridge-Freezer (1),Appliance1,Base,2014-03-29 23:00:00,2014-03-30 02:46:00,226.0,8366.52,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.06,0.1394,0.0837,0.1394
Fridge-Freezer_(1)_2014-03-30_01,Fridge-Freezer (1),Appliance1,Base,2014-03-30 04:11:00,2014-03-30 10:41:00,390.0,19823.44,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.1421,0.3304,0.1982,0.3304
Fridge-Freezer_(1)_2014-03-30_02,Fridge-Freezer (1),Appliance1,Base,2014-03-30 11:53:00,2014-03-30 15:03:00,190.0,13496.11,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0967,0.2249,0.135,0.2249
Fridge-Freezer_(1)_2014-03-30_03,Fridge-Freezer (1),Appliance1,Base,2014-03-30 16:19:00,2014-03-30 17:28:00,69.0,6908.87,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0531,0.1151,0.0691,0.1151
Fridge-Freezer_(1)_2014-03-30_04,Fridge-Freezer (1),Appliance1,Base,2014-03-30 18:47:00,2014-03-30 22:39:00,232.0,16354.16,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.1294,0.2726,0.1635,0.2726
Fridge-Freezer_(1)_2014-03-31_01,Fridge-Freezer (1),Appliance1,Base,2014-03-31 00:07:00,2014-03-31 01:06:00,59.0,5875.63,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0421,0.0979,0.0588,0.0979
Fridge-Freezer_(1)_2014-03-31_02,Fridge-Freezer (1),Appliance1,Base,2014-03-31 02:41:00,2014-03-31 22:04:00,1163.0,56439.36,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.4222,0.9407,0.5644,0.9407
Fridge-Freezer_(1)_2014-03-31_03,Fridge-Freezer (1),Appliance1,Base,2014-03-31 23:44:00,2014-04-01 00:35:00,51.0,5275.53,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-03,0.0378,0.0879,0.0528,0.0879
Fridge-Freezer_(1)_2014-04-01_01,Fridge-Freezer (1),Appliance1,Base,2014-04-01 02:20:00,2014-04-01 13:55:00,695.0,32539.89,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.2332,0.5423,0.3254,0.5423
Fridge-Freezer_(1)_2014-04-01_02,Fridge-Freezer (1),Appliance1,Base,2014-04-01 15:30:00,2014-04-01 16:23:00,53.0,5259.31,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0377,0.0877,0.0526,0.0877
Fridge-Freezer_(1)_2014-04-01_03,Fridge-Freezer (1),Appliance1,Base,2014-04-01 17:56:00,2014-04-01 20:34:00,158.0,10652.06,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0878,0.1775,0.1065,0.1775
Fridge-Freezer_(1)_2014-04-01_04,Fridge-Freezer (1),Appliance1,Base,2014-04-01 21:48:00,2014-04-02 22:04:00,1456.0,64929.88,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.4793,1.0822,0.6493,1.0822
Fridge-Freezer_(1)_2014-04-02_01,Fridge-Freezer (1),Appliance1,Base,2014-04-02 23:23:00,2014-04-04 23:00:00,2857.0,132833.04,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.9874,2.2139,1.3283,2.2139
Fridge-Freezer_(1)_2014-04-05_01,Fridge-Freezer (1),Appliance1,Base,2014-04-05 00:35:00,2014-04-05 22:06:00,1291.0,64097.24,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.4769,1.0683,0.641,1.0683
Fridge-Freezer_(1)_2014-04-05_02,Fridge-Freezer (1),Appliance1,Base,2014-04-05 23:35:00,2014-04-06 00:41:00,66.0,6819.53,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0489,0.1137,0.0682,0.1137
Fridge-Freezer_(1)_2014-04-06_01,Fridge-Freezer (1),Appliance1,Base,2014-04-06 02:24:00,2014-04-06 20:37:00,1093.0,70278.13,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.5193,1.1713,0.7028,1.1713
Fridge-Freezer_(1)_2014-04-06_02,Fridge-Freezer (1),Appliance1,Base,2014-04-06 21:47:00,2014-04-06 22:46:00,59.0,5743.58,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0418,0.0957,0.0574,0.0957
Fridge-Freezer_(1)_2014-04-07_01,Fridge-Freezer (1),Appliance1,Base,2014-04-07 00:20:00,2014-04-07 03:26:00,186.0,10966.16,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0786,0.1828,0.1097,0.1828
Fridge-Freezer_(1)_2014-04-07_02,Fridge-Freezer (1),Appliance1,Base,2014-04-07 05:01:00,2014-04-07 22:00:00,1019.0,49608.43,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.374,0.8268,0.4961,0.8268
Fridge-Freezer_(1)_2014-04-07_03,Fridge-Freezer (1),Appliance1,Base,2014-04-07 23:25:00,2014-04-08 12:33:00,788.0,35791.75,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.2565,0.5965,0.3579,0.5965
Fridge-Freezer_(1)_2014-04-08_01,Fridge-Freezer (1),Appliance1,Base,2014-04-08 14:03:00,2014-04-08 23:40:00,577.0,29759.11,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.2271,0.496,0.2976,0.496
Fridge-Freezer_(1)_2014-04-09_01,Fridge-Freezer (1),Appliance1,Base,2014-04-09 01:08:00,2014-04-09 12:52:00,704.0,32684.51,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.2342,0.5447,0.3268,0.5447
Fridge-Freezer_(1)_2014-04-09_02,Fridge-Freezer (1),Appliance1,Base,2014-04-09 14:25:00,2014-04-09 17:37:00,192.0,11312.58,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0855,0.1885,0.1131,0.1885
Fridge-Freezer_(1)_2014-04-09_03,Fridge-Freezer (1),Appliance1,Base,2014-04-09 18:53:00,2014-04-09 19:52:00,59.0,5947.47,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.0506,0.0991,0.0595,0.0991
Fridge-Freezer_(1)_2014-04-09_04,Fridge-Freezer (1),Appliance1,Base,2014-04-09 21:03:00,2014-04-10 23:45:00,1602.0,71425.78,False,Appliance1,Appliance1 (Fridge-Freezer (1)),2014-04,0.5282,1.1904,0.7143,1.1904
