appliance_ID,appliance_name,Shiftability,original_start_time,original_end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2014-03-16 14:47:00,2014-03-16 15:33:00,46.0,4048.59,house21_event_108,False
Appliance1,Aggregate,Base,2014-03-16 16:22:00,2014-03-16 17:05:00,43.0,3933.37,house21_event_109,False
Appliance1,Aggregate,Base,2014-03-16 18:07:00,2014-03-16 18:48:00,41.0,3750.74,house21_event_110,False
Appliance1,Aggregate,Base,2014-03-16 19:46:00,2014-03-16 20:26:00,40.0,3580.48,house21_event_111,False
Appliance1,Aggregate,Base,2014-03-16 21:23:00,2014-03-16 22:01:00,38.0,3469.21,house21_event_112,False
Appliance1,Aggregate,Base,2014-03-16 23:01:00,2014-03-16 23:38:00,37.0,3385.31,house21_event_113,False
Appliance1,Aggregate,Base,2014-03-17 00:40:00,2014-03-17 01:17:00,37.0,3370.88,house21_event_114,False
Appliance1,Aggregate,Base,2014-03-17 02:21:00,2014-03-17 02:57:00,36.0,6201.74,house21_event_115,False
Appliance1,Aggregate,Base,2014-03-17 03:03:00,2014-03-17 04:05:00,62.0,6054.0,house21_event_116,False
Appliance1,Aggregate,Base,2014-03-17 05:06:00,2014-03-17 05:47:00,41.0,3712.28,house21_event_117,False
Appliance1,Aggregate,Base,2014-03-17 06:53:00,2014-03-17 07:33:00,40.0,3563.37,house21_event_118,False
Appliance1,Aggregate,Base,2014-03-17 08:09:00,2014-03-17 08:47:00,38.0,3386.4,house21_event_119,False
Appliance1,Aggregate,Base,2014-03-17 09:51:00,2014-03-17 10:29:00,38.0,2823.35,house21_event_120,False
Appliance1,Aggregate,Base,2014-03-17 11:35:00,2014-03-17 12:13:00,38.0,3432.23,house21_event_121,False
Appliance1,Aggregate,Base,2014-03-17 13:19:00,2014-03-17 13:56:00,37.0,3392.96,house21_event_122,False
Appliance1,Aggregate,Base,2014-03-17 15:03:00,2014-03-17 15:40:00,37.0,3384.52,house21_event_123,False
Appliance1,Aggregate,Base,2014-03-17 16:38:00,2014-03-17 17:18:00,40.0,2715.27,house21_event_124,False
Appliance1,Aggregate,Base,2014-03-17 18:02:00,2014-03-17 18:40:00,38.0,3307.55,house21_event_125,False
Appliance1,Aggregate,Base,2014-03-17 19:36:00,2014-03-17 20:37:00,61.0,5365.42,house21_event_126,False
Appliance1,Aggregate,Base,2014-03-17 21:43:00,2014-03-17 22:29:00,46.0,4064.95,house21_event_127,False
Appliance1,Aggregate,Base,2014-03-17 23:34:00,2014-03-18 00:17:00,43.0,3799.6,house21_event_128,False
Appliance1,Aggregate,Base,2014-03-18 01:27:00,2014-03-18 02:10:00,43.0,3515.83,house21_event_129,False
Appliance1,Aggregate,Base,2014-03-18 03:29:00,2014-03-18 04:12:00,43.0,3863.18,house21_event_130,False
Appliance1,Aggregate,Base,2014-03-18 05:35:00,2014-03-18 06:18:00,43.0,3818.51,house21_event_131,False
Appliance1,Aggregate,Base,2014-03-18 07:41:00,2014-03-18 08:49:00,68.0,5084.75,house21_event_132,False
Appliance1,Aggregate,Base,2014-03-18 08:56:00,2014-03-18 09:54:00,58.0,5522.65,house21_event_133,False
Appliance1,Aggregate,Base,2014-03-18 11:04:00,2014-03-18 11:45:00,41.0,3761.81,house21_event_134,False
Appliance1,Aggregate,Base,2014-03-18 12:41:00,2014-03-18 13:25:00,44.0,3946.38,house21_event_135,False
Appliance1,Aggregate,Base,2014-03-18 14:24:00,2014-03-18 15:55:00,91.0,2826.87,house21_event_136,False
Appliance1,Aggregate,Base,2014-03-18 16:08:00,2014-03-18 16:45:00,37.0,3301.74,house21_event_137,False
Appliance1,Aggregate,Base,2014-03-18 17:47:00,2014-03-18 18:23:00,36.0,3116.96,house21_event_138,False
Appliance1,Aggregate,Base,2014-03-18 19:19:00,2014-03-18 19:58:00,39.0,3431.08,house21_event_139,False
Appliance1,Aggregate,Base,2014-03-18 21:03:00,2014-03-18 21:41:00,38.0,3270.15,house21_event_140,False
Appliance1,Aggregate,Base,2014-03-18 22:50:00,2014-03-18 23:27:00,37.0,3288.26,house21_event_141,False
Appliance1,Aggregate,Base,2014-03-19 00:34:00,2014-03-19 01:12:00,38.0,3363.43,house21_event_142,False
Appliance1,Aggregate,Base,2014-03-19 02:26:00,2014-03-19 03:03:00,37.0,3324.72,house21_event_143,False
Appliance1,Aggregate,Base,2014-03-19 04:20:00,2014-03-19 04:58:00,38.0,3358.14,house21_event_144,False
Appliance1,Aggregate,Base,2014-03-19 06:17:00,2014-03-19 06:54:00,37.0,3274.55,house21_event_145,False
Appliance1,Aggregate,Base,2014-03-19 07:39:00,2014-03-19 08:17:00,38.0,3278.39,house21_event_146,False
Appliance1,Aggregate,Base,2014-03-19 09:29:00,2014-03-19 10:04:00,35.0,3067.36,house21_event_147,False
Appliance1,Aggregate,Base,2014-03-19 11:19:00,2014-03-19 11:54:00,35.0,1955.92,house21_event_148,False
Appliance1,Aggregate,Base,2014-03-19 13:06:00,2014-03-19 13:42:00,36.0,3216.22,house21_event_149,False
Appliance1,Aggregate,Base,2014-03-19 14:55:00,2014-03-19 15:31:00,36.0,3234.16,house21_event_150,False
Appliance1,Aggregate,Base,2014-03-19 16:42:00,2014-03-19 17:42:00,60.0,8052.07,house21_event_151,False
Appliance1,Aggregate,Base,2014-03-19 17:48:00,2014-03-19 19:20:00,92.0,8578.14,house21_event_152,False
Appliance1,Aggregate,Base,2014-03-19 20:01:00,2014-03-19 20:43:00,42.0,3659.85,house21_event_153,False
Appliance1,Aggregate,Base,2014-03-19 21:29:00,2014-03-19 22:09:00,40.0,3423.68,house21_event_154,False
Appliance1,Aggregate,Base,2014-03-19 23:01:00,2014-03-19 23:41:00,40.0,3556.61,house21_event_155,False
Appliance1,Aggregate,Base,2014-03-20 00:40:00,2014-03-20 01:21:00,41.0,3595.8,house21_event_156,False
Appliance1,Aggregate,Base,2014-03-20 02:27:00,2014-03-20 03:09:00,42.0,3672.68,house21_event_157,False
Appliance1,Aggregate,Base,2014-03-20 04:22:00,2014-03-20 05:03:00,41.0,3626.94,house21_event_158,False
Appliance1,Aggregate,Base,2014-03-20 06:24:00,2014-03-20 07:05:00,41.0,3694.86,house21_event_159,False
Appliance1,Aggregate,Base,2014-03-20 07:53:00,2014-03-20 08:35:00,42.0,3717.35,house21_event_160,False
Appliance1,Aggregate,Base,2014-03-20 09:51:00,2014-03-20 10:32:00,41.0,3602.81,house21_event_161,False
Appliance1,Aggregate,Base,2014-03-20 11:51:00,2014-03-20 12:37:00,46.0,2503.8,house21_event_162,False
Appliance1,Aggregate,Base,2014-03-20 13:52:00,2014-03-20 14:34:00,42.0,3720.83,house21_event_163,False
Appliance1,Aggregate,Base,2014-03-20 15:55:00,2014-03-20 16:36:00,41.0,3696.47,house21_event_164,False
Appliance1,Aggregate,Base,2014-03-20 17:59:00,2014-03-20 18:40:00,41.0,3668.26,house21_event_165,False
Appliance1,Aggregate,Base,2014-03-20 19:49:00,2014-03-20 20:27:00,38.0,3413.59,house21_event_166,False
Appliance1,Aggregate,Base,2014-03-20 21:38:00,2014-03-20 22:15:00,37.0,3252.2,house21_event_167,False
Appliance1,Aggregate,Base,2014-03-20 23:27:00,2014-03-21 00:23:00,56.0,7732.58,house21_event_168,False
Appliance1,Aggregate,Base,2014-03-21 00:29:00,2014-03-21 01:24:00,55.0,5293.76,house21_event_169,False
Appliance1,Aggregate,Base,2014-03-21 02:40:00,2014-03-21 03:21:00,41.0,3668.41,house21_event_170,False
Appliance1,Aggregate,Base,2014-03-21 04:39:00,2014-03-21 05:17:00,38.0,3430.4,house21_event_171,False
Appliance1,Aggregate,Base,2014-03-21 06:38:00,2014-03-21 07:19:00,41.0,3646.15,house21_event_172,False
Appliance1,Aggregate,Base,2014-03-21 08:10:00,2014-03-21 08:46:00,36.0,3297.85,house21_event_173,False
Appliance1,Aggregate,Base,2014-03-21 09:55:00,2014-03-21 10:34:00,39.0,3489.89,house21_event_174,False
Appliance1,Aggregate,Base,2014-03-21 11:41:00,2014-03-21 12:41:00,60.0,5362.33,house21_event_175,False
Appliance1,Aggregate,Base,2014-03-21 14:03:00,2014-03-21 14:55:00,52.0,4656.54,house21_event_176,False
Appliance1,Aggregate,Base,2014-03-21 16:23:00,2014-03-21 17:12:00,49.0,4322.79,house21_event_177,False
Appliance1,Aggregate,Base,2014-03-21 18:27:00,2014-03-21 19:18:00,51.0,4520.82,house21_event_178,False
Appliance1,Aggregate,Base,2014-03-21 20:25:00,2014-03-21 21:05:00,40.0,3469.59,house21_event_179,False
Appliance1,Aggregate,Base,2014-03-21 22:19:00,2014-03-21 23:00:00,41.0,3653.39,house21_event_180,False
Appliance1,Aggregate,Base,2014-03-22 00:12:00,2014-03-22 00:53:00,41.0,3612.28,house21_event_181,False
Appliance1,Aggregate,Base,2014-03-22 02:14:00,2014-03-22 02:55:00,41.0,3620.89,house21_event_182,False
Appliance1,Aggregate,Base,2014-03-22 04:21:00,2014-03-22 05:02:00,41.0,3666.74,house21_event_183,False
Appliance1,Aggregate,Base,2014-03-22 06:32:00,2014-03-22 07:12:00,40.0,3638.8,house21_event_184,False
Appliance1,Aggregate,Base,2014-03-22 08:34:00,2014-03-22 09:27:00,53.0,7316.1,house21_event_185,False
Appliance1,Aggregate,Base,2014-03-22 09:33:00,2014-03-22 10:34:00,61.0,5800.48,house21_event_186,False
Appliance1,Aggregate,Base,2014-03-22 11:57:00,2014-03-22 12:43:00,46.0,4141.62,house21_event_187,False
Appliance1,Aggregate,Base,2014-03-22 14:06:00,2014-03-22 14:50:00,44.0,3978.98,house21_event_188,False
Appliance1,Aggregate,Base,2014-03-22 16:15:00,2014-03-22 16:58:00,43.0,3857.3,house21_event_189,False
Appliance1,Aggregate,Base,2014-03-22 18:19:00,2014-03-22 19:01:00,42.0,3715.43,house21_event_190,False
Appliance1,Aggregate,Base,2014-03-22 20:20:00,2014-03-22 21:02:00,42.0,3698.76,house21_event_191,False
Appliance1,Aggregate,Base,2014-03-22 22:21:00,2014-03-22 23:02:00,41.0,3699.92,house21_event_192,False
Appliance1,Aggregate,Base,2014-03-23 00:22:00,2014-03-23 01:03:00,41.0,3613.81,house21_event_193,False
Appliance1,Aggregate,Base,2014-03-23 02:25:00,2014-03-23 03:05:00,40.0,3583.27,house21_event_194,False
Appliance1,Aggregate,Base,2014-03-23 04:32:00,2014-03-23 05:12:00,40.0,3595.52,house21_event_195,False
Appliance1,Aggregate,Base,2014-03-23 06:44:00,2014-03-23 07:23:00,39.0,3593.28,house21_event_196,False
Appliance1,Aggregate,Base,2014-03-23 08:56:00,2014-03-23 09:36:00,40.0,3639.35,house21_event_197,False
Appliance1,Aggregate,Base,2014-03-23 10:54:00,2014-03-23 11:34:00,40.0,3635.86,house21_event_198,False
Appliance1,Aggregate,Base,2014-03-23 12:56:00,2014-03-23 13:36:00,40.0,3664.16,house21_event_199,False
Appliance1,Aggregate,Base,2014-03-23 14:52:00,2014-03-23 15:34:00,42.0,3823.61,house21_event_200,False
Appliance1,Aggregate,Base,2014-03-23 16:49:00,2014-03-23 17:29:00,40.0,3608.31,house21_event_201,False
Appliance1,Aggregate,Base,2014-03-23 18:36:00,2014-03-23 19:02:00,26.0,2264.01,house21_event_202,False
Appliance1,Aggregate,Base,2014-03-23 19:53:00,2014-03-23 20:43:00,50.0,6972.46,house21_event_203,False
Appliance1,Aggregate,Base,2014-03-23 20:50:00,2014-03-23 21:30:00,40.0,4025.33,house21_event_204,False
Appliance1,Aggregate,Base,2014-03-23 22:21:00,2014-03-23 22:48:00,27.0,2570.1,house21_event_205,False
Appliance1,Aggregate,Base,2014-03-23 23:42:00,2014-03-24 00:08:00,26.0,2361.48,house21_event_206,False
Appliance1,Aggregate,Base,2014-03-24 01:04:00,2014-03-24 01:29:00,25.0,2278.42,house21_event_207,False
Appliance1,Aggregate,Base,2014-03-24 02:26:00,2014-03-24 02:50:00,24.0,2252.46,house21_event_208,False
Appliance1,Aggregate,Base,2014-03-24 03:48:00,2014-03-24 04:13:00,25.0,2260.11,house21_event_209,False
Appliance1,Aggregate,Base,2014-03-24 05:12:00,2014-03-24 05:37:00,25.0,2238.81,house21_event_210,False
Appliance1,Aggregate,Base,2014-03-24 06:37:00,2014-03-24 07:02:00,25.0,2182.32,house21_event_211,False
Appliance1,Aggregate,Base,2014-03-24 07:57:00,2014-03-24 08:25:00,28.0,2671.61,house21_event_212,False
Appliance1,Aggregate,Base,2014-03-24 09:12:00,2014-03-24 09:36:00,24.0,2285.18,house21_event_213,False
Appliance1,Aggregate,Base,2014-03-24 10:29:00,2014-03-24 10:51:00,22.0,1944.13,house21_event_214,False
Appliance1,Aggregate,Base,2014-03-24 11:44:00,2014-03-24 12:08:00,24.0,2144.41,house21_event_215,False
Appliance1,Aggregate,Base,2014-03-24 13:00:00,2014-03-24 13:24:00,24.0,2186.73,house21_event_216,False
Appliance1,Aggregate,Base,2014-03-24 14:17:00,2014-03-24 14:41:00,24.0,2191.49,house21_event_217,False
Appliance1,Aggregate,Base,2014-03-24 15:34:00,2014-03-24 16:01:00,27.0,2523.47,house21_event_218,False
Appliance1,Aggregate,Base,2014-03-24 16:48:00,2014-03-24 17:12:00,24.0,2120.98,house21_event_219,False
Appliance1,Aggregate,Base,2014-03-24 17:45:00,2014-03-24 18:25:00,40.0,3524.59,house21_event_220,False
Appliance1,Aggregate,Base,2014-03-24 19:13:00,2014-03-24 19:52:00,39.0,3385.14,house21_event_221,False
Appliance1,Aggregate,Base,2014-03-24 20:49:00,2014-03-24 21:27:00,38.0,3298.4,house21_event_222,False
Appliance1,Aggregate,Base,2014-03-24 22:29:00,2014-03-24 23:06:00,37.0,3276.4,house21_event_223,False
Appliance1,Aggregate,Base,2014-03-25 00:12:00,2014-03-25 00:48:00,36.0,3249.96,house21_event_224,False
Appliance1,Aggregate,Base,2014-03-25 01:58:00,2014-03-25 02:34:00,36.0,3196.86,house21_event_225,False
Appliance1,Aggregate,Base,2014-03-25 03:47:00,2014-03-25 04:23:00,36.0,3208.34,house21_event_226,False
Appliance1,Aggregate,Base,2014-03-25 05:41:00,2014-03-25 06:16:00,35.0,3221.17,house21_event_227,False
Appliance1,Aggregate,Base,2014-03-25 07:36:00,2014-03-25 08:21:00,45.0,6483.15,house21_event_228,False
Appliance1,Aggregate,Base,2014-03-25 08:27:00,2014-03-25 09:34:00,67.0,6333.18,house21_event_229,False
Appliance1,Aggregate,Base,2014-03-25 10:43:00,2014-03-25 11:26:00,43.0,3885.99,house21_event_230,False
Appliance1,Aggregate,Base,2014-03-25 12:41:00,2014-03-25 13:21:00,40.0,943.38,house21_event_231,False
Appliance1,Aggregate,Base,2014-03-25 14:39:00,2014-03-25 15:18:00,39.0,3483.7,house21_event_232,False
Appliance1,Aggregate,Base,2014-03-25 16:24:00,2014-03-25 17:00:00,36.0,3255.21,house21_event_233,False
Appliance1,Aggregate,Base,2014-03-25 18:12:00,2014-03-25 18:47:00,35.0,3119.73,house21_event_234,False
Appliance1,Aggregate,Base,2014-03-25 19:39:00,2014-03-25 20:17:00,38.0,3364.6,house21_event_235,False
