appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2013-10-12 14:34:00,2013-10-12 15:02:00,28.0,2017.35,house1_event_30,False
Appliance1,Aggregate,Base,2013-10-12 17:22:00,2013-10-12 17:50:00,28.0,2052.86,house1_event_31,False
Appliance1,Aggregate,Base,2013-10-12 20:11:00,2013-10-12 20:39:00,28.0,2038.41,house1_event_32,False
Appliance1,Aggregate,Base,2013-10-12 23:01:00,2013-10-12 23:29:00,28.0,2043.33,house1_event_33,False
Appliance1,Aggregate,Base,2013-10-13 01:52:00,2013-10-13 02:20:00,28.0,2063.95,house1_event_34,False
Appliance1,Aggregate,Base,2013-10-13 04:44:00,2013-10-13 05:12:00,28.0,2082.66,house1_event_35,False
Appliance1,Aggregate,Base,2013-10-13 07:38:00,2013-10-13 08:06:00,28.0,2080.48,house1_event_36,False
Appliance1,Aggregate,Base,2013-10-13 10:32:00,2013-10-13 11:00:00,28.0,2095.85,house1_event_37,False
Appliance1,Aggregate,Base,2013-10-13 13:26:00,2013-10-13 13:54:00,28.0,2081.13,house1_event_38,False
Appliance1,Aggregate,Base,2013-10-13 16:21:00,2013-10-13 16:49:00,28.0,2065.98,house1_event_39,False
Appliance1,Aggregate,Base,2013-10-13 19:17:00,2013-10-13 19:45:00,28.0,2078.98,house1_event_40,False
Appliance1,Aggregate,Base,2013-10-13 22:14:00,2013-10-13 22:42:00,28.0,2104.68,house1_event_41,False
Appliance1,Aggregate,Base,2013-10-14 01:14:00,2013-10-14 01:42:00,28.0,2073.67,house1_event_42,False
Appliance1,Aggregate,Base,2013-10-14 04:15:00,2013-10-14 04:43:00,28.0,2045.64,house1_event_43,False
Appliance1,Aggregate,Base,2013-10-14 07:18:00,2013-10-14 07:46:00,28.0,2044.52,house1_event_44,False
Appliance1,Aggregate,Base,2013-10-14 10:21:00,2013-10-14 10:48:00,27.0,2020.51,house1_event_45,False
Appliance1,Aggregate,Base,2013-10-14 13:27:00,2013-10-14 13:51:00,24.0,1787.26,house1_event_46,False
Appliance1,Aggregate,Base,2013-10-14 16:30:00,2013-10-14 16:52:00,22.0,1656.3,house1_event_47,False
Appliance1,Aggregate,Base,2013-10-14 19:29:00,2013-10-14 19:56:00,27.0,1964.62,house1_event_48,False
Appliance1,Aggregate,Base,2013-10-14 22:34:00,2013-10-14 23:01:00,27.0,2018.62,house1_event_49,False
Appliance1,Aggregate,Base,2013-10-15 01:38:00,2013-10-15 02:06:00,28.0,2035.72,house1_event_50,False
Appliance1,Aggregate,Base,2013-10-15 04:45:00,2013-10-15 05:12:00,27.0,1968.9,house1_event_51,False
Appliance1,Aggregate,Base,2013-10-15 07:50:00,2013-10-15 08:18:00,28.0,1448.95,house1_event_52,False
Appliance1,Aggregate,Base,2013-10-15 11:04:00,2013-10-15 11:23:00,19.0,1369.63,house1_event_53,False
Appliance1,Aggregate,Base,2013-10-15 14:14:00,2013-10-15 14:27:00,13.0,952.89,house1_event_54,False
Appliance1,Aggregate,Base,2013-10-15 17:00:00,2013-10-15 17:27:00,27.0,2013.77,house1_event_55,False
Appliance1,Aggregate,Base,2013-10-15 20:02:00,2013-10-15 20:29:00,27.0,2021.75,house1_event_56,False
Appliance1,Aggregate,Base,2013-10-15 23:06:00,2013-10-15 23:32:00,26.0,1914.44,house1_event_57,False
Appliance1,Aggregate,Base,2013-10-16 02:10:00,2013-10-16 02:37:00,27.0,2003.03,house1_event_58,False
Appliance1,Aggregate,Base,2013-10-16 05:16:00,2013-10-16 05:43:00,27.0,1968.72,house1_event_59,False
Appliance1,Aggregate,Base,2013-10-16 08:22:00,2013-10-16 08:48:00,26.0,1948.3,house1_event_60,False
Appliance1,Aggregate,Base,2013-10-16 11:26:00,2013-10-16 11:52:00,26.0,1980.97,house1_event_61,False
Appliance1,Aggregate,Base,2013-10-16 14:29:00,2013-10-16 14:56:00,27.0,2002.43,house1_event_62,False
Appliance1,Aggregate,Base,2013-10-16 17:33:00,2013-10-16 17:59:00,26.0,1958.19,house1_event_63,False
Appliance1,Aggregate,Base,2013-10-16 20:38:00,2013-10-16 21:04:00,26.0,1953.78,house1_event_64,False
Appliance1,Aggregate,Base,2013-10-16 23:44:00,2013-10-17 00:11:00,27.0,1990.24,house1_event_65,False
Appliance1,Aggregate,Base,2013-10-17 02:50:00,2013-10-17 03:17:00,27.0,1983.88,house1_event_66,False
Appliance1,Aggregate,Base,2013-10-17 05:58:00,2013-10-17 06:25:00,27.0,1987.83,house1_event_67,False
Appliance1,Aggregate,Base,2013-10-17 09:05:00,2013-10-17 09:32:00,27.0,2040.77,house1_event_68,False
Appliance1,Aggregate,Base,2013-10-17 12:11:00,2013-10-17 12:38:00,27.0,2018.92,house1_event_69,False
Appliance1,Aggregate,Base,2013-10-17 15:12:00,2013-10-17 15:36:00,24.0,1735.49,house1_event_70,False
Appliance1,Aggregate,Base,2013-10-17 18:07:00,2013-10-17 18:34:00,27.0,2006.06,house1_event_71,False
Appliance1,Aggregate,Base,2013-10-17 21:04:00,2013-10-17 21:30:00,26.0,1832.59,house1_event_72,False
Appliance1,Aggregate,Base,2013-10-18 00:01:00,2013-10-18 00:28:00,27.0,2003.2,house1_event_73,False
Appliance1,Aggregate,Base,2013-10-18 02:57:00,2013-10-18 03:24:00,27.0,2000.21,house1_event_74,False
Appliance1,Aggregate,Base,2013-10-18 05:57:00,2013-10-18 06:23:00,26.0,1932.56,house1_event_75,False
Appliance1,Aggregate,Base,2013-10-18 08:55:00,2013-10-18 09:22:00,27.0,1962.32,house1_event_76,False
Appliance1,Aggregate,Base,2013-10-18 11:53:00,2013-10-18 12:20:00,27.0,1440.91,house1_event_77,False
Appliance1,Aggregate,Base,2013-10-18 14:51:00,2013-10-18 15:17:00,26.0,1051.75,house1_event_78,False
Appliance1,Aggregate,Base,2013-10-18 17:47:00,2013-10-18 18:14:00,27.0,2036.52,house1_event_79,False
Appliance1,Aggregate,Base,2013-10-18 20:45:00,2013-10-18 21:12:00,27.0,2010.22,house1_event_80,False
Appliance1,Aggregate,Base,2013-10-18 23:43:00,2013-10-19 00:10:00,27.0,2018.76,house1_event_81,False
Appliance1,Aggregate,Base,2013-10-19 02:43:00,2013-10-19 03:10:00,27.0,1993.54,house1_event_82,False
Appliance1,Aggregate,Base,2013-10-19 05:41:00,2013-10-19 06:08:00,27.0,2004.5,house1_event_83,False
Appliance1,Aggregate,Base,2013-10-19 08:41:00,2013-10-19 09:09:00,28.0,1992.21,house1_event_84,False
Appliance1,Aggregate,Base,2013-10-19 11:40:00,2013-10-19 12:07:00,27.0,1954.28,house1_event_85,False
Appliance1,Aggregate,Base,2013-10-19 14:36:00,2013-10-19 15:03:00,27.0,2017.73,house1_event_86,False
Appliance1,Aggregate,Base,2013-10-19 17:32:00,2013-10-19 17:59:00,27.0,1980.8,house1_event_87,False
Appliance1,Aggregate,Base,2013-10-19 20:27:00,2013-10-19 20:55:00,28.0,1988.36,house1_event_88,False
Appliance1,Aggregate,Base,2013-10-19 23:24:00,2013-10-19 23:52:00,28.0,1995.03,house1_event_89,False
Appliance1,Aggregate,Base,2013-10-20 02:22:00,2013-10-20 02:49:00,27.0,2011.36,house1_event_90,False
Appliance1,Aggregate,Base,2013-10-20 05:19:00,2013-10-20 05:47:00,28.0,2009.28,house1_event_91,False
Appliance1,Aggregate,Base,2013-10-20 08:18:00,2013-10-20 08:46:00,28.0,2031.92,house1_event_92,False
Appliance1,Aggregate,Base,2013-10-20 11:16:00,2013-10-20 11:43:00,27.0,2048.54,house1_event_93,False
Appliance1,Aggregate,Base,2013-10-20 14:18:00,2013-10-20 14:39:00,21.0,1508.89,house1_event_94,False
Appliance1,Aggregate,Base,2013-10-20 17:06:00,2013-10-20 17:34:00,28.0,2028.68,house1_event_95,False
Appliance1,Aggregate,Base,2013-10-20 20:01:00,2013-10-20 20:29:00,28.0,2023.51,house1_event_96,False
Appliance1,Aggregate,Base,2013-10-20 22:58:00,2013-10-20 23:26:00,28.0,2043.32,house1_event_97,False
Appliance1,Aggregate,Base,2013-10-21 01:54:00,2013-10-21 02:22:00,28.0,2050.18,house1_event_98,False
Appliance1,Aggregate,Base,2013-10-21 04:52:00,2013-10-21 05:19:00,27.0,2015.4,house1_event_99,False
Appliance1,Aggregate,Base,2013-10-21 07:50:00,2013-10-21 08:18:00,28.0,2022.87,house1_event_100,False
Appliance1,Aggregate,Base,2013-10-21 10:47:00,2013-10-21 11:14:00,27.0,1665.41,house1_event_101,False
Appliance1,Aggregate,Base,2013-10-21 13:44:00,2013-10-21 14:13:00,29.0,1262.77,house1_event_102,False
Appliance1,Aggregate,Base,2013-10-21 16:42:00,2013-10-21 17:09:00,27.0,2023.13,house1_event_103,False
Appliance1,Aggregate,Base,2013-10-21 19:38:00,2013-10-21 20:06:00,28.0,2042.95,house1_event_104,False
Appliance1,Aggregate,Base,2013-10-21 22:35:00,2013-10-21 23:03:00,28.0,2029.75,house1_event_105,False
Appliance1,Aggregate,Base,2013-10-22 01:32:00,2013-10-22 02:00:00,28.0,2036.86,house1_event_106,False
Appliance1,Aggregate,Base,2013-10-22 04:29:00,2013-10-22 04:57:00,28.0,2069.48,house1_event_107,False
Appliance1,Aggregate,Base,2013-10-22 07:26:00,2013-10-22 07:55:00,29.0,2074.95,house1_event_108,False
Appliance1,Aggregate,Base,2013-10-22 10:23:00,2013-10-22 10:53:00,30.0,2151.64,house1_event_109,False
Appliance1,Aggregate,Base,2013-10-22 13:21:00,2013-10-22 13:51:00,30.0,1881.32,house1_event_110,False
Appliance1,Aggregate,Base,2013-10-22 16:19:00,2013-10-22 16:48:00,29.0,2167.41,house1_event_111,False
Appliance1,Aggregate,Base,2013-10-22 19:08:00,2013-10-22 19:39:00,31.0,2242.44,house1_event_112,False
Appliance1,Aggregate,Base,2013-10-22 21:12:00,2013-10-22 21:43:00,31.0,1361.65,house1_event_113,False
Appliance1,Aggregate,Base,2013-10-22 23:39:00,2013-10-23 00:10:00,31.0,2238.96,house1_event_114,False
Appliance1,Aggregate,Base,2013-10-23 02:22:00,2013-10-23 02:53:00,31.0,1410.57,house1_event_115,False
Appliance1,Aggregate,Base,2013-10-23 05:09:00,2013-10-23 05:40:00,31.0,2280.25,house1_event_116,False
Appliance1,Aggregate,Base,2013-10-23 07:27:00,2013-10-23 07:58:00,31.0,1466.81,house1_event_117,False
Appliance1,Aggregate,Base,2013-10-23 10:12:00,2013-10-23 10:43:00,31.0,2343.36,house1_event_118,False
Appliance1,Aggregate,Base,2013-10-23 12:17:00,2013-10-23 12:59:00,42.0,2830.47,house1_event_119,False
Appliance1,Aggregate,Base,2013-10-23 14:15:00,2013-10-23 14:48:00,33.0,2455.32,house1_event_120,False
Appliance1,Aggregate,Base,2013-10-23 16:11:00,2013-10-23 16:46:00,35.0,2548.9,house1_event_121,False
Appliance1,Aggregate,Base,2013-10-23 17:51:00,2013-10-23 18:25:00,34.0,2488.17,house1_event_122,False
Appliance1,Aggregate,Base,2013-10-23 19:37:00,2013-10-23 20:07:00,30.0,2227.19,house1_event_123,False
Appliance1,Aggregate,Base,2013-10-23 21:36:00,2013-10-23 22:07:00,31.0,2233.0,house1_event_124,False
Appliance1,Aggregate,Base,2013-10-23 23:41:00,2013-10-24 00:12:00,31.0,2230.12,house1_event_125,False
Appliance1,Aggregate,Base,2013-10-24 01:56:00,2013-10-24 02:27:00,31.0,2201.47,house1_event_126,False
Appliance1,Aggregate,Base,2013-10-24 04:20:00,2013-10-24 04:50:00,30.0,2222.06,house1_event_127,False
Appliance1,Aggregate,Base,2013-10-24 06:34:00,2013-10-24 07:06:00,32.0,2383.87,house1_event_128,False
Appliance1,Aggregate,Base,2013-10-24 08:51:00,2013-10-24 09:21:00,30.0,2217.65,house1_event_129,False
Appliance1,Aggregate,Base,2013-10-24 11:16:00,2013-10-24 11:47:00,31.0,2314.11,house1_event_130,False
Appliance1,Aggregate,Base,2013-10-24 13:37:00,2013-10-24 14:08:00,31.0,2254.35,house1_event_131,False
Appliance1,Aggregate,Base,2013-10-24 15:41:00,2013-10-24 16:29:00,48.0,3085.87,house1_event_132,False
Appliance1,Aggregate,Base,2013-10-24 17:16:00,2013-10-24 17:29:00,13.0,11.5,house1_event_133,False
Appliance1,Aggregate,Base,2013-10-24 17:55:00,2013-10-24 18:31:00,36.0,2640.59,house1_event_134,False
Appliance1,Aggregate,Base,2013-10-24 20:07:00,2013-10-24 20:39:00,32.0,2293.86,house1_event_135,False
Appliance1,Aggregate,Base,2013-10-24 22:14:00,2013-10-24 22:45:00,31.0,2297.92,house1_event_136,False
Appliance1,Aggregate,Base,2013-10-25 00:35:00,2013-10-25 01:06:00,31.0,2322.67,house1_event_137,False
Appliance1,Aggregate,Base,2013-10-25 03:03:00,2013-10-25 03:35:00,32.0,2321.43,house1_event_138,False
Appliance1,Aggregate,Base,2013-10-25 05:37:00,2013-10-25 06:09:00,32.0,2339.83,house1_event_139,False
Appliance1,Aggregate,Base,2013-10-25 07:36:00,2013-10-25 08:08:00,32.0,2298.43,house1_event_140,False
Appliance1,Aggregate,Base,2013-10-25 10:02:00,2013-10-25 10:43:00,41.0,1535.41,house1_event_141,False
Appliance1,Aggregate,Base,2013-10-25 12:19:00,2013-10-25 13:03:00,44.0,3079.36,house1_event_142,False
Appliance1,Aggregate,Base,2013-10-25 14:27:00,2013-10-25 15:00:00,33.0,1426.81,house1_event_143,False
Appliance1,Aggregate,Base,2013-10-25 16:33:00,2013-10-25 17:07:00,34.0,2520.09,house1_event_144,False
Appliance1,Aggregate,Base,2013-10-25 18:39:00,2013-10-25 19:11:00,32.0,1452.61,house1_event_145,False
Appliance1,Aggregate,Base,2013-10-25 20:49:00,2013-10-25 21:21:00,32.0,2380.76,house1_event_146,False
Appliance1,Aggregate,Base,2013-10-25 23:12:00,2013-10-25 23:44:00,32.0,2352.55,house1_event_147,False
Appliance1,Aggregate,Base,2013-10-26 01:39:00,2013-10-26 02:11:00,32.0,2364.45,house1_event_148,False
Appliance1,Aggregate,Base,2013-10-26 04:12:00,2013-10-26 04:44:00,32.0,2347.3,house1_event_149,False
Appliance1,Aggregate,Base,2013-10-26 06:48:00,2013-10-26 07:20:00,32.0,2374.88,house1_event_150,False
Appliance1,Aggregate,Base,2013-10-26 09:04:00,2013-10-26 09:36:00,32.0,1291.1,house1_event_151,False
Appliance1,Aggregate,Base,2013-10-26 11:09:00,2013-10-26 11:45:00,36.0,2292.62,house1_event_152,False
Appliance1,Aggregate,Base,2013-10-26 13:44:00,2013-10-26 14:23:00,39.0,2831.79,house1_event_153,False
Appliance1,Aggregate,Base,2013-10-26 16:10:00,2013-10-26 16:42:00,32.0,2364.49,house1_event_154,False
Appliance1,Aggregate,Base,2013-10-26 18:11:00,2013-10-26 18:43:00,32.0,2363.64,house1_event_155,False
Appliance1,Aggregate,Base,2013-10-26 20:29:00,2013-10-26 21:03:00,34.0,2460.64,house1_event_156,False
Appliance1,Aggregate,Base,2013-10-26 22:51:00,2013-10-27 00:25:00,94.0,2505.37,house1_event_157,False
Appliance1,Aggregate,Base,2013-10-27 01:18:00,2013-10-27 01:32:00,14.0,343.15,house1_event_158,False
Appliance1,Aggregate,Base,2013-10-27 01:34:00,2013-10-27 01:51:00,17.0,348.56,house1_event_159,False
Appliance1,Aggregate,Base,2013-10-27 03:49:00,2013-10-27 04:22:00,33.0,2448.09,house1_event_160,False
Appliance1,Aggregate,Base,2013-10-27 06:24:00,2013-10-27 06:59:00,35.0,2522.69,house1_event_161,False
Appliance1,Aggregate,Base,2013-10-27 08:51:00,2013-10-27 09:24:00,33.0,2404.69,house1_event_162,False
Appliance1,Aggregate,Base,2013-10-27 10:59:00,2013-10-27 11:31:00,32.0,2089.5,house1_event_163,False
Appliance1,Aggregate,Base,2013-10-27 13:03:00,2013-10-27 13:39:00,36.0,2570.41,house1_event_164,False
Appliance1,Aggregate,Base,2013-10-27 15:23:00,2013-10-27 15:57:00,34.0,2523.36,house1_event_165,False
Appliance1,Aggregate,Base,2013-10-27 17:53:00,2013-10-27 18:33:00,40.0,2846.63,house1_event_166,False
Appliance1,Aggregate,Base,2013-10-27 20:22:00,2013-10-27 20:56:00,34.0,1644.89,house1_event_167,False
Appliance1,Aggregate,Base,2013-10-27 22:52:00,2013-10-27 23:31:00,39.0,2866.09,house1_event_168,False
Appliance1,Aggregate,Base,2013-10-28 01:23:00,2013-10-28 01:56:00,33.0,2369.95,house1_event_169,False
Appliance1,Aggregate,Base,2013-10-28 03:53:00,2013-10-28 04:26:00,33.0,2380.62,house1_event_170,False
Appliance1,Aggregate,Base,2013-10-28 06:30:00,2013-10-28 07:03:00,33.0,2375.59,house1_event_171,False
Appliance1,Aggregate,Base,2013-10-28 08:40:00,2013-10-28 09:12:00,32.0,2221.63,house1_event_172,False
Appliance1,Aggregate,Base,2013-10-28 11:18:00,2013-10-28 11:51:00,33.0,2358.8,house1_event_173,False
Appliance1,Aggregate,Base,2013-10-28 13:54:00,2013-10-28 14:26:00,32.0,2284.55,house1_event_174,False
Appliance1,Aggregate,Base,2013-10-28 16:07:00,2013-10-28 16:39:00,32.0,2315.51,house1_event_175,False
Appliance1,Aggregate,Base,2013-10-28 18:20:00,2013-10-28 19:01:00,41.0,3019.52,house1_event_176,False
Appliance1,Aggregate,Base,2013-10-28 20:02:00,2013-10-28 20:43:00,41.0,2158.45,house1_event_177,False
Appliance1,Aggregate,Base,2013-10-28 22:08:00,2013-10-28 22:40:00,32.0,2353.7,house1_event_178,False
Appliance1,Aggregate,Base,2013-10-29 00:26:00,2013-10-29 00:58:00,32.0,2387.78,house1_event_179,False
Appliance1,Aggregate,Base,2013-10-29 02:53:00,2013-10-29 03:26:00,33.0,2352.07,house1_event_180,False
Appliance1,Aggregate,Base,2013-10-29 05:29:00,2013-10-29 06:01:00,32.0,2343.46,house1_event_181,False
Appliance1,Aggregate,Base,2013-10-29 07:47:00,2013-10-29 08:18:00,31.0,1736.18,house1_event_182,False
Appliance1,Aggregate,Base,2013-10-29 10:14:00,2013-10-29 10:46:00,32.0,2330.98,house1_event_183,False
Appliance1,Aggregate,Base,2013-10-29 12:48:00,2013-10-29 13:20:00,32.0,2358.09,house1_event_184,False
Appliance1,Aggregate,Base,2013-10-29 15:06:00,2013-10-29 15:41:00,35.0,2640.76,house1_event_185,False
Appliance1,Aggregate,Base,2013-10-29 17:29:00,2013-10-29 18:07:00,38.0,1928.28,house1_event_186,False
Appliance1,Aggregate,Base,2013-10-29 19:26:00,2013-10-29 20:02:00,36.0,1821.14,house1_event_187,False
Appliance1,Aggregate,Base,2013-10-29 21:37:00,2013-10-29 22:08:00,31.0,2289.71,house1_event_188,False
Appliance1,Aggregate,Base,2013-10-29 23:54:00,2013-10-30 00:25:00,31.0,2263.6,house1_event_189,False
Appliance1,Aggregate,Base,2013-10-30 02:20:00,2013-10-30 02:51:00,31.0,2265.27,house1_event_190,False
Appliance1,Aggregate,Base,2013-10-30 04:54:00,2013-10-30 05:25:00,31.0,2258.14,house1_event_191,False
Appliance1,Aggregate,Base,2013-10-30 07:21:00,2013-10-30 07:53:00,32.0,2250.66,house1_event_192,False
Appliance1,Aggregate,Base,2013-10-30 09:49:00,2013-10-30 10:19:00,30.0,2247.92,house1_event_193,False
Appliance1,Aggregate,Base,2013-10-30 12:24:00,2013-10-30 12:54:00,30.0,1396.08,house1_event_194,False
Appliance1,Aggregate,Base,2013-10-30 14:54:00,2013-10-30 15:23:00,29.0,2192.18,house1_event_195,False
Appliance1,Aggregate,Base,2013-10-30 16:54:00,2013-10-30 17:26:00,32.0,2371.76,house1_event_196,False
Appliance1,Aggregate,Base,2013-10-30 19:02:00,2013-10-30 19:33:00,31.0,2329.5,house1_event_197,False
Appliance1,Aggregate,Base,2013-10-30 20:58:00,2013-10-30 21:30:00,32.0,2364.65,house1_event_198,False
Appliance1,Aggregate,Base,2013-10-30 23:04:00,2013-10-30 23:37:00,33.0,2418.53,house1_event_199,False
Appliance1,Aggregate,Base,2013-10-31 01:15:00,2013-10-31 01:47:00,32.0,2354.93,house1_event_200,False
Appliance1,Aggregate,Base,2013-10-31 03:33:00,2013-10-31 04:03:00,30.0,2178.02,house1_event_201,False
Appliance1,Aggregate,Base,2013-10-31 05:52:00,2013-10-31 06:23:00,31.0,2248.65,house1_event_202,False
Appliance1,Aggregate,Base,2013-10-31 08:04:00,2013-10-31 08:35:00,31.0,2282.81,house1_event_203,False
Appliance1,Aggregate,Base,2013-10-31 10:22:00,2013-10-31 10:55:00,33.0,2062.17,house1_event_204,False
Appliance1,Aggregate,Base,2013-10-31 12:21:00,2013-10-31 12:51:00,30.0,2102.56,house1_event_205,False
Appliance1,Aggregate,Base,2013-10-31 14:36:00,2013-10-31 15:16:00,40.0,2069.94,house1_event_206,False
Appliance1,Aggregate,Base,2013-10-31 16:59:00,2013-10-31 17:31:00,32.0,2309.01,house1_event_207,False
Appliance1,Aggregate,Base,2013-10-31 18:53:00,2013-10-31 19:26:00,33.0,2356.25,house1_event_208,False
Appliance1,Aggregate,Base,2013-10-31 20:29:00,2013-10-31 21:03:00,34.0,1312.84,house1_event_209,False
Appliance1,Aggregate,Base,2013-10-31 22:22:00,2013-10-31 22:53:00,31.0,2275.38,house1_event_210,False
Appliance1,Aggregate,Base,2013-11-01 00:26:00,2013-11-01 00:57:00,31.0,2263.92,house1_event_211,False
Appliance1,Aggregate,Base,2013-11-01 02:38:00,2013-11-01 03:09:00,31.0,2277.83,house1_event_212,False
Appliance1,Aggregate,Base,2013-11-01 04:58:00,2013-11-01 05:29:00,31.0,2255.77,house1_event_213,False
Appliance1,Aggregate,Base,2013-11-01 07:18:00,2013-11-01 07:51:00,33.0,2441.52,house1_event_214,False
Appliance1,Aggregate,Base,2013-11-01 09:29:00,2013-11-01 10:00:00,31.0,2235.97,house1_event_215,False
Appliance1,Aggregate,Base,2013-11-01 12:12:00,2013-11-01 12:28:00,16.0,1145.79,house1_event_216,False
Appliance1,Aggregate,Base,2013-11-01 14:32:00,2013-11-01 15:03:00,31.0,2313.5,house1_event_217,False
Appliance1,Aggregate,Base,2013-11-01 17:09:00,2013-11-01 17:41:00,32.0,2312.28,house1_event_218,False
Appliance1,Aggregate,Base,2013-11-01 19:12:00,2013-11-01 19:43:00,31.0,2250.05,house1_event_219,False
Appliance1,Aggregate,Base,2013-11-01 21:18:00,2013-11-01 21:49:00,31.0,2375.52,house1_event_220,False
Appliance1,Aggregate,Base,2013-11-01 23:29:00,2013-11-02 00:01:00,32.0,2351.85,house1_event_221,False
Appliance1,Aggregate,Base,2013-11-02 01:55:00,2013-11-02 02:26:00,31.0,2344.39,house1_event_222,False
Appliance1,Aggregate,Base,2013-11-02 04:27:00,2013-11-02 04:58:00,31.0,2314.8,house1_event_223,False
Appliance1,Aggregate,Base,2013-11-02 07:03:00,2013-11-02 07:35:00,32.0,2269.57,house1_event_224,False
Appliance1,Aggregate,Base,2013-11-02 09:32:00,2013-11-02 10:09:00,37.0,2591.66,house1_event_225,False
Appliance1,Aggregate,Base,2013-11-02 12:04:00,2013-11-02 12:36:00,32.0,2298.16,house1_event_226,False
Appliance1,Aggregate,Base,2013-11-02 14:39:00,2013-11-02 15:11:00,32.0,2338.77,house1_event_227,False
Appliance1,Aggregate,Base,2013-11-02 17:20:00,2013-11-02 17:51:00,31.0,2294.8,house1_event_228,False
Appliance1,Aggregate,Base,2013-11-02 19:54:00,2013-11-02 20:26:00,32.0,2365.72,house1_event_229,False
Appliance1,Aggregate,Base,2013-11-02 22:15:00,2013-11-02 22:47:00,32.0,2295.85,house1_event_230,False
Appliance1,Aggregate,Base,2013-11-03 00:45:00,2013-11-03 01:17:00,32.0,2348.2,house1_event_231,False
Appliance1,Aggregate,Base,2013-11-03 03:22:00,2013-11-03 03:54:00,32.0,2360.55,house1_event_232,False
Appliance1,Aggregate,Base,2013-11-03 06:05:00,2013-11-03 06:37:00,32.0,2326.63,house1_event_233,False
Appliance1,Aggregate,Base,2013-11-03 08:51:00,2013-11-03 09:27:00,36.0,2684.77,house1_event_234,False
Appliance1,Aggregate,Base,2013-11-03 11:17:00,2013-11-03 11:47:00,30.0,2236.04,house1_event_235,False
