event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost,level_2_minutes,level_2_W,level_2_rate,level_2_cost,level_3_minutes,level_3_W,level_3_rate,level_3_cost,level_4_minutes,level_4_W,level_4_rate,level_4_cost,level_5_minutes,level_5_W,level_5_rate,level_5_cost
Fridge-Freezer_2013-12-19_07,Fridge-Freezer,original,,2013-12-19 16:26:00,2013-12-19 17:13:00,47,3355.12,0.017893973333333348,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,47,3355.120000000003,0.32,0.017893973333333348,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-19_08,Fridge-Freezer,original,,2013-12-19 18:57:00,2013-12-19 23:01:00,244,15981.45,0.07733100532786874,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,63,4126.357991803283,0.32,0.022007242622950843,181,11855.092008196692,0.28,0.0553237627049179
Fridge-Freezer_2013-12-20_01,Fridge-Freezer,original,,2013-12-20 01:33:00,2013-12-20 02:00:00,27,1971.6,0.007229199999999997,27,1971.599999999999,0.22,0.007229199999999997,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_02,Fridge-Freezer,original,,2013-12-20 04:32:00,2013-12-20 04:59:00,27,2005.62,0.008691019999999994,0,0.0,0.22,0.0,27,2005.6199999999985,0.26,0.008691019999999994,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_03,Fridge-Freezer,original,,2013-12-20 07:31:00,2013-12-20 07:58:00,27,2034.46,0.008815993333333338,0,0.0,0.22,0.0,27,2034.460000000001,0.26,0.008815993333333338,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_04,Fridge-Freezer,original,,2013-12-20 10:00:00,2013-12-20 10:47:00,47,3451.9,0.0172595,0,0.0,0.22,0.0,0,0.0,0.26,0.0,47,3451.9,0.3,0.0172595,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_05,Fridge-Freezer,original,,2013-12-20 12:53:00,2013-12-20 13:30:00,37,2807.23,0.015907636666666673,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,37,2807.230000000001,0.34,0.015907636666666673,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_06,Fridge-Freezer,original,,2013-12-20 15:18:00,2013-12-20 16:03:00,45,3340.49,0.01885521022222223,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,42,3117.790666666668,0.34,0.017667480444444453,3,222.6993333333333,0.32,0.0011877297777777777,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_07,Fridge-Freezer,original,,2013-12-20 17:38:00,2013-12-20 18:09:00,31,2316.34,0.012353813333333333,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,31,2316.3399999999997,0.32,0.012353813333333333,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-20_08,Fridge-Freezer,original,,2013-12-20 19:34:00,2013-12-20 20:12:00,38,2848.32,0.014591393684210533,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,26,1948.8505263157904,0.32,0.010393869473684215,12,899.4694736842108,0.28,0.004197524210526318
Fridge-Freezer_2013-12-20_09,Fridge-Freezer,original,,2013-12-20 21:26:00,2013-12-20 22:08:00,42,2845.91,0.01328091333333334,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,42,2845.910000000001,0.28,0.01328091333333334
Fridge-Freezer_2013-12-20_10,Fridge-Freezer,original,,2013-12-20 23:51:00,2013-12-21 00:24:00,33,2430.32,0.009573987878787882,24,1767.5054545454554,0.22,0.006480853333333337,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,9,662.8145454545454,0.28,0.0030931345454545457
Fridge-Freezer_2013-12-21_01,Fridge-Freezer,original,,2013-12-21 02:04:00,2013-12-21 02:31:00,27,2107.38,0.007727060000000002,27,2107.3800000000006,0.22,0.007727060000000002,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_02,Fridge-Freezer,original,,2013-12-21 04:07:00,2013-12-21 04:35:00,28,2102.07,0.009108969999999997,0,0.0,0.22,0.0,28,2102.0699999999993,0.26,0.009108969999999997,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_03,Fridge-Freezer,original,,2013-12-21 06:11:00,2013-12-21 06:39:00,28,2141.14,0.009278273333333331,0,0.0,0.22,0.0,28,2141.1399999999994,0.26,0.009278273333333331,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_04,Fridge-Freezer,original,,2013-12-21 08:17:00,2013-12-21 08:44:00,27,2058.6,0.010293000000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,27,2058.600000000001,0.3,0.010293000000000004,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_05,Fridge-Freezer,original,,2013-12-21 10:18:00,2013-12-21 10:48:00,30,2212.47,0.011062349999999999,0,0.0,0.22,0.0,0,0.0,0.26,0.0,30,2212.47,0.3,0.011062349999999999,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_06,Fridge-Freezer,original,,2013-12-21 12:19:00,2013-12-21 12:42:00,23,3195.66,0.018108739999999995,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,23,3195.659999999999,0.34,0.018108739999999995,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_07,Fridge-Freezer,original,,2013-12-21 12:46:00,2013-12-21 13:17:00,31,2476.26,0.014032140000000014,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,31,2476.260000000002,0.34,0.014032140000000014,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_08,Fridge-Freezer,original,,2013-12-21 14:31:00,2013-12-21 14:53:00,22,1737.51,0.009845889999999998,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,22,1737.5099999999993,0.34,0.009845889999999998,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_09,Fridge-Freezer,original,,2013-12-21 16:11:00,2013-12-21 16:36:00,25,1877.0,0.010010666666666664,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,25,1876.9999999999993,0.32,0.010010666666666664,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_10,Fridge-Freezer,original,,2013-12-21 17:22:00,2013-12-21 17:53:00,31,2316.56,0.012354986666666663,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,31,2316.5599999999995,0.32,0.012354986666666663,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_11,Fridge-Freezer,original,,2013-12-21 18:53:00,2013-12-21 20:00:00,67,4949.15,0.026395466666666662,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,67,4949.149999999999,0.32,0.026395466666666662,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-21_12,Fridge-Freezer,original,,2013-12-21 21:01:00,2013-12-21 21:27:00,26,1967.56,0.009181946666666673,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,26,1967.5600000000009,0.28,0.009181946666666673
Fridge-Freezer_2013-12-21_13,Fridge-Freezer,original,,2013-12-21 22:33:00,2013-12-21 23:31:00,58,4148.85,0.01936129999999999,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,58,4148.849999999998,0.28,0.01936129999999999
Fridge-Freezer_2013-12-22_01,Fridge-Freezer,original,,2013-12-22 01:21:00,2013-12-22 01:59:00,38,2831.81,0.01038330333333333,38,2831.809999999999,0.22,0.01038330333333333,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_02,Fridge-Freezer,original,,2013-12-22 03:53:00,2013-12-22 04:30:00,37,2753.86,0.011586059639639643,7,521.0005405405404,0.22,0.0019103353153153149,30,2232.85945945946,0.26,0.009675724324324328,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_03,Fridge-Freezer,original,,2013-12-22 06:34:00,2013-12-22 07:18:00,44,3274.98,0.014191579999999994,0,0.0,0.22,0.0,44,3274.979999999998,0.26,0.014191579999999994,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_04,Fridge-Freezer,original,,2013-12-22 09:50:00,2013-12-22 10:17:00,27,2088.9,0.010444500000000008,0,0.0,0.22,0.0,0,0.0,0.26,0.0,27,2088.9000000000015,0.3,0.010444500000000008,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_05,Fridge-Freezer,original,,2013-12-22 12:08:00,2013-12-22 12:46:00,38,2913.56,0.01651017333333334,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,38,2913.560000000001,0.34,0.01651017333333334,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_06,Fridge-Freezer,original,,2013-12-22 15:01:00,2013-12-22 15:47:00,46,3401.02,0.019272446666666672,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,46,3401.020000000001,0.34,0.019272446666666672,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_07,Fridge-Freezer,original,,2013-12-22 18:18:00,2013-12-22 18:45:00,27,2051.28,0.01094016,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,27,2051.28,0.32,0.01094016,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-22_08,Fridge-Freezer,original,,2013-12-22 21:17:00,2013-12-22 21:44:00,27,2053.83,0.00958454,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,27,2053.83,0.28,0.00958454
Fridge-Freezer_2013-12-22_09,Fridge-Freezer,original,,2013-12-22 23:47:00,2013-12-23 00:44:00,57,4275.35,0.016651363157894727,44,3300.270175438594,0.22,0.012100990643274844,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,13,975.0798245614037,0.28,0.004550372514619885
Fridge-Freezer_2013-12-23_01,Fridge-Freezer,original,,2013-12-23 03:15:00,2013-12-23 03:43:00,28,2070.99,0.00759363,28,2070.9900000000002,0.22,0.00759363,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_02,Fridge-Freezer,original,,2013-12-23 06:14:00,2013-12-23 06:41:00,27,2106.66,0.009128860000000003,0,0.0,0.22,0.0,27,2106.6600000000008,0.26,0.009128860000000003,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_03,Fridge-Freezer,original,,2013-12-23 09:08:00,2013-12-23 09:50:00,42,3137.61,0.01568804999999999,0,0.0,0.22,0.0,0,0.0,0.26,0.0,42,3137.6099999999983,0.3,0.01568804999999999,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_04,Fridge-Freezer,original,,2013-12-23 12:21:00,2013-12-23 12:48:00,27,2086.52,0.011823613333333328,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,27,2086.519999999999,0.34,0.011823613333333328,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_05,Fridge-Freezer,original,,2013-12-23 14:43:00,2013-12-23 15:20:00,37,2827.68,0.016023519999999992,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,37,2827.679999999999,0.34,0.016023519999999992,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_06,Fridge-Freezer,original,,2013-12-23 16:39:00,2013-12-23 17:27:00,48,3481.97,0.01857050666666668,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,48,3481.9700000000025,0.32,0.01857050666666668,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_07,Fridge-Freezer,original,,2013-12-23 18:27:00,2013-12-23 18:57:00,30,2226.88,0.01187669333333334,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,30,2226.8800000000015,0.32,0.01187669333333334,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-23_08,Fridge-Freezer,original,,2013-12-23 20:16:00,2013-12-23 20:43:00,27,2008.26,0.009371880000000004,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,27,2008.2600000000011,0.28,0.009371880000000004
Fridge-Freezer_2013-12-23_09,Fridge-Freezer,original,,2013-12-23 21:53:00,2013-12-23 22:20:00,27,1999.02,0.009328760000000005,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,27,1999.0200000000007,0.28,0.009328760000000005
Fridge-Freezer_2013-12-23_10,Fridge-Freezer,original,,2013-12-23 23:34:00,2013-12-24 00:04:00,30,2236.01,0.01013657866666667,4,298.1346666666667,0.22,0.0010931604444444447,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,26,1937.875333333334,0.28,0.009043418222222226
Fridge-Freezer_2013-12-24_01,Fridge-Freezer,original,,2013-12-24 01:31:00,2013-12-24 01:59:00,28,2123.35,0.007785616666666662,28,2123.349999999999,0.22,0.007785616666666662,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_02,Fridge-Freezer,original,,2013-12-24 03:32:00,2013-12-24 04:09:00,37,2721.64,0.01042069369369369,28,2059.619459459458,0.22,0.0075519380180180135,9,662.0205405405405,0.26,0.002868755675675676,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_03,Fridge-Freezer,original,,2013-12-24 06:07:00,2013-12-24 06:42:00,35,2621.3,0.011358966666666657,0,0.0,0.22,0.0,35,2621.299999999998,0.26,0.011358966666666657,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_04,Fridge-Freezer,original,,2013-12-24 08:53:00,2013-12-24 09:35:00,42,3152.44,0.015762199999999983,0,0.0,0.22,0.0,0,0.0,0.26,0.0,42,3152.439999999997,0.3,0.015762199999999983,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_05,Fridge-Freezer,original,,2013-12-24 11:34:00,2013-12-24 12:32:00,58,4250.33,0.022814989770114938,0,0.0,0.22,0.0,0,0.0,0.26,0.0,26,1905.3203448275856,0.3,0.009526601724137928,32,2345.009655172413,0.34,0.01328838804597701,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_06,Fridge-Freezer,original,,2013-12-24 13:27:00,2013-12-24 17:33:00,246,16341.91,0.09054481028455302,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,153,10163.870853658556,0.34,0.05759526817073183,93,6178.0391463414735,0.32,0.032949542113821194,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-24_07,Fridge-Freezer,original,,2013-12-24 18:03:00,2013-12-24 22:08:00,245,16365.43,0.08158222519727884,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,117,7815.327795918361,0.32,0.041681748244897926,128,8550.102204081624,0.28,0.039900476952380914
Fridge-Freezer_2013-12-24_08,Fridge-Freezer,original,,2013-12-24 23:02:00,2013-12-25 03:06:00,244,15866.0,0.06194675956284143,186,12094.573770491772,0.22,0.04434677049180317,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,58,3771.4262295081994,0.28,0.017599989071038265
Fridge-Freezer_2013-12-25_01,Fridge-Freezer,original,,2013-12-25 05:38:00,2013-12-25 06:05:00,27,1937.28,0.008394880000000004,0,0.0,0.22,0.0,27,1937.2800000000007,0.26,0.008394880000000004,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-25_02,Fridge-Freezer,original,,2013-12-25 08:18:00,2013-12-25 09:14:00,56,6068.5,0.030342500000000015,0,0.0,0.22,0.0,0,0.0,0.26,0.0,56,6068.500000000004,0.3,0.030342500000000015,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-25_03,Fridge-Freezer,original,,2013-12-25 10:19:00,2013-12-25 12:12:00,113,8074.33,0.04094328398230082,0,0.0,0.22,0.0,0,0.0,0.26,0.0,101,7216.8790265486605,0.3,0.0360843951327433,12,857.4509734513273,0.34,0.004858888849557521,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-25_04,Fridge-Freezer,original,,2013-12-25 12:54:00,2013-12-25 16:58:00,244,16178.54,0.09039648715847014,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,186,12332.82147540987,0.34,0.06988598836065595,58,3845.718524590161,0.32,0.02051049879781419,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-25_05,Fridge-Freezer,original,,2013-12-25 17:38:00,2013-12-25 21:43:00,245,15394.82,0.07779096800000002,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,142,8922.712000000001,0.32,0.04758779733333334,103,6472.108000000002,0.28,0.03020317066666668
Fridge-Freezer_2013-12-25_06,Fridge-Freezer,original,,2013-12-25 22:21:00,2013-12-26 02:26:00,245,15021.15,0.06114732081632656,146,8951.379183673478,0.22,0.03282172367346942,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,99,6069.770816326529,0.28,0.028325597142857137
Fridge-Freezer_2013-12-26_01,Fridge-Freezer,original,,2013-12-26 03:32:00,2013-12-26 07:35:00,243,15051.5,0.06406694718792857,28,1734.3292181069964,0.22,0.006359207133058988,215,13317.17078189298,0.26,0.05770774005486959,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-26_02,Fridge-Freezer,original,,2013-12-26 10:07:00,2013-12-26 10:34:00,27,1887.15,0.009435749999999994,0,0.0,0.22,0.0,0,0.0,0.26,0.0,27,1887.149999999999,0.3,0.009435749999999994,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-26_03,Fridge-Freezer,original,,2013-12-26 12:18:00,2013-12-26 16:22:00,244,15899.33,0.0896183546174859,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,222,14465.783852458939,0.34,0.08197277516393399,22,1433.5461475409843,0.32,0.007645579453551916,0,0.0,0.28,0.0
Fridge-Freezer_2013-12-26_04,Fridge-Freezer,original,,2013-12-26 18:30:00,2013-12-26 22:35:00,245,15574.39,0.07649462299319718,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,90,5721.204489795911,0.32,0.03051309061224486,155,9853.185510204068,0.28,0.04598153238095232
